"node","book",0,2300,2300,"und",0,"בסוף הספר נכתב: \"הפרענומעראנטין והלוח הטעות יבואו בדברות השניות אי\"ה\".","filtered_html"
"node","book",0,2303,2303,"und",0,"רשימת החותמים מראש - בסוף הספר.

כל ארבעת העתקים בספרייה הלאומית אינם כוללים רשימת חותמים (שטפן, 5/06/08)","filtered_html"
"node","book",0,2304,2304,"und",0,"רשימת חותמים לא נמצאת כאן, אך המחבר מודה לחותמים ומכאן ניתן ללמוד כי אכן היו. בעמוד האחרון לספר הוא רושם כך:
\"יטיב ה' לטובים ולשרים בלבותם אשר נדבו לבם לקחת את ספרי <strong>חקי חיים</strong> במחיר הקצוב, ובזכות זה יברך ה' אותם ויפרוץ שפעת טובם לרוב, ואיריכו ימיהם ושנותיהם עם כל הנלוים אליהם אמן:\"","filtered_html"
"node","book",0,2307,2307,"und",0,"ישנה רשימה ארוכה שתוקלד על ידי אורית, כנראה שזה לא קרה עד עכשיו (29/10/2009), ש.ל.","filtered_html"
"node","book",0,2311,2311,"und",0,"רשימה ארוכה של חותמים מופיעה מתחת ל\"הקדמת המביא לבית הדפוס\"","filtered_html"
"node","book",0,2312,2312,"und",0,"ישנה רשימת חותמים ארוכה שתוקלד על ידי 
אורית
שטפן הקליד אותה בספטמבר 2010","filtered_html"
"node","book",0,2323,2323,"und",0,"מופיעה רשימת חותמים ארוכה, מן הערים:
פיורדא, אמסטרדם, ברלין (רק חותם אחד: מהו\"רר דוד בערווא, שקנה 20 עותקים, דרך דוד פ\"ה כהן מפיורדא), במברג, דיטנע, המבורג (גומפל שנאבר-לויזון), הנובר, העכים, וייגערשהיים, מיינץ, נאנסע, פראג, פרנקפורט ע\"נ מיין, פרעשבורג, קאסל, קרלסרוא, בארייט.
יש להקליד את הרשימה בעתיד.","filtered_html"
"node","book",0,2326,2326,"und",0,"בספר מלכים א' ישנה רשימת חותמים אחת, והמשכה במלכים ב'.","filtered_html"
"node","book",0,2327,2327,"und",0,"רשימת חותמים המופיע בחלק זה של הספר מוצגת כ\"המשך\" מן הרשימה בחלק א'.","filtered_html"
"node","book",0,2336,2336,"und",0,"רשימת החותמים מראש מופיעה בפיצול (ייתכן כי רשימה אחת היא תוספת של שמות לאחר שהוכנה רשימה אחת). רשימה אחת ארוכה מופיעה תחת הכותרת: \"נאמן דער העררן פרענומעראנטן אונד סובסקריבענטן\", ומחולקת ע\"פ יישובים. רשימה שניה, קצרה יותר, נושאת כותרת: \" נאכטראג דער העררן זובסקריבענטען אונד פרענומעראנטן\", ואינה מוחלקת ע\"פ ערים, אלא כוללת שמות המנוים ברצף אחד (כולל עיר מושב).","filtered_html"
"node","book",0,2338,2338,"und",0,"ישנה רשימה ארוכה שיש להקלידה בהמשך.
היא צולמה על ידי במצלמה דיגיטלית.","filtered_html"
"node","book",0,2348,2348,"und",0,"רשימת החותמים בכרך אחר.","filtered_html"
"node","book",0,2349,2349,"und",0,"רשימת חותמים בכרך אחר.","filtered_html"
"node","book",0,2350,2350,"und",0,"רשימת החותמים בכרך אחר.","filtered_html"
"node","book",0,2351,2351,"und",0,"רשימת חותמים בכרך אחר.","filtered_html"
"node","book",0,2359,2359,"und",0,"ראו אצבע \"על תהליכי הכתיבה\" בחלון \"קהל יעד\".","filtered_html"
"node","book",0,2361,2361,"und",0,"הכריכה המקורית איננה -  אין לדעת האם היו רשומים שם שמות של חותמים מראש","filtered_html"
"node","book",0,2366,2366,"und",0,"בנוסף לשמות ברשימה הגדולה, ישנם שמות נוספים בעמוד אחרי.


List of Subscribers:


(Leslau) אברהם בהר\"ר צבי הירש

(Berlin) אברהם בר\"נ ה\"ש

(Breslau) אברהם דאנציגר

(Pressburg/Bratislava) אברהם פ\"ש

(Glogau) אורי פייבל חר\"ש

(Glogau) איגר, מאיר

(Berlin) אייזק בר\"נ ה\"ש

(גובה, Berlin) אייזק דעסויא

(Breslau) איצק גד

(רופא, Berlin) איצק פליס

(פו\"מ, Berlin) אלחנן לייפציג

(Berlin) אלי' ב\"ר דניאל יפה

(Hamburg) אפנהיים, הירש

(Berlin) אפנהיים, מענדל

(Berlin) אשר שעניפליס

(Breslau) בארטנשטיין, הירש

(Berlin) ביטו, ליב

(Pressburg) בכרך, חיים

(יועץ פנימי לאדונינו המלך יר\"ה, Berlin) בנימין בר\"פ

(Berlin) ברוך עשווא

(Leslau) ברי, רפאל

(Pressburg) בריל, עזריאל

(Berlin) ברעסלא, שמואל

(Pressburg) גדלש, מענדל

(ג\"צ, Berlin) גרידץ, ליב

(Leslau) דוד בהר\"ר יצחק אייזק

(Berlin) דוד ב\"ר אפרים

(Hamburg) דייארן, גבריאל

(Berlin) דעסוי, גרשון

(פו\"מ המדינה, Hamm) האס, אנשיל

(מהו', Hamburg) הויזן, ישראל

(Leslau) הירש במה\"ר אברהם בר\"ה

(פו\"מ, Berlin) הירש בר\"נ

(Berlin) הירש דאברש

(Berlin) הירש הערפורט

(Berlin) הירש ה\"ש

(Berlin) הירש ראטנויא

(Berlin) הירש שטראלזונד

(Berlin) וואלף שטארגראד

(Hamburg) ווארבורג, גדלי'

(Berlin) וולאטוי, משה

(Hamburg) ווערטהיים, שמואל

(Berlin) זנוויל בר\"ה ר\"נ

(Berlin) זנוויל בר\"נ

(מנהיג, Berlin) חיים ב\"ר אפרים

(מהו', Berlin) חיים לאנצבורג

(Berlin) חלפן, דניאל בר\"ש

(גובה, Berlin) חלפן, משה בר\"ש

(Berlin) טאקלש, בונפט

(Pressburg/Bratislava) טעבין, בנימין וואלף

(Berlin) טעבלי ב\"ר קאפיל ריס

(Pressburg/Bratislava) טעבן, יחיאל

(Pressburg/Bratislava) טעבן, מענדל

(Pressburg/Bratislava) טעבן, משה יעקב בה' אברהם

(Berlin) יאסקי האמבורג

(Berlin) יאקב בר\"ד

(Berlin) יואל האללי

(Berlin) יודא דאנציג

(Berlin) יוזפא אראניבורג

(Leslau) יוסף בר\"ה

(Berlin) יוסף בר\"ה בר\"י

(Berlin) יוסף בר\"ש בר\"א

(מהו', Königsberg) יוסף מליסא

(Berlin) יוסף פ\"ד

(Berlin , הרופא) יוסף פליס

(Berlin) יוסף צבי

(Berlin) יחיאל קאפנהאגן

(Glogau) יעקב לוי

(Berlin) יעקב פ\"ל מקראנקי

(Berlin , פו\"מ מדינה) Moses, Jacob , יעקב צבי

(Berlin) יפה, בונם בן פו\"מ דניאל

Itzig, Daniel (Jaffe), יפה, דניאל (Oberlandesältester, Berlin)

(Glogau) לאנשטיין, וואלף

(פו\"מ, Hamburg ) לוי, יוזפא

(פו\"מ, Berlin) לוי, ליפמן בר\"מ

(Berlin) ליב בר\"נ ר\"ז

(Breslau) ליבש דעסא

(Hamburg) ליזר ב\"ר יוזפא לוי

(Hamburg) לייטרשדארף, נתן

(Berlin) ליפמן ה\"ס

(Breslau) ליפמן מ\"ס

(Breslau) מאיר הירץ

(Berlin) מאיר ווארבורג

(Pressburg/Bratislava) מענדל נ\"כ

(Halle) מרדכי האללע

(Leslau) משה בה' יחיאל מיכל

(Breslau) נחמי' גלויגא

(פו\"מ, Berlin) סאמטור, ליפמן

(Leslau) סג\"ל, אליעזר בהרב מהו' משה

(Leslau) סג\"ל, משה בהרב מהו' עליעזר

(Berlin) סמטור, דוד

(Königsberg) סענדר קעניגשבורג

(Pressburg/Bratislava) עזריאל בהר\"ר וואלף

(מנהיג, Berlin) פאן, זלמן

(Breslau) פאנאפקי, מענדל

(Hamburg) פופרע, מאיר

(Pressburg/Bratislava) פייבל ברעסלוי

(Berlin) פרידלנדר, אברהם

Friedländer, David, פרידלענדר, דוד (Berlin)

(Pressburg/Bratislava) פרייסיך, איצק במהו' דוד

(גובה, Berlin) פרעגר, דוד

(Glogau) פרעגר, ליזר

(Glogau) פרענקל, מאיר

(Hamburg) פרענקל, נפתלי הירש

(Berlin) צילץ, אברהם בר\"נ

(Berlin) צילץ, משה ב\"ר בערמן

(Berlin) קאפל פ\"ד

(Berlin) קינשבורג, דוד

(Berlin) קעסלין, מאיר בר\"ה

(Berlin) ריז, קאפל ב\"ר מאדל

(פו\"מ, Berlin) רינטל, משה

(Berlin) רינטל, קאשמן

(Glogau) רפאל גלוגא

(Pressburg/Bratislava) שאכרלש, זלמן

(ג\"צ, Berlin) שטרעליץ, קאפל בן פו\"מ אברהם

(Hamburg) שיף, איזק בר\"ב

Schiff, Isaak Benedix, שיף, בנדיט איצק (Altona)

(Berlin) שלמה פ\"ל מקראנקי

(Breslau) שלעזינגר, מיכל

(Leslau) שמואל בן כהר\"ר מאיר יצ\"ו

(ג\"צ, Berlin) שמואל ניקלסוברג

(Berlin) שמעון וויצנהויזן

(Pressburg/Bratislava) שמעון פ\"ל מפ\"ב

(Pressburg/Bratislava) שמעון ק\"ס בפ\"ב","filtered_html"
"node","book",0,2367,2367,"und",0,"יש לי צילום דיגיטלי של החותמים מראש. הרשימה ארוכה.","filtered_html"
"node","book",0,2370,2370,"und",0,"בעותק ששימש למילוי השאלון אין רשימת חותמים מראש. עם זאת, נאמר בעמוד השער: \"שלמה במו' יואל מדובנא... כתת רגליו ממדינה למדינה להדפיסה ולהראות העמים והשרי' את יפיה ... רודפי צדק אנשי אמ\"ת קנו את הספר הזה ובזכות זה תזכו לעלות לציון ברננה\".","filtered_html"
"node","book",0,2371,2371,"und",0,"מופיעה רשימה ארוכה, שיש להקלידה בהמשך.
בראש הרשימה רשם המחבר:
אלה האלופים... אשר נדבה לבם לקחת את ספרי שפה ברורה וחתמו את שמותיהם והממעיט לא פחת מסך א' זהב...\" (דף [ב']).","filtered_html"
"node","book",0,2373,2373,"und",0,"רשימה ארוכה של חותמים מופיעה בסוף הספר, וצולמה בצילום דיגיטלי על ידי ב5.7.07.","filtered_html"
"node","book",0,2420,2420,"und",0,"יש רשימת חותמים מראש עם כשישים שמות, רבים מדסאו. בין החותמים: דוד פרידלנדר, הרופא יוסף פליס והרופא מרדכי פלאק, אהרן וויזל, הב\"ח כה' דוד פרענקל, הירץ האמבורג, זלמן דעסויא, שמות מבילפעלד, צילץ, ברעסלויא, עקיבא איגר...","filtered_html"
"node","book",0,2421,2421,"und",0,"ב\"בשורת ספרים חדשים\" שפרסם לינדא ב<ins>המאסף</ins> תקמ\"ח, טו'-טז', רשום כך:
מקח הספר יהיה לאנשים אשר יבואו על החתומים א' גדול בעד באגן אחד, וישולם אחר קבלת הספר תחת אשר לאיש זר לא ימכר כי אם בעד ח\"י פשיטים... המאסף החתומים יקח אחד על עשר עבור טרחתו...\"
לא מופיעה רשימת חותמים על ספרו של לינדא, ולכן אי אפשר לדעת אם בסופו של דבר אחר נדפס הספר בתמיכה של חותמים מראש.","filtered_html"
"node","book",0,2455,2455,"und",0,"ב\"מודעה\" בסוף הספר ניתן הסבר מדוע גם בחוברת השלישית אינם מובאים שמות החותמים - על אף ההבטחה על כך שניתנה בספר השני:  \"יען לא שלחו לידי עדיין ממרחקים שמות הנדיבים כלם אשר באו על החתם, ועוד אחרים הבטיחו שיחתמו גם הם עליו, על כן לא הדפסנו זכרון שמות החתומים בראש החוברת הזאת, אבל בוא יבוא בעז\"ה בראש החוברת הרביעית\".","filtered_html"
"node","book",0,2471,2471,"und",0,"61 חותמים מדסאו, עוד רבים אחרים מערים נוספות. הרשימה מפוצלת על שני החלקים.","filtered_html"
"node","book",0,2478,2478,"und",0,"מופיעה כאן רשימה ארוכה שתוקלד על ידי אורית. בסופה מציין בן-זאב במיוחד את התורני המשכיל פייסט הילדסבאך, שהתעשר ממסחר הקשור במלחמה (? - \"בהיותו מכין צידה לאנשי המערכה..., עמ' [4]), שתומך ביד נדיבה ב\"תופסי ספר\" בכלל, ובסיפרו זה של בן-זאב בפרט.","filtered_html"
"node","book",0,2487,2487,"und",0,"ראו דברי ליב מינדן באצבע \"המלצות\" כאן למעלה.","filtered_html"
