"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_full_title_value","field_full_title_format"
"node","book",0,2104,2104,"und",0,"אשכר אקריב",NULL
"node","book",0,2105,2105,"und",0,"באור מלות ההגיון",NULL
"node","book",0,2106,2106,"und",0,"בית האוסף

Beth Haossef, 
enthaltend 
verschiedene gramatikalische und philologische Untersuchungen in der hebraischen Sprache 
von Salomo Lövisohn",NULL
"node","book",0,2107,2107,"und",0,"בית הספר א",NULL
"node","book",0,2108,2108,"und",0,"בית הספר ב",NULL
"node","book",0,2109,2109,"und",0,"בית יעקב",NULL
"node","book",0,2110,2110,"und",0,"בנות השיר",NULL
"node","book",0,2111,2111,"und",0,"בער פרץ",NULL
"node","book",0,2112,2112,"und",0,"בריב שטעללר אדער פתשגן הכתב",NULL
"node","book",0,2113,2113,"und",0,"ברכת פועלים",NULL
"node","book",0,2114,2114,"und",0,"בת יפתח: מליצה נאה כולל תוכחת מוסר השכל לשיר בשירים",NULL
"node","book",0,2115,2115,"und",0,"גבולות ארץ",NULL
"node","book",0,2116,2116,"und",0,"גבעטי דער יודן אויף דאס גאנצי יאהר",NULL
"node","book",0,2117,2117,"und",0,"גילת ורנן: ביום חתונה שמחה רבה של הנאהבים והנעימים בני היחס והמעלה החתן",NULL
"node","book",0,2118,2118,"und",0,"גמול עתליה: מליצה היא כוללת דברי הימים ליואש המלך",NULL
"node","book",0,2119,2119,"und",0,"גן נעול א: לבנון שם הכולל לענינים המחוברים לברר וללבן יסודות ושרשי לשון הקדש משליו ומליצותיו",NULL
"node","book",0,2120,2120,"und",0,"גן נעול ב: לבנון שם הכולל לענינים המחוברים לברר וללבן יסודות ושרשי לשון הקדש משליו ומליצותיו",NULL
"node","book",0,2121,2121,"und",0,"דבר בעתו: דברים נאמרים לזכרון אהבה וריעות, בין ... קהלות עדת ישורון באלטונא ובהאמבורג",NULL
"node","book",0,2122,2122,"und",0,"דברי יאזעף השני האחרונים",NULL
"node","book",0,2123,2123,"und",0,"דברי ריבות א",NULL
"node","book",0,2124,2124,"und",0,"דברי ריבות ב",NULL
"node","book",0,2125,2125,"und",0,"דברי שלום ואמת א",NULL
"node","book",0,2126,2126,"und",0,"דברי שלום ואמת ב",NULL
"node","book",0,2127,2127,"und",0,"דברי שלום ואמת ג",NULL
"node","book",0,2128,2128,"und",0,"דברי שלום ואמת ד",NULL
"node","book",0,2129,2129,"und",0,"דרוש על השלום

Friedenspredigt: gehalten in der Synagoge zu Berlin am Sabbath den 27ten Adar 523 (den 12ten März 1763)",NULL
"node","book",0,2130,2130,"und",0,"דרך איש ישר

The Oeconomy of Human Life. Translated from an Indian Manuscript, written by an ancient Bramin. To which is prefixed an Account of the Manner in which the said Manuscript was discovered. In a Letter from an English Gentleman, now residing in China, to the Earl of xxx A new Edition. With a translation into Hebrew by Abraham Van Oven, M.D.",NULL
"node","book",0,2131,2131,"und",0,"דרך חיים: כולל שלשה ספרים",NULL
"node","book",0,2133,2133,"und",0,"דרכי נעם: עם מרפא לשון ... שני חיבורים ... להורות ... יסודי הלשון ... ודרכי שיר",NULL
"node","book",0,2134,2134,"und",0,"דרכי נעם אדער איבערזעצונג פאן ספר משלי",NULL
"node","book",0,2135,2135,"und",0,"דת ישראל oder Das Judenthum, das ist: Versuch einer Darstellung aller wesentlichen Glaubens- Sitten- und Ceremoniallehren heutiger Juden. Zum Gebrauche bei dem Elementarreligionsunterrichte ihrer Jugend. Nebst einem Anhange für Lehrer. Erstes Bändchen.",NULL
"node","book",0,2136,2136,"und",0,"דת ישראל oder Das Judenthum, das ist: Versuch einer Darstellung aller wesentlichen Glaubens- Sitten- und Ceremoniallehren heutiger Juden. Zum Gebrauche bei dem Elementarreligionsunterrichte ihrer Jugend. Nebst einem Anhange für Lehrer. Zweytes Bändchen.",NULL
"node","book",0,2137,2137,"und",0,"האמונות והדעות: שחבר הגאון רבנו סעדיה ... בלשון ערב ... והעתיקו ר' יהודה אבן תיבון ... ללשון עברי ... כולל עשרה מאמרים בעניני האמונות ... ונתוסף בו ... פירוש ... החלק האחד בשם שומר אמונה והחלק השני בשם חקר דעת",NULL
"node","book",0,2138,2138,"und",0,"האנד לעקסיקאן: אודר זאמלונג ... לאטייניעשר פ'ראנצעזישר אונ' איטאליענישר ווערטרן וועלכ'י צום גברויך דער קארעשפאנדענץ אונ' לעזונג דער ביכ'רן אונ' צייטונגן",NULL
"node","book",0,2139,2139,"und",0,"הדרכת הילד אדער ערסטער אונטערריכט פיר קינדער פאן דרייא ביס פינף יאהרען",NULL
"node","book",0,2140,2140,"und",0,"היסטאריע: אדר זעלטזאמע אונד וואונדערבאהרע בגבנהיטן עינס יונגען זעעפארערס",NULL
"node","book",0,2141,2141,"und",0,"המצאה חדשה מדבר שין",NULL
"node","book",0,2142,2142,"und",0,"הנפש",NULL
"node","book",0,2143,2143,"und",0,"העתקה",NULL
"node","book",0,2144,2144,"und",0,"הפטרה לשחרית יום הכפורים: (ישעיה ק' נ\"ז פ' י\"ד ביז ק' נ\"ט)",NULL
"node","book",0,2145,2145,"und",0,"הפטרות מכל השנה א: הפטרות מכל השנה עם תרגום אשכנזי ובאור, ערשטי אבליפרונג",NULL
"node","book",0,2146,2146,"und",0,"הפטרות מכל השנה ב: הפטרות מכל השנה עם תרגום אשכנזי ובאור, צווייטי אבליפרונג",NULL
"node","book",0,2147,2147,"und",0,"הפטרות מכל השנה ג: הפטרות מכל השנה עם תרגום אשכנזי ובאור, דריטי אבליפרונג",NULL
"node","book",0,2148,2148,"und",0,"הפטרות מכל השנה ד: הפטרות מכל השנה עם תרגום אשכנזי ובאור, פירטי אבליפרונג",NULL
"node","book",0,2149,2149,"und",0,"הפיוטים והפייטנים",NULL
"node","book",0,2150,2150,"und",0,"הקולות יחדלון או משפט שלום",NULL
"node","book",0,2151,2151,"und",0,"השלום

Hymne gesungen bei Gelegenheit der Friedensfeier von der jüdischen Gemeinde in Fürth. Den 10ten November 1809",NULL
"node","book",0,2152,2152,"und",0,"השלום

Hymne à l'occasion de la paix, par le C.en Elie Levy; Chantée en hébreu et lue en français, dans la grande Synagogue, à Paris, le 17 Brumaire an X",NULL
"node","book",0,2153,2153,"und",0,"התעוררות שמחה וששון בשבחות ורננים ליהודים ק\"ק אשכנזים ... אשר בעיר אלטונא ... בראותם את יקר תפארת גדולת אדוננו המלך הגדול היקר האדיר והחסיד קריסטיאנוס השביעי מלך דענימרק ונארוועגן ... : הופיע בחסדו הגדול ל... ולבוא בהדרת כבודו לשמוע אל הרנה ואל התפלה אשר הם מתפללים בבהכ\"נ על שלומו ועל שלום בית מלכותו שיתמיד ברב טוב ועוז לנצח נצחים אמן בחודש תמוז ובשנת מלך שופט ב'א'מ'ת' ד'ל'י'ם' כסאו לעד יכון ...

Oden und Cantate bey Gelegenheit, da Ihro Koenigl. Majestät zu Dännemark, Norwegen etc. Christian der Siebende, die unschätzbare Königl. Gnade Dero allergetreuesten Erbunterthanen, den Juden in Altona, Hochdeutscher Nation, huldreichst angedeyen ließ, mit Dero höchstem Besuch ihre Synagoge zu beehren, von dem Cantor der Gemeinde abgesungen, nachdem zuvor auch das Gebeth, welches alle Sabbath und Feyertage, wegen Sr. Königl. Majestät langen Lebens und glücklichen Regierung pflegt angestellet zu werden, war gehalten worden. Im Junius 1767",NULL
"node","book",0,2154,2154,"und",0,"זאת חנוכת הבית: בית הכנסת של עדת ישרון ... פה קהלתינו קהל קדוש עדת ישרון באמשטרדם ביום השישי עש\"ק ט\"ו סיון שנת [תקנז] ... אשר תקנם ויסדם הזמר הראשון הרב ... יצחק ... והזמר השני והתפלה ... דוד פרידריכס פעלד",NULL
"node","book",0,2155,2155,"und",0,"זה ספר בית המדות",NULL
"node","book",0,2156,2156,"und",0,"זה ספר זכר צדיק: זכר רב טוב ודברי ימי חיי ... נפתלי הירץ וויזל",NULL
"node","book",0,2157,2157,"und",0,"זה ספר טוב ויפה",NULL
"node","book",0,2158,2158,"und",0,"זה ספר פשר דבר: על מקרא איוב",NULL
"node","book",0,2159,2159,"und",0,"זכרון יוסף: ... להבין ... חכמת המדיד'",NULL
"node","book",0,2161,2161,"und",0,"זענד-שרייבן אן דיא דייטשי יודן",NULL
"node","book",0,2162,2162,"und",0,"חותם תכנית",NULL
"node","book",0,2164,2164,"und",0,"חי בן מקיץ",NULL
"node","book",0,2165,2165,"und",0,"חכמת יהושע בן סירא: נעתק ללשון עברי ואשכנזי ומתורגם ארמית עם באור הענין ... והערות מוסר",NULL
"node","book",0,2166,2166,"und",0,"חלקת מחקק",NULL
"node","book",0,2167,2167,"und",0,"חשק שלמה",NULL
"node","book",0,2168,2168,"und",0,"יום מלכים ימלוכו

Inni da cantarsi nella Scuola grande d'Orazione degli Ebrei, per l'acclamazione al Trono Imperiale Della Maesta Di Francesco II Imperatore De'romani fatto e recitato sotto la direzione degli attuali signori Capi della Nazione Ebrea Leon Vivante, Grassin qm, Caliman Levi ed Aron Curiel nel di 14 Ottobre 1804",NULL
"node","book",0,2169,2169,"und",0,"יונה: עם תרגום אשכנזי ובאור",NULL
"node","book",0,2170,2170,"und",0,"יושבי תבל: יבינו וישכילו למאוס ברע ולבחור בטוב",NULL
"node","book",0,2171,2171,"und",0,"ילדות ובחרות או נתיבות החנוך והמוסר",NULL
"node","book",0,2172,2172,"und",0,"יריעות שלמה א",NULL
"node","book",0,2173,2173,"und",0,"יריעות שלמה ג",NULL
"node","book",0,2174,2174,"und",0,"כוס ישועות, oder Kelch des Heils, gefüllt aus der Quelle der Wahrheit, und mit dem wärmsten Brudergefühle dargereicht den Kindern Israels in den k. k. österreichischen Staaten, besonders der Kolonie in Böhmen",NULL
"node","book",0,2175,2175,"und",0,"כימיאה אדער שיידיקונסט - חלק א': כימיאה אדער שיידיקונסט ווארינן דיא צוזאממנזעצונג אונד דער נאטירליכן אונד קינסטליכן קערפער געלעהרט ווירד",NULL
"node","book",0,2176,2176,"und",0,"כלילת אהבה",NULL
"node","book",0,2177,2177,"und",0,"כתר מלכות לרזב\"ד",NULL
"node","book",0,2178,2178,"und",0,"להט החרב",NULL
"node","book",0,2179,2179,"und",0,"לוח הפעלים: כולל דוגמת כל הבנינים מכל הגזרות בפעלי לשון עברי",NULL
"node","book",0,2180,2180,"und",0,"לוח עלות השחר: וצאת הכוכבים",NULL
"node","book",0,2181,2181,"und",0,"לוחות בניני הפעלים עם משקלי השמות",NULL
"node","book",0,2182,2182,"und",0,"לוחות העיבור א",NULL
"node","book",0,2183,2183,"und",0,"לוחות העיבור ב",NULL
"node","book",0,2184,2184,"und",0,"לייכטזין אונד פרעממעלייא: איין פאמיליען גמעהלדע אין דרייא אויפציגן",NULL
"node","book",0,2185,2185,"und",0,"לישרים תהלה: שיר ידידות ליום חתונת החכם והנבון כהר\"ר יעקב די-גאויש ... עם הכלה הבתולה המהוללת הצנועה מרת רחל דא-וייגא אינריקש",NULL
"node","book",0,2186,2186,"und",0,"לכבוד איש מהולל",NULL
"node","book",0,2187,2187,"und",0,"לכבוד הגביר",NULL
"node","book",0,2188,2188,"und",0,"לכבוד המושל הגדול",NULL
"node","book",0,2189,2189,"und",0,"לעבענס בשרייבונג יאזעפס II.",NULL
"node","book",0,2190,2190,"und",0,"לשון הזהב",NULL
"node","book",0,2191,2191,"und",0,"מאמר אמרה צרופה",NULL
"node","book",0,2192,2192,"und",0,"מאמר התורה והחכמה:  חלק ראשון",NULL
"node","book",0,2193,2193,"und",0,"מאמר חקור דין",NULL
"node","book",0,2194,2194,"und",0,"מאמר מגיד חדשות",NULL
"node","book",0,2195,2195,"und",0,"מאמר צדק ועוני או עוז הצדק",NULL
"node","book",0,2196,2196,"und",0,"מבוא אל מקראי קדש: להיות במקום הקדמה ומבוא אל כל ספר מספרי הנביאים והכתובים",NULL
"node","book",0,2198,2198,"und",0,"מבוא הלשון: לפתוח שערי הלשון לדופקי שעריה",NULL
"node","book",0,2199,2199,"und",0,"מבחר הפנינים: במליצת החכמים הקדמונים ומשלי פילוסופים הראשונים ומוסרם ... בכל ענין שאדם צריך אליו בחכמה ביראה ובמוסר ובדרך ארץ מסודר לשערים עם פירוש מספיק",NULL
"node","book",0,2200,2200,"und",0,"מגילת אסתר: עם תרגום אשכנזי ובאור",NULL
"node","book",0,2201,2201,"und",0,"מגלת איכה: עם תרגום אשכנזי ובאור",NULL
"node","book",0,2202,2202,"und",0,"מגלת חסידים: חלק ראשון מספר מגלת חסידים מדובר בו נכבדות, ביושר אנשי המדות",NULL
"node","book",0,2203,2203,"und",0,"מגלת קהלת: מתורגמת אשכנזית",NULL
"node","book",0,2204,2204,"und",0,"מגלת רות: עם תרגום אשכנזי ובאור",NULL
"node","book",0,2205,2205,"und",0,"מגלת שיר השירים: מתורגמת אשכנזית",NULL
"node","book",0,2206,2206,"und",0,"מדבר סין",NULL
"node","book",0,2207,2207,"und",0,"מדרש מלים לשונות עברית ואשכנזית: ... אדער פאללשטענדיגעס לשון הקדש אונד דייטשעס ווערטער בוך",NULL
"node","book",0,2208,2208,"und",0,"מה נכבד היום הזה

Gebete und Glückwünsche auf dem Wahltage unsers geliebtesten Fürsten und Herrn, Herrn Philipp Franz Wilderich Grafen von Walderdorf, Bischof zu Speier, Probst der gefürsteten Probstei Weissenburg, des H. R. R. Fürst u. In der hiesigen Synagoge unter feierlicher Festbegehung und Allmosenaustheilung, nebst den Psalmen: 21, 23, 61, 72 und 101. abgesungen worden. Verfaßt von dem hiesigen Oberlandrabiner Pelte Moses Epstein. Aus dem Hebräischen gleichlautend übersetzt.",NULL
"node","book",0,2209,2209,"und",0,"מודע לבני בינה oder Kinderfreund und Lehrer: ein Lehr- und Lesebuch für die Jugend jüdischer Nation und für jeden Liebhaber der hebräischen Sprache. Von Moses Philippssohn, Lehrer an der jüdischen Haupt- und Freischule zu Dessau. Erster Theil",NULL
"node","book",0,2210,2210,"und",0,"מודע לבני בינה oder Kinderfreund und Lehrer: ein Lehr- und Lesebuch für die Jugend jüdischer Nation und für jeden Liebhaber der hebräischen Sprache 2",NULL
"node","book",0,2211,2211,"und",0,"מודע לילדי בני ישראל",NULL
"node","book",0,2212,2212,"und",0,"מודעה",NULL
"node","book",0,2213,2213,"und",0,"מורה נבוכים - חלק א': ספר מורה נבוכים להרב הגדול החוקר האלהי החכם הכולל רבנו משה בן מימון זצ\"ל עם שני פירושים נכבדות מדובהמקובר בם המה פירוש הרב החוקר ל החכם הפילוסוף משה נרבוני ופירוש גבעת המורה",NULL
"node","book",0,2214,2214,"und",0,"מורה נבוכים ב",NULL
"node","book",0,2215,2215,"und",0,"מורה נבוכים ג",NULL
"node","book",0,2216,2216,"und",0,"מזמור לתודה לאלהינו: על יום הצלת המלך אדנינו

Ein hebräisches Gedicht mit deutscher Übersetzung. Am Danksagungs-Fest für die Rettung Sr. Majestät unsers allergnädigsten Königes und Landesherrn Georg des III. von der Judenschaft zu Göttingen",NULL
"node","book",0,2217,2217,"und",0,"מזמור שיר",NULL
"node","book",0,2218,2218,"und",0,"מזמור שיר לבאנאפארט

Ode an den Helden Bonaparte, erster Consul der Franken-Republik in hebräisch. latein. franz. und deutscher Sprache

Ode à Bonaparte, premier consul, conservé pour la troisième fois à la France, composée en latin et traduite en français et en allemand par Geoffroy-Jacques Schaller, Strasbourg, an IX (1800). Nouvelle édition, enrichie d'une traduction en hébreu par Lipmann Moyse",NULL
"node","book",0,2219,2219,"und",0,"מחברות עמנואל: מליץ וסופר, הנותן אמרי שפר",NULL
"node","book",0,2220,2220,"und",0,"מחברת חיי הנפש ונצחיותה: אשר אך לנשמת אדם ברית כרותה",NULL
"node","book",0,2221,2221,"und",0,"מחזה שדי

Illusione Felice ossia Visione Sentimentale di Samuel Romanelli. Traduzione dall' originale ebraico dello stesso autore",NULL
"node","book",0,2222,2222,"und",0,"מחזור לחג השבועות: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2223,2223,"und",0,"מחזור מנהג פולין ליום כפור: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2224,2224,"und",0,"מחזור מנהג פולין ליום ראשון ושני של פסח: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2225,2225,"und",0,"מחזור מנהג פולין ליום ראשון של ראש השנה: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2226,2226,"und",0,"מחזור מנהג פולין ליום שביעי ושמיני של פסח: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2227,2227,"und",0,"מחזור מנהג פולין ליום שני של ראש השנה: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2228,2228,"und",0,"מחזור מנהג פולין לערבית ליום כפור: עם שיר היחוד גם כתר מלכות לר\"ש בן גבירול מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2229,2229,"und",0,"מחזור מנהג פולין לשמיני עצרת ולשמחת תורה: מדויק היטיב ומבואר יפה ומתורגם אשכנזית",NULL
"node","book",0,2230,2230,"und",0,"מטעי קדם על אדמת צפון: הם שירים חדשים, המחוברים בלשון עברית ומתורגמים אשכנזי

Morgenländische Pflanzen auf nördlichem Boden. Eine Sammlung neuer Hebräischer Poesien nebst deutscher Uebersetzung von Salomon Jacob Cohen, Lehrer der Moral und Hebräischen Sprache bei jud. Freischule in Berlin",NULL
"node","book",0,2231,2231,"und",0,"מכתב: האדון ... מרדכי רופא קהל דעת ישראל בברלין המכונה",NULL
"node","book",0,2232,2232,"und",0,"מכתב מרפא לנפש",NULL
"node","book",0,2233,2233,"und",0,"מכתבי הרבנים

Getreue Uebersetzung der in Livorno in Hebräischer Sprache gedruckten und hier abgedruckten Briefe, der Herren Ober-Rabbinen und Aeltesten der Juden-Gemeinden in Italien; zur Widerlegung eines wider sie verbreiteten äusserst verläumderischen Gerüchts. (M.s. den Altonaischen Merkurius und den Hamburgischen unpartheyischen Correspondenten vom Freytage den 8ten April 1797, Nr. 57, Art. Florenz den 20sten März.)",NULL
"node","book",0,2234,2234,"und",0,"מלוכת שאול: המלך הראשון על ישורן משש מערכות",NULL
"node","book",0,2235,2235,"und",0,"מליצה לפורים: ע\"ד מליצת הפיוט להרבות בה שמחת פורים ומשתה השכורים",NULL
"node","book",0,2236,2236,"und",0,"מנחת אהבים",NULL
"node","book",0,2237,2237,"und",0,"מנחת בקורים: לכפר פני המבקר אשר בקורה אוותה נפשו להציב לו יד בספר אסף",NULL
"node","book",0,2238,2238,"und",0,"מנחת נדבה",NULL
"node","book",0,2239,2239,"und",0,"מסכת אבות: עם פירוש יין לבנון ... סובב והולך על הוראת השרשים והבדליהן וכונות המליצות והמשלים שהשתמשו בהם הנביאים ע\"ה על דרך שהחלונו לברר וללבן בספרנו גן נעול",NULL
"node","book",0,2240,2240,"und",0,"מערכי לב",NULL
"node","book",0,2241,2241,"und",0,"מציאת הארץ החדשה א: כולל כל הגבורות והמעשים אשר נעשו לעת מצוא הארץ הזאת, ... נאסף ונעתק ונכלל מספרי העמים ללשון עברי",NULL
"node","book",0,2242,2242,"und",0,"משא בערב:  הוא ספר הקורות",NULL
"node","book",0,2243,2243,"und",0,"משלי אגור - חלק א': ספר משלי אגור חלק ראשון אדער מאראלישעס פאבעל=בוך מדובר בו נכבדות, לדעת מוסר השכל ...",NULL
"node","book",0,2245,2245,"und",0,"משלי אסף א'",NULL
"node","book",0,2246,2246,"und",0,"משלי אסף ב",NULL
"node","book",0,2247,2247,"und",0,"משלי אסף ג",NULL
"node","book",0,2248,2248,"und",0,"נבואת הילד: אשר חזה נחמן קטופא דמן כפר ברעם על הגאולה ועל התמורה אשר יקרה ליהודה ולעמים באחרית הימים",NULL
"node","book",0,2249,2249,"und",0,"נתיב לשון עברית",NULL
"node","book",0,2250,2250,"und",0,"סדר הגדה על פסח עם תרגום אשכנזי מדוייקת ... על ידי ... יצחק לבית לוי מסטנאב ... אדר פ'ארטראג אויף דיא ביידן ערשטן אבנדע פסח אויפס נייע אינס דייטשע איברזעצט אונד מיט אנמערקונגן פרזעהן פאן יואל ברי\"ל",NULL
"node","book",0,2251,2251,"und",0,"סדר לוח הבנינים ולוח משקלי השמות",NULL
"node","book",0,2252,2252,"und",0,"סדר סליחה: לימים נוראים ולשוב\"בים ת\"ת כמנהג פולין פיהם מעהרין ואוסטרייך ... הכינה גם חקר ביאורה ... יצחק לבין לוי איש סטנאב",NULL
"node","book",0,2253,2253,"und",0,"סדר קינות לתשעה באב: עם תפלת ערבית ושחרית וקרובץ וכל הדינים השייכים לתשעה באב מתורגם אשכנזית ומבואר מאת דוד אטטענזאסער",NULL
"node","book",0,2254,2254,"und",0,"סייג לתורה: ולעבודת הקודש לה' במקרא ובמסורת",NULL
"node","book",0,2255,2255,"und",0,"סלת מנחה בלולה: על התורה ועל הנביאים ועל התלמוד",NULL
"node","book",0,2256,2256,"und",0,"ספר אגרת המליצה ומשפט לשה\"ק",NULL
"node","book",0,2258,2258,"und",0,"ספר אגרת הקדש",NULL
"node","book",0,2259,2259,"und",0,"ספר אור לעת בקר: אשר בו המחבר חוקר ... כל טענה ומענה בפי אויביו לבטל ולמחוק ... על העתקת אור לעת ערב",NULL
"node","book",0,2260,2260,"und",0,"ספר אור עולם: ... על חכמת הטבע",NULL
"node","book",0,2261,2261,"und",0,"ספר אור עולם קטן: חלק ראשון ... כולל מהות ואיכות עולם השפל עם ארבע יסודותיו אש רוח מים ועפר ... ומהות האדם",NULL
"node","book",0,2262,2262,"und",0,"ספר איוב: מתורגם אשכנזית",NULL
"node","book",0,2263,2263,"und",0,"ספר אמרי בינה: להבין משל ומליצה דברי חכמים וחידות נצורות

Metaphisica cabbalistica, sive Philosophia orientalis antiqua, ad notiones nostri aevi accommodata",NULL
"node","book",0,2264,2264,"und",0,"ספר בחינות עולם",NULL
"node","book",0,2265,2265,"und",0,"ספר בית נאמן",NULL
"node","book",0,2266,2266,"und",0,"ספר ברכת יוסף",NULL
"node","book",0,2267,2267,"und",0,"ספר דבר טוב",NULL
"node","book",0,2268,2268,"und",0,"ספר דברי יושר א: ספר דברי יושר חלק ראשון הלא הם כתובים על ספרי ישרים",NULL
"node","book",0,2269,2269,"und",0,"ספר דברי יושר ב: ספר מליץ יושר חלק שני",NULL
"node","book",0,2270,2270,"und",0,"ספר דברי נגידים: ... תוכן ענינו ראשון פתיחת המעתיק ... שנית קיצור זכרון דברי הימים לחרות יהודים ברעפובליק באטאווע שלישית העתקת דברי נגידי העם באטאווע ... על דבר חרות יהודים בדת תושבים רביעית העתקת דתי האומה באטאווע המתוקנים כעת לרצון העם חמישית לוח בסדר אלפא ביתא פירוש המלות זרות מלשון הקודש ... הובא אל הדפוס ע\"י המעתיק צבי הירש ב\"ה מרדכי ... מאילפעלד",NULL
"node","book",0,2271,2271,"und",0,"ספר דניאל: מתורגם בלשון אשכנזי",NULL
"node","book",0,2272,2272,"und",0,"ספר דקדוק אליהו הלוי האשכנזי: אשר שמו ספר בחור",NULL
"node","book",0,2273,2273,"und",0,"ספר דרך ההשגחה",NULL
"node","book",0,2274,2274,"und",0,"ספר דרך ישרה: ... כדי לשמור הבריאות על נכון ובו יתבאר סיבות החולאים ושמותם בלשון הקודש ובלשון לטיין",NULL
"node","book",0,2275,2275,"und",0,"ספר האורב: ... כולל שתי אגרות על דברי ריבות ... אגרת ראשונה ... פלוגתא דשמואל ואגרת השני ... תיובתא דשמואל ואנכי ... פנחס חנניהו ארגוזי די סילוא ס\"ט אספתים ... עם ההגהות ... עט מהיר עוד הוספתי על המכתבים",NULL
"node","book",0,2276,2276,"und",0,"ספר הברית  א",NULL
"node","book",0,2277,2277,"und",0,"ספר הגדרים: לעקסיקאן פאן וויסנשאפטן",NULL
"node","book",0,2278,2278,"und",0,"ספר הגלוי והחתום: להיות גלוי לכל ... אשר ... לבו להשיג איזה חיבור האלה החיבורי' הנוקבי' באגרת הזאת",NULL
"node","book",0,2279,2279,"und",0,"ספר הולך תמים: ללמד לאדם מהות דעת השלימות וההצלחה האמיתית מה היא",NULL
"node","book",0,2280,2280,"und",0,"ספר החזיון א: חלק ראשון מספר החזיון",NULL
"node","book",0,2281,2281,"und",0,"ספר היכל עונג: המיוסד בהבנ\"י התענוג על ה' להתענג",NULL
"node","book",0,2282,2282,"und",0,"ספר הכוזרי: הכולל ספור הוויכוח שהיה בין המלך של עם מדינת כוזרי ובין החבר ... העתיקו החכם ר' יהודה בר' שאול הלוי ... מלשון ערב",NULL
"node","book",0,2283,2283,"und",0,"ספר הכוזרי: יסדו החכם החבר רבי יצחק סנגרי",NULL
"node","book",0,2284,2284,"und",0,"ספר הלכה למעשה",NULL
"node","book",0,2285,2285,"und",0,"ספר המדות: מדובר בו נכבדות",NULL
"node","book",0,2286,2286,"und",0,"ספר המדות - חלק א': ספר המדות חלק ראשון מן ספר המדות לאריסטוטליס",NULL
"node","book",0,2287,2287,"und",0,"ספר המדות: והוא ספר מוסר השכל כרך ראשון",NULL
"node","book",0,2288,2288,"und",0,"ספר המדות - חלק ב': ספר המדות חלק שני מן ספר המדות לאריסטוטליס",NULL
"node","book",0,2289,2289,"und",0,"ספר העקרים",NULL
"node","book",0,2290,2290,"und",0,"ספר השרשים - חלק א': ספר השרשים חלק ראשון מספר השרשים המכונה שפת אמת ... Hebräisch-deutsches Lexikon zum Gebrauch der jüdischen Schulen. Erster Thiel, worin die Derivationes und Compositiones aller Wurzelwörter, auf eine leichte Art zu finden, herausgegeben von R . Isaac Moses 
Zweite verbesserte Auflage",NULL
"node","book",0,2291,2291,"und",0,"ספר השרשים - חלק ב': ספר השרשים חלק שני מספר השרשים המכונה דברים אחדים ... Hebräisch-deutsches Lexikon zum Gebrauch der jüdischen Schulen. Zweite Thiel, worin die gleichbedeutenden Wörter, sowohl unter den Nominibus als den Verbis der hebräischen Sprache, auf eine leichte Art zu finden, herausgegeben von R . Isaac Moses 
Zweite Auflage",NULL
"node","book",0,2292,2292,"und",0,"ספר ויעתר יצחק: פסקי ההגהות על סדר התפלה וסדר הגדה וברכות הנהנין",NULL
"node","book",0,2293,2293,"und",0,"ספר זבד המליצה",NULL
"node","book",0,2294,2294,"und",0,"ספר זכר רב: יזכור ימי עולם ושרש דבר נמצא בלשונינו הקדושה",NULL
"node","book",0,2295,2295,"und",0,"ספר זמירות ישראל א: ספר זמירות ישראל כולל ספר תהלים עם תרגום אשכנזי ובאור ונלוה אליו פירוש ... עובדיה ספורנו ...  - חלק ראשון",NULL
"node","book",0,2296,2296,"und",0,"ספר זמירות ישראל ב: ספר זמירות ישראל כולל ספר תהלים עם תרגום אשכנזי ובאור ונלוה אליו פירוש ... עבדיה ספורנו ... - חלק שני",NULL
"node","book",0,2297,2297,"und",0,"ספר זמירות ישראל ג: ספר זמירות ישראל כולל ספר תהלים עם תרגום אשכנזי ובאור ונלוה אליו פירוש ... עבדיה ספורנו ... - חלק שלישי",NULL
"node","book",0,2298,2298,"und",0,"ספר זמירות ישראל ד: ספר זמירות ישראל כולל ספר תהלים עם תרגום אשכנזי ובאור ונלוה אליו פירוש ... עבדיה ספורנו ... - חלק רביעי",NULL
"node","book",0,2299,2299,"und",0,"ספר זמירות ישראל",NULL
"node","book",0,2300,2300,"und",0,"ספר זרע קודש",NULL
"node","book",0,2301,2301,"und",0,"ספר חכמת השרשים",NULL
"node","book",0,2302,2302,"und",0,"ספר חכמת שלמה",NULL
"node","book",0,2303,2303,"und",0,"ספר חק לישראל: הוא תרי\"ג מצות

613 Israelitische Gebote aus der heil Schrift mit thalmudistischen Erklärungen von dem berühmten Rabbi Moises Barmagmon u Rabbi Moises Barnachman u Rabbi Aaron Halevi übersetzt in deutscher Sprache nach judischer Mundart von I.E.L.",NULL
