tid,vid,"name","description","format",weight
587,14,"J.F. Edlen v. Schönfeld",NULL,NULL,0
588,14,"Carl Wilhelm Hahn",NULL,NULL,0
589,14,"Mathias Andreas Schmidt",NULL,NULL,0
590,17,"boys",NULL,NULL,0
591,8,"modern and non-modern",NULL,NULL,0
592,11,"Yiddish",NULL,NULL,0
593,14,"Anton Schmid - אנטאן שמיד",NULL,NULL,0
594,18,"Astronomy",NULL,NULL,0
595,18,"Geometry",NULL,NULL,0
596,14,"Elsenwanger - אלזינוואנגר",NULL,NULL,0
597,18,"Messianism",NULL,NULL,0
598,11,"Aramaic",NULL,NULL,0
599,14,"אברהם פרופס ובנו",NULL,NULL,0
600,18,"Zion/Eretz Israel",NULL,NULL,0
601,16,"אוצר השרשים",NULL,NULL,0
602,18,"Acculturation",NULL,NULL,0
603,2,"multilingual",NULL,NULL,0
604,17,"girls",NULL,NULL,0
605,14,"אברהם יצחק קאשטילו ואליעזר סעדון",NULL,NULL,0
606,11,"Dutch",NULL,NULL,0
607,14,"Joseph",NULL,NULL,0
608,14,"Jacob & Abraham Salomons Proops - יוסף",NULL,NULL,0
609,14,"יעקב ואברהם בני שלמה פרופס",NULL,NULL,0
610,14,"G. Richardson & S. Clark",NULL,NULL,0
611,14,"גירארד יוהאן יאנסון בבית הבחור ישראל מונדווי",NULL,NULL,0
612,14,"Georg Hraschanzky - געארג הראשאנצקיא",NULL,NULL,0
613,17,"women",NULL,NULL,0
614,14,"Delius - דליוס",NULL,NULL,0
615,14,"Grilo - גרילא",NULL,NULL,0
616,14,"F. Sommer - פ. זומר",NULL,NULL,0
617,16,"בית הספר",NULL,NULL,0
618,14,"Joseph Hraschanzky - יאזעף הראשאנצקיא",NULL,NULL,0
619,18,"Anatomy",NULL,NULL,0
620,18,"General knowledge",NULL,NULL,0
621,14,"Schlomo Jarisch Rapaport - שלמה יארש רפאפורט",NULL,NULL,0
622,18,"Image of childhood",NULL,NULL,0
623,18,"Animals",NULL,NULL,0
624,18,"Discovery of the \"New World\"",NULL,NULL,0
625,14,"יעקב פרופס כ\"ץ",NULL,NULL,0
626,16,"גן נעול",NULL,NULL,0
627,18,"Politics",NULL,NULL,0
628,16,"דברי ריבות",NULL,NULL,0
629,18,"Immortality of the soul",NULL,NULL,0
630,16,"דברי שלום ואמת",NULL,NULL,0
631,18,"Apologetics",NULL,NULL,0
632,14,"אלכסנדר בר יהודה ליב",NULL,NULL,0
633,14,"Heidenheim & Baschwitz - וואלף היידנהיים וברוך בשוויץ",NULL,NULL,0
634,18,"Expansion of Hebrew literature",NULL,NULL,0
635,18,"Literary criticism",NULL,NULL,0
636,18,"Sephardic poetry",NULL,NULL,0
637,14,"היינריך הייברוך האכפירסטל האפ אונד העזירונגס?=בוכדרוקער",NULL,NULL,0
638,16,"דת ישראל oder Das Judenthum",NULL,NULL,0
639,18,"Use of various languages",NULL,NULL,0
640,19,"top/bottom",NULL,NULL,0
641,14,"Eva Diesbach - חוה דיעסבאק",NULL,NULL,0
642,18,"Mishna",NULL,NULL,0
643,18,"Holidays",NULL,NULL,0
644,16,"הפטרות מכל השנה",NULL,NULL,0
645,14,"Wolf Heidenheim",NULL,NULL,0
646,14,"Imprimerie de la République",NULL,NULL,0
647,14,"Jochanan Levi Rofe & Sohn Benjamin - יוחנן לוי רופא ובנו בנימן",NULL,NULL,0
648,18,"Humanism",NULL,NULL,0
649,18,"Universalism",NULL,NULL,0
650,14,"Salomo ben Abraham Proops - שלמה בן אברהם פרופס",NULL,NULL,0
651,18,"Mathematics",NULL,NULL,0
652,14,"צבי הירש בן אריה ליב ושמואל בן ישכר בער סג\"ל",NULL,NULL,0
653,14,"Graß - גרוס",NULL,NULL,0
654,14,"Grasses Erben und Barth - יורשי גראס ובארטה",NULL,NULL,0
655,11,"Arabic",NULL,NULL,0
656,14,"Z. H. Spitz - צבי הירש שפיץ",NULL,NULL,0
657,16,"יריעות שלמה",NULL,NULL,0
658,14,"Jechiel Michael May - יחיאל מיכל מייא",NULL,NULL,0
659,14,"יוסף מאי",NULL,NULL,0
660,18,"Burial",NULL,NULL,0
661,18,"Friendship",NULL,NULL,0
662,18,"Love",NULL,NULL,0
663,18,"Astrology",NULL,NULL,0
664,18,"Secularization",NULL,NULL,0
665,16,"לוחות העיבור",NULL,NULL,0
666,14,"ליסאק",NULL,NULL,0
667,18,"Calculations of the calendar",NULL,NULL,0
668,14,"שליטר",NULL,NULL,0
669,14,"Joseph Rossmann - יוזף ראסמאן",NULL,NULL,0
670,14,"משה שי'",NULL,NULL,0
671,14,"איצק ויעקב",NULL,NULL,0
672,18,"Wanderings",NULL,NULL,0
673,14,"Itzig Speier - איצק שפייאר",NULL,NULL,0
674,14,"Orientalische Buchdruckerei - חברת חנוך נעריםv",NULL,NULL,0
675,18,"Health",NULL,NULL,0
676,18,"Optics",NULL,NULL,0
677,14,"Grilo’s Witwe - אלמנת גרילא",NULL,NULL,0
678,16,"מודע לבני בינה oder Kinderfreund und Lehrer",NULL,NULL,0
679,16,"מורה נבוכים",NULL,NULL,0
680,18,"Revelation",NULL,NULL,0
681,14,"J. Ch. Dieterich",NULL,NULL,0
682,14,"Proops - פרופס",NULL,NULL,0
683,18,"Marriage",NULL,NULL,0
684,14,"שלמה אלימלך ואברהם",NULL,NULL,0
685,14,"Stamperia della Corte d'Apello",NULL,NULL,0
686,16,"מחזור (בלאומית רשומים 8 כרכים)",NULL,NULL,0
687,16,"מחזור (בלאומית ישנם 8 כרכים)",NULL,NULL,0
688,16,"מחזור (בספריה הלאומית ישנם 8 כרכים)",NULL,NULL,0
689,16,"מחזור (כולל 8 ספרים לפי מה שיש בספריה הלאומית)",NULL,NULL,0
690,14,"Varrentrapp und Wenner - וורנטרפ וונר",NULL,NULL,0
691,18,"Customs",NULL,NULL,0
692,18,"Liberalism",NULL,NULL,0
693,16,"מציאת הארץ החדשה",NULL,NULL,0
694,14,"Schramm u. Frank",NULL,NULL,0
695,18,"Oriental Jews",NULL,NULL,0
696,18,"Sephardic Jews",NULL,NULL,0
697,16,"ספר משלי אגור",NULL,NULL,0
698,16,"משלי אסף",NULL,NULL,0
699,18,"Mysticism",NULL,NULL,0
700,14,"Zirndorf - צירנדארף",NULL,NULL,0
701,14,"Bayrhofer - בייארהאפיר",NULL,NULL,0
702,14,"Johann Anton Krüger - יוהאן אנטאן קריגר",NULL,NULL,0
703,14,"E. E. Eckstorff",NULL,NULL,0
704,18,"Sexual intercourse",NULL,NULL,0
705,14,"ליב זוסמנש",NULL,NULL,0
706,18,"Medieval commentary",NULL,NULL,0
707,18,"Chemistry",NULL,NULL,0
708,18,"Expulsion of Jews",NULL,NULL,0
709,14,"משה בון",NULL,NULL,0
710,14,"שמואל פלקלש - בן ליזר",NULL,NULL,0
711,16,"ספר דברי יושר",NULL,NULL,0
712,14,"J. H. Munnikhuizen - ליב זוסמנש ומשותפו",NULL,NULL,0
713,16,"ספר הברית",NULL,NULL,0
714,14,"Joseph Karl Neumann - יוזעף קארל ניימאן",NULL,NULL,0
715,18,"Psychology",NULL,NULL,0
716,18,"Extraterrestrial life",NULL,NULL,0
717,16,"ספר המדות",NULL,NULL,0
718,14,"David ben Menachem Man",NULL,NULL,0
719,14,"Chaim David ben Aaron Halevi",NULL,NULL,0
720,14,"Seev Wolf ben Gerson Halevi - דוד בן מנחם מן",NULL,NULL,0
721,14,"חיים דוד בן אהרן הלוי",NULL,NULL,0
722,14,"זאב וואלף בן גרשון הלוי",NULL,NULL,0
723,16,"ספר השרשים",NULL,NULL,0
724,16,"ספר זמירות ישראל",NULL,NULL,0
725,18,"Music",NULL,NULL,0
726,18,"Openness to non-Jews",NULL,NULL,0
727,18,"Yiddish",NULL,NULL,0
728,14,"המחוקקים יודא ואחיו כ' ליפמן בני משה כ\"ק",NULL,NULL,0
729,14,"Breitkopf & Härtel - ברייטקאפף אונד הערטעל",NULL,NULL,0
730,14,"Uri Zebi Rubinstein - אורי צבי רובינשטיין",NULL,NULL,0
731,16,"מאיר נתיב הלשון",NULL,NULL,0
732,14,"דוד בן יקעב פרופס כ\"ץ",NULL,NULL,0
733,14,"Spiering - ק.י. שפירינג",NULL,NULL,0
734,18,"History of science",NULL,NULL,0
735,14,"קארל יאקוולאויטש",NULL,NULL,0
736,16,"ספר מלכים",NULL,NULL,0
737,18,"Jewish history",NULL,NULL,0
738,16,"ספר מנחה חדשה",NULL,NULL,0
739,14,"פון קורצברג",NULL,NULL,0
740,14,"Heinrich Heybruch",NULL,NULL,0
741,14,"Eliezer Leser & Nathan Mai - אליעזר ליזר שמש - נתן בר\"מ מאיי",NULL,NULL,0
742,18,"Games",NULL,NULL,0
743,14,"חיים בן הירש",NULL,NULL,0
744,16,"ספר מעשי יהוה",NULL,NULL,0
745,14,"Georg Heinrich Mahnke - געארג היינריך מאהנקע",NULL,NULL,0
746,14,"זלמן ק\"ב מברעסלוא",NULL,NULL,0
747,16,"ספר נתיבות השלום",NULL,NULL,0
748,14,"G. F. Starcke",NULL,NULL,0
749,14,"A. Hladky",NULL,NULL,0
750,18,"Sabbatianism",NULL,NULL,0
751,14,"Prof. Elsner - פרופ' אלסנר",NULL,NULL,0
752,14,"מנחם מן",NULL,NULL,0
753,14,"גרשון",NULL,NULL,0
754,14,"דוד וחיים דוד",NULL,NULL,0
755,14,"ששה המשותפים",NULL,NULL,0
756,14,"מרדכי רבין שטיין",NULL,NULL,0
757,18,"Ban",NULL,NULL,0
758,14,"Josephi Emmanuelis Diesbach - יאזעף עמאנועל דיסבאך",NULL,NULL,0
759,14,"J.R. Thieles",NULL,NULL,0
760,14,"יוסף פעטשויא ובנו מענדל בער",NULL,NULL,0
761,14,"David Christoph Eckermann - דוד כריסטוף עקרמן",NULL,NULL,0
762,14,"יאן יאנסון",NULL,NULL,0
763,14,"אלכסנדר בן יהודה ובנו יהודה",NULL,NULL,0
764,14,"Abraham ben Salomo Proops - אברהם בן שלמה פרופס",NULL,NULL,0
765,16,"עשרה מאמרות",NULL,NULL,0
766,14,"דוד בר מרדכי הלוי",NULL,NULL,0
767,14,"י'  קעלנר",NULL,NULL,0
768,14,"(Christoph) Schlieder - כ. (כריסטוף) שלידר",NULL,NULL,0
769,11,"Danish",NULL,NULL,0
770,14,"N. Moeller og Soen - נ' מאללער",NULL,NULL,0
771,18,"Family",NULL,NULL,0
772,16,"קורות שנות קדם",NULL,NULL,0
773,14,"Anton Straschiripka - אנטאן שטראשיריפקא",NULL,NULL,0
774,16,"ראשית למודים",NULL,NULL,0
775,14,"Joh. Friedr. Valz",NULL,NULL,0
776,14,"C. (Christoph) Schlieder - כ. (כריסטוף) שלידר",NULL,NULL,0
777,14,"Nella Tipografia Davolio - דווליא",NULL,NULL,0
778,18,"Ashkenazi Jews",NULL,NULL,0
779,14,"Hrabische Erben - יורשי הראב",NULL,NULL,0
780,14,"J. H. Koffmann",NULL,NULL,0
781,18,"Philanthropism",NULL,NULL,0
782,14,"י' פרופס",NULL,NULL,0
783,14,"C. F. Rellstab",NULL,NULL,0
784,14,"George Jacob Decker",NULL,NULL,0
785,14,"H. W. Harpetern",NULL,NULL,0
786,16,"שירי תפארת",NULL,NULL,0
787,14,"אלמנת י פרופס",NULL,NULL,0
788,11,"Polish",NULL,NULL,0
789,16,"תורת לשון עברית",NULL,NULL,0
790,14,"מינהולד",NULL,NULL,0
791,11,"גרמנית",NULL,NULL,0
792,11,"איטלקית",NULL,NULL,0
793,11,"רוסית",NULL,NULL,0
794,11,"הולנדית",NULL,NULL,0
795,11,"צרפתית",NULL,NULL,0
796,11,"יידיש",NULL,NULL,0
797,11,"אנגלית",NULL,NULL,0
798,4,"Book's seller",NULL,NULL,0
799,4,"Dedication",NULL,NULL,0
800,4,"Personal Address",NULL,NULL,0
801,4,"Approbation",NULL,NULL,0
802,4,"Thanks",NULL,NULL,0
803,4,"Subscriber",NULL,NULL,0
804,4,"Printer",NULL,NULL,0
805,4,"Recommendation",NULL,NULL,0
806,4,"Proofreader",NULL,NULL,0
807,4,"Book's funder",NULL,NULL,0
808,4,"Seller",NULL,NULL,0
809,6,"Don't know",NULL,NULL,0
