"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_title_in_latin_characters_value","field_title_in_latin_characters_format"
"node","book",0,2233,2233,"und",0,"Mikhteve ha-rabanim

Getreue Uebersetzung der in Livorno in Hebräischer Sprache gedruckten und hier abgedruckten Briefe, der Herren Ober-Rabbinen und Aeltesten der Juden-Gemeinden in Italien; zur Widerlegung eines wider sie verbreiteten äusserst verläumderischen Gerüchts. (M.s. den Altonaischen Merkurius und den Hamburgischen unpartheyischen Correspondenten vom Freytage den 8ten April 1797, Nr. 57, Art. Florenz den 20sten März.)",NULL
"node","book",0,2234,2234,"und",0,"Melukhat Shaʼul: ha-melekh ha-rishon ʻal Yeshurun mi-shesh maʻarakhot",NULL
"node","book",0,2235,2235,"und",0,"Melitsah le-Furim: ʻa. d. melitsat ha-piyuṭ le-harbot bah simḥat Purim u-mishteh ha-shikorim",NULL
"node","book",0,2236,2236,"und",0,"Minḥat ahavim",NULL
"node","book",0,2237,2237,"und",0,"Minḥat biḳurim: le-khaper pene ha-mevaḳer asher be-ḳoreh aṿetah nafsho le-hatsiv lo yad be-Sefer Asaf",NULL
"node","book",0,2238,2238,"und",0,"Minḥat nedavah",NULL
"node","book",0,2239,2239,"und",0,"Masekhet Avot: ʻim perush Yen Levanon ... sovev ṿe-holekh ʻal horaʼat ha-shorashim ṿe-hevdelehen ṿe-khaṿanot ha-melitsot ṿeha-meshalim she-hishtamshu ba-hem ha-neviʼim ʻa.h. ʻal derekh she-heḥelunu le-varer ule-laven bi-sefarenu Gan naʻul",NULL
"node","book",0,2240,2240,"und",0,"Maʻarkhe lev",NULL
"node","book",0,2241,2241,"und",0,"Metsiʼat ha-arets he-ḥadashah 1: kolel kol ha-gevurot ṿeha-maʻasim asher neʻasu le-ʻet metso ha-arets ha-zot, ...  neʻasaf ṿe-neʻetaḳ ṿe-nikhlal mi-sifre ha-ʻamim le-leshon ʻIvri",NULL
"node","book",0,2242,2242,"und",0,"Masa be-ʻArav: hu sefer ha-ḳorot",NULL
"node","book",0,2243,2243,"und",0,"Mishle Agur 1: Sefer Mishle Agur ḥeleḳ rishon oder Moralishes fabel-bukh medubar bo nikhbadot, le-daʻat musar haśkel ...",NULL
"node","book",0,2245,2245,"und",0,"Mishle Asaf 1",NULL
"node","book",0,2246,2246,"und",0,"Mishle Asaf 2",NULL
"node","book",0,2247,2247,"und",0,"Mishle Asaf 3",NULL
"node","book",0,2248,2248,"und",0,"Nevuʾat ha-yeled: asher ḥazah Naḥman Ḳaṭofa de-min kefar Birʿam ʿal ha-geʾulah ṿe-ʿal ha-temurah asher yiḳreh li-Yehudah ṿela-ʿamim be-aḥarit ha-yamim",NULL
"node","book",0,2249,2249,"und",0,"Netiv lashon ʻIvrit",NULL
"node","book",0,2250,2250,"und",0,"Seder hagadah ʿal pesaḥ ʿim targum ashkenazi meduyeḳet ... ʿal yede ... Yitsḥaḳ le-bet Levi mi-Satanoṿ ... Oder Forṭrag oyf di baydn ershṭen abnde Pesaḥ oyfs naye ins Dayṭshe iberzetzṭ und mit Anmerḳungn ferzehn fun Yoʾel Brill",NULL
"node","book",0,2251,2251,"und",0,"Seder luaḥ ha-binyanim ṿe-luaḥ mishḳale ha-shemot",NULL
"node","book",0,2252,2252,"und",0,"Seder seliḥah: le-Yamim noraʾim ule-Shovavim tat ke-minhag Polin, Pihem, Mehrin ṿe-Isṭraikh ... hekhinah gam ḥaḳar beʾurah ... Yitsḥaḳ le-ven Leṿi ish Saṭanov",NULL
"node","book",0,2253,2253,"und",0,"Seder Ḳinot le-Tishʿah be-Av: ʿim tefilat ʿArvit ṿe-Shaḥarit u-Ḳerovets ṿe-khol ha-dinim ha-shayakhim le-Tishʿah be-Av meturgam Ashkenazit u-mevoʾar me-et Daṿid Oṭṭenzoser",NULL
"node","book",0,2254,2254,"und",0,"Seyag la-Torah: ule-ʿavodat ha-ḳodesh le-H. be-Miḳra uve-Masoret",NULL
"node","book",0,2255,2255,"und",0,"Solet minḥah belulah: ʻal ha-Torah ṿe-ʻal ha-Neviʼim ṿe-ʻal ha-Talmud",NULL
"node","book",0,2256,2256,"und",0,"Sefer Igeret ha-melitsah u-mishpaṭ lesh. h-ḳ",NULL
"node","book",0,2258,2258,"und",0,"Sefer Igeret ha-ḳodesh",NULL
"node","book",0,2259,2259,"und",0,"Sefer Or le-ʿet boḳer: asher bo ha-meḥaber ḥoḳer ... kol ṭeʿanah u-meʿanah be-fi oyvaṿ le-vaṭel uli-meḥoḳ ... ʿal haʿataḳat Or le-ʿet ʿerev",NULL
"node","book",0,2260,2260,"und",0,"Sefer Or ʿolam: ... ʿal ḥokhmat ha-ṭevaʿ",NULL
"node","book",0,2261,2261,"und",0,"Sefer Or ʿolam ḳaṭan: ḥeleḳ rishon ... kolel mahut ṿe-ekhut ʿolam ha-shefel ʿim arbaʿ yesodotaṿ esh ruaḥ mayim ṿa-ʿafar ... u-mahut ha-adam",NULL
"node","book",0,2262,2262,"und",0,"Sefer Iyov: meturgam Ashkenazit",NULL
"node","book",0,2263,2263,"und",0,"Sefer Imre binah: le-havin mashal u-melitsah divre ḥakhamim ṿe-ḥidot netsurot

Metaphisica cabbalistica, sive Philosophia orientalis antiqua, ad notiones nostri aevi accommodata",NULL
"node","book",0,2264,2264,"und",0,"Sefer Beḥinot ʿolam",NULL
"node","book",0,2265,2265,"und",0,"Sefer Bet neʾeman",NULL
"node","book",0,2266,2266,"und",0,"Sefer Birkat Yosef",NULL
"node","book",0,2267,2267,"und",0,"Sefer davar ṭov",NULL
"node","book",0,2268,2268,"und",0,"Sefer Divre yosher 1: Sefer Divre yosher ḥeleḳ rishon ha-lo hem ketuvim ʿal sifre yesharim",NULL
"node","book",0,2269,2269,"und",0,"Sefer Divre yosher 2: Sefer Melits yosher ḥeleḳ sheni",NULL
"node","book",0,2270,2270,"und",0,"Sefer Divre negidim: ... tokhen ʿinyano rishon petiḥat ha-maʿatiḳ ... Shenit ḳitsur zikhron divre ha-yamim le-ḥerut Yehudim be-Republiḳ Baṭaṿe Shelishit haʿataḳat divre negide ha-ʿam Baṭaṿe ... ʿal devar ḥerut Yehudim be-dat toshavim Reviʿit, haʿataḳat date ha-umah Baṭaṿe ha-metuḳanim ka-ʿet li-retson ha-ʿam Ḥamishit luaḥ be-seder alfa beta perush ha-milot zarot mi-leshon ha-ḳodesh ... huva el ha-defus ʿa. y. ha-maʿtiḳ Tsevi Hirsh b.H. Mordekhai ... me-Ilfeld",NULL
"node","book",0,2271,2271,"und",0,"Sefer Daniʾel: meturgam bi-leshon Ashkenazi",NULL
"node","book",0,2272,2272,"und",0,"Sefer diḳduḳ Eliyahu ha-Leṿi ha-Ashkenazi: asher shemo sefer Baḥur",NULL
"node","book",0,2273,2273,"und",0,"Sefer derekh ha-hashgaḥah",NULL
"node","book",0,2274,2274,"und",0,"Sefer Derekh Yesharah: ... kede li-shemor ha-beriʾut ʿal nakhon u-vo yitbaʾer sibot ha-ḥolaʾim u-shemotam bi-leshon ha-ḳodesh uvi-leshon Laṭain",NULL
"node","book",0,2275,2275,"und",0,"Sefer ha-Orev: ... kolel shete igrot ʿal divre rivot ... igeret rishonah ... Pelugta di-Shemuʾel ṿe-igeret ha-sheni ... Teyuvta di-Shemuʾel ṿe-anokhi ... Pinḥas Ḥananyahu Argozi de Silṿa S. Ṭ. asaftim ... ʿim ha-hagahot ... ʿEṭ mahir ʿod hosafti ʿal ha-mikhtavim",NULL
"node","book",0,2276,2276,"und",0,"Sefer ha-berit 1",NULL
"node","book",0,2277,2277,"und",0,"Sefer ha-gedarim: leḳsiḳon fon ṿisnshaftn",NULL
"node","book",0,2278,2278,"und",0,"Sefer ha-galuy ṿeha-ḥatum: li-hiyot galuy le-khol ... asher ... libo le-hasig ezeh ḥibur me-eleh ha-ḥiburi. ha-neḳuvi. ba-igeret ha-zot",NULL
"node","book",0,2279,2279,"und",0,"Sefer Holekh tamim: le-lamed la-adam mahut daʿat ha-shlemut ṿeha-hatslaḥah ha-amitit mah hi",NULL
"node","book",0,2280,2280,"und",0,"Sefer ha-ḥizayon 1: Ḥeleḳ rishon mi-Sefer ha-ḥizayon",NULL
"node","book",0,2281,2281,"und",0,"Sefer Hekhal ʻoneg: ha-meyusad beha-bene hitʻanug ʻal H. le-hitʻaneg",NULL
"node","book",0,2282,2282,"und",0,"Sefer ha-Kuzari: ha-kolel sipur ha-ṿikuah she-hayah ben ha-melekh shel ʻam medinat Kuzari u-ven he-ḥaver ... heʻetiḳo he-ḥakham R. Yehudah b. R. Shaʼul ha-Leṿi ... mi-leshon ʻArav",NULL
"node","book",0,2283,2283,"und",0,"Sefer ha-Kuzari: yisdo ha-ḥakham he-ḥaver R. Yitsḥaḳ ha-Sangari",NULL
"node","book",0,2284,2284,"und",0,"Sefer halakhah le-maʻaseh",NULL
"node","book",0,2285,2285,"und",0,"Sefer ha-midot: medubar bo nikhbadot",NULL
"node","book",0,2286,2286,"und",0,"Sefer ha-midot 1: Sefer ha-midot ḥeleḳ rishon min Sefer ha-midot le-Arisṭoṭelis",NULL
"node","book",0,2287,2287,"und",0,"Sefer ha-midot: ṿe-hu sefer musar haskel kerekh rishon",NULL
"node","book",0,2288,2288,"und",0,"Sefer ha-midot 2: Sefer ha-midot ḥeleḳ sheni min Sefer ha-midot le-Arisṭoṭelis",NULL
"node","book",0,2289,2289,"und",0,"Sefer ha-ʻIḳarim",NULL
"node","book",0,2290,2290,"und",0,"Sefer ha-shorashim 1: Sefer ha-shorashim ḥeleḳ rishon mi-Sefer ha-shorashim ha-mekhuneh Śefat emet ... Hebräisch-deutsches Lexikon zum Gebrauch der jüdischen Schulen. Erster Thiel, worin die Derivationes und Compositiones aller Wurzelwörter, auf eine leichte Art zu finden, herausgegeben von R . Isaac Moses 
Zweite verbesserte Auflage",NULL
"node","book",0,2291,2291,"und",0,"Sefer ha-shorashim 2: Sefer ha-shorashim ḥeleḳ sheni mi-Sefer ha-shorashim ha-mekhuneh Devarim aḥadim ... Hebräisch-deutsches Lexikon zum Gebrauch der jüdischen Schulen. Zweite Thiel, worin die gleichbedeutenden Wörter, sowohl unter den Nominibus als den Verbis der hebräischen Sprache, auf eine leichte Art zu finden, herausgegeben von R . Isaac Moses 
Zweite Auflage",NULL
"node","book",0,2292,2292,"und",0,"Sefer Ṿa-yeʻtar Yitsḥaḳ: pisḳe ha-hagahot ʻal seder ha-tefilah ṿe-seder hagadah u-verakhot ha-nehenin",NULL
"node","book",0,2293,2293,"und",0,"Sefer zeved ha-melitsa",NULL
"node","book",0,2294,2294,"und",0,"Sefer Zekher rav: yizkor yeme ʻolam ṿe-shoresh davar nimtsa bi-leshonenu ha-ḳedoshah",NULL
"node","book",0,2295,2295,"und",0,"Sefer Zemirot Yisraʼel 1: Sefer Zemirot Yisraʼel kolel Sefer Tehilim ʻim targum Ashkenazi u-veʼur ṿe-nilvah elaṿ perush ... Ọvadyah Sforno ... - ḥeleḳ rishon",NULL
"node","book",0,2296,2296,"und",0,"Sefer Zemirot Yisraʼel 2: Sefer Zemirot Yisraʼel kolel Sefer Tehilim ʻim targum Ashkenazi u-veʼur ṿe-nilvah elaṿ perush ... Ọvadyah Sforno ... - ḥeleḳ sheni",NULL
"node","book",0,2297,2297,"und",0,"Sefer Zemirot Yisraʼel 3: Sefer Zemirot Yisraʼel kolel Sefer Tehilim ʻim targum Ashkenazi u-veʼur ṿe-nilvah elaṿ perush ... Ọvadyah Sforno ... - ḥeleḳ shelishi",NULL
"node","book",0,2298,2298,"und",0,"Sefer Zemirot Yisraʼel 4: Sefer Zemirot Yisraʼel kolel Sefer Tehilim ʻim targum Ashkenazi u-veʼur ṿe-nilvah elaṿ perush ... Ọvadyah Sforno ... - ḥeleḳ revi ̒ i",NULL
"node","book",0,2299,2299,"und",0,"Sefer Zemirot Yisraʼel",NULL
"node","book",0,2300,2300,"und",0,"Sefer Zeraʻ ḳodesh",NULL
"node","book",0,2301,2301,"und",0,"Sefer Ḥokhmat ha-shorashim",NULL
"node","book",0,2302,2302,"und",0,"Sefer Ḥokhmat Shelomoh",NULL
"node","book",0,2303,2303,"und",0,"Sefer Ḥoḳ le-Yisraʼel: hu 613 mitsṿot

613 Israelitische Gebote aus der heil Schrift mit thalmudistischen Erklärungen von dem berühmten Rabbi Moises Barmagmon u Rabbi Moises Barnachman u Rabbi Aaron Halevi übersetzt in deutscher Sprache nach judischer Mundart von I.E.L.",NULL
"node","book",0,2304,2304,"und",0,"Sefer Ḥuḳe Ḥayim: ... bo nikhlal kimʻaṭ kol kelale sifre ha-diḳduḳ",NULL
"node","book",0,2305,2305,"und",0,"Sefer Ṭure Yashfeh",NULL
"node","book",0,2306,2306,"und",0,"Sefer Yad Ḥayyim: yediʿot diḳduḳ",NULL
"node","book",0,2307,2307,"und",0,"Sefer Yesod ḥinukh neʻarim

Andachtsübung und Gebet für die Jugendschaft zu Berlin bei der Rückehr Sr. Majestät des Könings in die Residenz",NULL
"node","book",0,2309,2309,"und",0,"Sefer yesod mora",NULL
"node","book",0,2311,2311,"und",0,"Sefer yesod ʻolam",NULL
"node","book",0,2312,2312,"und",0,"Sefer Kelil ha-ḥeshbon: mevoʼar bo rashe yesodot ḥeshbon kelali (allgemayne Ariṭmeṭiḳ) ha-mehullal be-shem algebra gam ... ḥokhmat ha-medidah ... le-maʻan hevin imre vinah ... ha-nefotsim ba-Talmud henah ṿa-henah, ʻim sheloshah luḥot neḥoshet",NULL
"node","book",0,2313,2313,"und",0,"Sefer kerem ʻEn Gedi",NULL
"node","book",0,2314,2314,"und",0,"Sefer ketav yosher: le-hagid la-adam yashru",NULL
"node","book",0,2316,2316,"und",0,"Sefer keter malkhut",NULL
"node","book",0,2317,2317,"und",0,"Sefer Leshon limudim: titbaʾer bo ha-melitsah ṿe-ḥuḳoteha",NULL
"node","book",0,2318,2318,"und",0,"Sefer moznayim: ha-niḳra mozne leshon ha-ḳodesh",NULL
"node","book",0,2319,2319,"und",0,"Sefer Meʾir netiv ha-lashon: kolel kol ḥokhmat ha-diḳduḳ",NULL
"node","book",0,2320,2320,"und",0,"Sefer megaleh sod: ṿe-hu beʼur le-ferush ha-rav rabi Avraham ben ʻEzra ... ʻal ... Ḳohelet, Rut, Shir ha-shirim, Ester, Ekhah",NULL
"node","book",0,2321,2321,"und",0,"Sefer Megilat Sedarim",NULL
"node","book",0,2322,2322,"und",0,"Sefer modaʻ le-vinah: ḥeleḳ rishon",NULL
"node","book",0,2323,2323,"und",0,"Sefer Mikhlol: she-ḥiber rosh ha-medaḳdeḳim ḥakham ḥadshe ha-lashon Rabi Daṿid Ḳimḥi ʿim nimuḳim she-hosif ha-ḥakham ha-medaḳdeḳ ha-gadol Rabi Eliyah Ashkenazi",NULL
"node","book",0,2324,2324,"und",0,"Sefer Milḥamah be-shalom: ... li-shene ḥalaḳim ḥeleḳ eḥad niḳra Tokhen ʻalilot ṿe-ḥeleḳ sheni niḳra Tokheḥat meguleh",NULL
"node","book",0,2325,2325,"und",0,"Sefer Milim le-Eloha: ṿe-hu sefer mevaʼer kol shem u-foʼal u-milah sheba-Torah Neviʼim u-Khetuvim beʼuran bi-l. ha-k. ṿe-targuman bi-lashon ashkenaz",NULL
"node","book",0,2326,2326,"und",0,"Sefer Melokhim 1: Melokhim 1 ... oyf's naye iberzetsṭ und miṭ onmerḳungen erleyṭerṭ",NULL
"node","book",0,2327,2327,"und",0,"Sefer Melokhim 2: Melokhim 2 ... oyf's naye iberzetsṭ und miṭ onmerḳungen erleyṭerṭ",NULL
"node","book",0,2328,2328,"und",0,"Sefer Minḥah ḥadashah 1",NULL
"node","book",0,2329,2329,"und",0,"Sefer Minḥah ḥadashah 2",NULL
"node","book",0,2330,2330,"und",0,"Sefer Minḥah ḥadashah 4",NULL
"node","book",0,2331,2331,"und",0,"Sefer Minḥah ḥadashah 5",NULL
"node","book",0,2332,2332,"und",0,"Sefer Minḥah ḥadashah 6",NULL
"node","book",0,2333,2333,"und",0,"Sefer Minḥah ḥadashah 10",NULL
"node","book",0,2334,2334,"und",0,"Sefer Minḥah ḥadashah 11",NULL
"node","book",0,2335,2335,"und",0,"Sefer Minḥah ḥadashah 12",NULL
"node","book",0,2336,2336,"und",0,"Sefer minḥah ṭehorah: Kolel Tere ʻaśar ʻim targum Ashkenazi u-veʼur",NULL
"node","book",0,2337,2337,"und",0,"Sefer Maslul: be-diḳduḳ leshon ha-ḳodesh",NULL
"node","book",0,2338,2338,"und",0,"Sefer Maʻgal yashar: kolel limud ḥokhmat ha-diḳduḳ ʻa. p. higayon",NULL
"node","book",0,2339,2339,"und",0,"Sefer maʻadane melekh",NULL
"node","book",0,2340,2340,"und",0,"Sefer Maʿarekhet Avraham: asher ʿarakh li-fene melamde tinoḳ[o?]t ... li-lemod ule-lamed ʿal matkonto ha-banim ṿeha-banot",NULL
"node","book",0,2341,2341,"und",0,"Sefer Maʻase YHṾH 1

Verlegt zum Vortheil der jüdischen Freischule in Copenhagen",NULL
"node","book",0,2342,2342,"und",0,"Sefer Maʻase YHṾH 1

Verlegt zum Vortheil der jüdischen Freischule in Copenhagen",NULL
"node","book",0,2343,2343,"und",0,"Sefer Mitspeh Yeḳatʼel: hasagot ʻal ha-sefer Torat Yeḳutiʼel meha-rav ... Refaʼel ha-Kohen",NULL
"node","book",0,2344,2344,"und",0,"Sefer Miḳṿe Yisraʾel",NULL
"node","book",0,2345,2345,"und",0,"Sefer naṿeh ḳodesh: ṿe-hu kolel ḥokhmat ha-medidah ṿeha-meshulashim ... u-veʼur nakhon ʻal hilkhot ḳidush ha-ḥodesh leha-Rambam",NULL
"node","book",0,2346,2346,"und",0,"Sefer Nezed ha-demaʿ: ... be-tokheḥat meguleh ṿe-ahavah musteret devaraṿ sedurim",NULL
"node","book",0,2347,2347,"und",0,"Sefer Netivot ha-shalom 1: Sefer Netivot ha-shalom ṿe-hu ḥibur kolel ḥameshet ḥumshe ha-Torah ʿim tiḳun sofrim ṿe-tirgum Ashkenazi u-veʾur",NULL
"node","book",0,2348,2348,"und",0,"Sefer Netivot ha-shalom 2",NULL
"node","book",0,2349,2349,"und",0,"Sefer Netivot ha-shalom 3",NULL
"node","book",0,2350,2350,"und",0,"Sefer Netivot ha-shalom 4",NULL
"node","book",0,2351,2351,"und",0,"Sefer Netivot ha-shalom 5: Sefer Netivot ha-shalom ṿe-hu ḥibur kolel ḥameshet ḥumshe ha-Torah ʿim tiḳun sofrim ṿe-tirgum Ashkenazi u-veʾur",NULL
"node","book",0,2352,2352,"und",0,"Sefer ʻOlelot ha-boḥen: kolel Baḳashat ha-memin u-vaḳashat ha-lamedin",NULL
"node","book",0,2353,2353,"und",0,"Sefer ʻEn Dor",NULL
"node","book",0,2354,2354,"und",0,"Sefer ʿamud ha-shaḥar",NULL
"node","book",0,2355,2355,"und",0,"Sefer ʻAmude bet Yehudah: ha-ʻomdim le-Torah ṿa-ʻavodah",NULL
"node","book",0,2356,2356,"und",0,"Sefer ʻAmude ha-shamayim: matḥil mi-neḳudah ha-ḳeṭanah ... le-vaʼer kol hilkhot ḳidush ha-ḥodesh",NULL
"node","book",0,2357,2357,"und",0,"Sefer ʻEmeḳ ha-shaṿeh: ... sheloshah maʼamarim ... Rosh amanah ... Neshamah ḥayah ... Dirat Aharon

[Synagogus in Arad R. Aaran Charin in hoc opusculo, cui titulum ex Genesi C.XIV.v.5. Emek Hasch-Schave, id est : Vallis Schave praefixit, tribus orationibus de rebus potissimum metaphysicis disserit
Accedit ejusdem differtatio alia fuper trctatum Talmudicum Seraim dictum. His a me lectis nihil obstare judico, quin typis committi poffint. Pragae, 3. Maji, 1803]",NULL
"node","book",0,2358,2358,"und",0,"Sefer ʻAtse ʻEden: meyusad ʻal derushim niflaʼim",NULL
"node","book",0,2359,2359,"und",0,"Sefer Pesher Davar",NULL
"node","book",0,2360,2360,"und",0,"Sefer Tsohar ha-tevah",NULL
"node","book",0,2361,2361,"und",0,"Sefer Tsaḥut ha-melitsah: bo nimtsa shemonim igerot",NULL
"node","book",0,2362,2362,"und",0,"Sefer Tsel ha-maʻalot",NULL
"node","book",0,2363,2363,"und",0,"Sefer ruaḥ ḥen

Ruach Chen",NULL
"node","book",0,2364,2364,"und",0,"Sefer refuʼot ha-nikra ʻEzer Yisraʼel: ... oif Polish Ṭayṭsh geshribn",NULL
"node","book",0,2365,2365,"und",0,"Sefer Refuʾat ha-ʿam",NULL
"node","book",0,2366,2366,"und",0,"Sefer Sheʼelot u-teshuvot Besamim Rosh: misparam shalosh meʼot tishʻim u-shenayim ṿe-hem leha-Rosh ule-shaʼar gedole ha-rishonim ... asafam ... Yitsḥaḳ di Molina ... heveʾtim el ha-defus ʿim ḳetsat hagahot ... be-shem Kasa de-harsana ani ... Shaʼul ben ... Tsevi Hirsh",NULL
"node","book",0,2367,2367,"und",0,"Sefer Shevile de-raḳiʻa: ʻal hilkhot ḳidush ha-ḥodesh ... ṿe-hu kolel ḳetsat me-ḥokhmat ha-ḥeshbon ... ṿe-shorshe ḥokhmat ha-medidah",NULL
"node","book",0,2368,2368,"und",0,"Sefer shomer emunim: le-ḥinukh ha-banim ... ʻiḳare ha-Torah ṿeha-derekh ha-yesharah",NULL
"node","book",0,2369,2369,"und",0,"Sefer Shaʻare zimrah: zeh ha-sefer Shaʻare zimrah",NULL
"node","book",0,2370,2370,"und",0,"Sefer Shaʻare neʻimah: ʻal ṭaʻame Iyov, Mishle, Tehilim",NULL
"node","book",0,2371,2371,"und",0,"Sefer safah berurah",NULL
"node","book",0,2372,2372,"und",0,"Sefer sifte ranenot

Compendium! Grammaticae novae Linguae Sanctae Prima ejusdem tradenes Principia Firmis superstructa Fundamentis Auctore isaco Mose Berolini, Anno MDCCLXXIII",NULL
"node","book",0,2373,2373,"und",0,"Sefer Tehilim",NULL
"node","book",0,2374,2374,"und",0,"Sefer Tokhaḥat megilah: ṿe-hu biʼur ʻal Megilat Ḳohelet ʻim maʼamar mi-hashʼarat ha-nefesh ṿe-haskaltah. U-viʼat ha-mashiaḥ. U-teḥiyat ha-metim ṿe-haḳdamot ... me-ʻinyan ha-Torah ṿe-darkhe leshon ha-ḳodesh",NULL
"node","book",0,2375,2375,"und",0,"Sefer Torah kulah: ʻal regel eḥad ... la-daʻat et H. yediʻah amitit ... yavin shemuʻah meha-Talmud ṿeha-posḳim she-ʼen anu yotsʼim ḥovotenu be-mehirut ḳevurat metim",NULL
"node","book",0,2376,2376,"und",0,"Sefer Tekhunat ha-shamayim: ṿe-khol tsevaʼam u-mahalakham",NULL
"node","book",0,2377,2377,"und",0,"Sefer Toldot Yisraʾel: ṿe-hu sipur kolel kol ha-ḳorot asher ḳaru li-khelal ʿam Yisraʾel ... ʿad shuv Yisraʾel me-galut Bavel Yerushalaymah ... ṿe-nosaf ʿalaṿ ḳitsur kelale diḳduḳ ḳeriʾat leshon ʿavar",NULL
"node","book",0,2378,2378,"und",0,"Sefer Tifʼeret adam",NULL
"node","book",0,2379,2379,"und",0,"ʻOved ṿe-tirtseh - ḥeleḳ rishon, kerekh rishon: ʻOved ṿe-tirtseh o Siporet mine ḳedem sipur bi-sefat ʻIvrit ṿe-Ashkenazit

Oded und Thürza oder eine Kunde aus der Vergangenheit erzählt in hebräischer und deutscher Sprache",NULL
"node","book",0,2380,2380,"und",0,"ʻEn mishpaṭ: le-lamed bene Yehudah mishpaṭ tsedeḳ bi-yesode ḥokhmat ha-diḳduḳ",NULL
"node","book",0,2381,2381,"und",0,"ʻAleh terufah: ... ʼim mutar le-hishtamesh bi-terufah ḥadashah mi-rofe zemanenu",NULL
"node","book",0,2382,2382,"und",0,"ʿAlot ha-minḥah: ... li-khevod ḥupat he-ḥatan ... ʿim ha-kalah

Il pomo traslato ossia l'innesto felice. Componimento drammatico in onore, e per l'acclamatissime nozze dello stimatissimo signor Leopoldo Herz, colla preclarissima signora Carlotta Arnstein di S. Romanelli mantovano",NULL
"node","book",0,2383,2383,"und",0,"ʻElim litrufah: le-hanatan be-khol ʻir ṿa-ʻir ... ḥamishat ḥumshe torah ... ʻim targum ʼAshkenazi ṿe-ʻim beʼur ha-milot ... ṿe-ʻim sefer Tiḳun sofrim",NULL
"node","book",0,2384,2384,"und",0,"ʻAmude ha-lashon: ha-meyusadim ʻal adne ha-higayon",NULL
"node","book",0,2385,2385,"und",0,"ʿEmeḳ ha-bakha: misped tamrurim",NULL
"node","book",0,2386,2386,"und",0,"ʻArugat ha-bosem",NULL
"node","book",0,2387,2387,"und",0,"ʿAsarah maʾamarot 1: Milḥamot H.",NULL
"node","book",0,2388,2388,"und",0,"ʻAsarah maʼamarot 2: Binah le-ʻitim",NULL
"node","book",0,2389,2389,"und",0,"ʻAsarah maʼamarot 3: Tsuf novlot noṭef mi-Novlot ḥokhmah",NULL
"node","book",0,2390,2390,"und",0,"ʻAsarah maʼamarot 5: ... ʻEn ha-ḳore",NULL
"node","book",0,2391,2391,"und",0,"Perush ʻal Ḥad Gadya",NULL
"node","book",0,2393,2393,"und",0,"Perush ʻal Shir ha-shirim",NULL
"node","book",0,2394,2394,"und",0,"Pinḳas u-khetav ha-dat",NULL
"node","book",0,2395,2395,"und",0,"Fedon: hu sefer hashʼarat ha-nefesh",NULL
"node","book",0,2396,2396,"und",0,"Parperaʾot le-ḥokhmah

Quatuor revolutiones anni et geometricae supputationes delicae sunt ad Sapientiam

kolel perush ʻal sefer ʻivronot ṿe-nitṿasef henah ḥeshbon ḥodshe ha-ḥamah ... yiḥus zemanim ... yediʻat ʼarikhat ha-yom, u-zeman ʻalot ha-shaḥar ṿe-zet ha-kokhavim shel kol ha-shanah uṿe-khol maḳom sheba-ʻolam gam moladot shel kol tishri min shenat 568 ʻad 660 [1808-1900], u-teḳufot shel kol shanah ... gam ḳeviʻot ṿe-luaḥ shel kol shanah

Entwurf zur Selbstverfertigung eines immerwährenden Kalenders nach Sonnen- und Mondenjahren berechnet, nebst einer astronomischen und chronologischen Einleitung welche aber von denen, die sich dieses werks nur für das gegenwärtige Sekulum bedienen wollen, überschlagen werden kann
Zum privatgebrauch sowohl, als auch zum besondern Vortheil für Negotianten und Gerichtshöfe herausgegeben",NULL
"node","book",0,2397,2397,"und",0,"Pirḳe Avot menuḳad ʻa.p. diḳduḳ ... ʻim pe. melo ʻim khaf naḥat",NULL
"node","book",0,2398,2398,"und",0,"Pirḳe Rabi Eliyah: be-arbaʻ peraḳim",NULL
"node","book",0,2399,2399,"und",0,"Pirḳe Rabi ʻAḳiva: Hu Rabi ʻAḳiva ben Yosef, haya ro'eh baḳar",NULL
"node","book",0,2400,2400,"und",0,"Tsaḥut ba-diḳduḳ",NULL
"node","book",0,2401,2401,"und",0,"Tsayṭ geshikhṭe",NULL
"node","book",0,2402,2402,"und",0,"Ḳol ha-tsirim taḥat ha-shir

Blumen auf dem Grabe des verewigten Hartwig Wessely verstorben am 28 Februar, und auf dem Portugiesischen Gotttes(!)-Acker in Altona, den 3ten Märtz 1805, beerdiget",NULL
"node","book",0,2403,2403,"und",0,"Ḳol mevaser: anḳindigung",NULL
"node","book",0,2404,2404,"und",0,"Ḳol mevaser mashmiaʿ shalom: ṿe-hu shir ʿal ha-shalom ha-naʿaseh be-ʿir Amyens bi-medinat Tsarfat ben memshelet artsah u-ven melekh erets Angli u-melekh erets Shpani u-memshelet ʿam Baṭafi k.g. le-ḥodesh Adar ... ṿe-hu he. ka-mevaser lefaḳ",NULL
"node","book",0,2405,2405,"und",0,"Ḳol nehi: ʻal mot Rabi Mosheh b. R. Menaḥem mi-Desoya",NULL
"node","book",0,2406,2406,"und",0,"Ḳol ḳore le-aḥenu bene Yisraʼel",NULL
"node","book",0,2407,2407,"und",0,"Ḳol rinah",NULL
