"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_textual_models_notes_value","field_textual_models_notes_format"
"node","book",0,2430,2430,"und",0,"ספר עזר שאמור לשמש כנספח לספרו של אותו יוצר - \"זכר רב\" (בעריכתו). הספר מורכב כולו מרשימת שורשים ולצדם הפניה למקום ב\"זכר רב\" בו מופיע השורש.","filtered_html"
"node","book",0,2433,2433,"und",0,"טקסט פטריוטי","filtered_html"
"node","book",0,2438,2438,"und",0,"בנוסף לתפלה לנפוליון ולקסרית מריה לואיזה ולבנו של נפוליון, מופיע גם טקסט תפילה מתוך <strong>תהילים</strong> עב","filtered_html"
"node","book",0,2439,2439,"und",0,"שיר ברכה לנישואים השלוח לברוך לינדא על ידי חברת שוחרי הטוב והתושיה","filtered_html"
"node","book",0,2440,2440,"und",0,"הספר כולל שיר הלל ותודה לדניאל איציג, במלאות לו 76 שנים, ותפילה לאל שיברך את איציג ובני ביתו. בעמוד האחרון מופיע עץ משפחת איציג, הכולל את 13 צאצאיו, בלוויית תאריך הולדתם","filtered_html"
"node","book",0,2444,2444,"und",0,"לאורך הטקסט מופיעות חלוקה לדברי החזן והקהל. בחלק הראשון מזמורי תהלים כא', מה' ועב'. אח\"כ מופיעה תפילה המוקדשת לוילהלם החמישי ולאישתו, וברכה גם לשליטים ומלכים נוספים  - מלך הולנד, צרפת ועוד.","filtered_html"
"node","book",0,2445,2445,"und",0,"שיר פטריוטי לכבוד המלך.","filtered_html"
"node","book",0,2449,2449,"und",0,"שיר פטריוטי","filtered_html"
"node","book",0,2450,2450,"und",0,"תפילה: תפילה פטריוטית.","filtered_html"
"node","book",0,2452,2452,"und",0,"תפילה לכבוד ילדי המלך.","filtered_html"
"node","book",0,2461,2461,"und",0,"סיפור חלומו של יאיר המדברי, שחולם חלום שמזעזע אותו: נוגה וצדק מגינים על הירח. רעו פוגש אותו ואומר ופותר לו את חלומו, ויאיר המדברי משתמש בחוויה המיסטית הזו לכתוב שירים לרגל החתונה.
וסיפור נוסף על רעים שנסעו לסין: חושם התימני וצלק העמוני, בחוזרם לארץ הדני הם מגיעים לביתו של גביר שביום זה ממש מחתן את בנו. צלק פוצח בשיר.","filtered_html"
"node","book",0,2464,2464,"und",0,"השיר נכתב לרגל ביקורו של הנדיב יאקובסון בבית הספר של בוק, כפי שרשום בכותרת הספר.","filtered_html"
"node","book",0,2467,2467,"und",0,"השיר הוא מסוג אודה 
ODE","filtered_html"
"node","book",0,2468,2468,"und",0,"בחלק הראשון מופיע שיר הלל לשליט, ובחלק השני תפילה לאל שיברך אותו","filtered_html"
"node","book",0,2471,2471,"und",0,"המדובר בדרשות.","filtered_html"
"node","book",0,2472,2472,"und",0,"באשר ל'ספרות מוסר' מציין המחבר לקראת סוף הקדמתו כי הוא משתמש במכוון ב'גייסטרייכ'ן אונד ערבויענדן שטיהל' וכי אחת ממטרותיו העיקריות היא לחנך להתנהגות מוסרית ראויה.","filtered_html"
"node","book",0,2474,2474,"und",0,"לאחר השער המשותף לשלושת הכרכים, מופיע בעמ' [4-5] שיר מליצי פרי עטו של המחבר (ראו פירוט בהקדמת המחבר).","filtered_html"
"node","book",0,2475,2475,"und",0,"לאחר השער המשותף לשלושת הכרכים, מופיע בעמ' [4-5] שיר מליצי פרי עטו של המחבר (ראו פירוט בהקדמת המחבר).","filtered_html"
"node","book",0,2476,2476,"und",0,"לאחר השער המשותף לשלושת הכרכים, מופיע בעמ' [4-5] שיר מליצי פרי עטו של המחבר (ראו פירוט בהקדמת המחבר).","filtered_html"
"node","book",0,2478,2478,"und",0,"להוסיף - טקסט אינפורמטיבי
בראש הספר שיר מליצה המפאר את השפה העברית","filtered_html"
"node","book",0,2479,2479,"und",0,"תפילה פטריוטית.","filtered_html"
"node","book",0,2482,2482,"und",0,"זו תפילה פטריוטית. בתחילת הטקסט כתוב:
\"אחר תפלת שמונה עשרה ברכות אומרים התפלה הזאת בבה\"כ\". משבח את המלך הגיבור.","filtered_html"
"node","book",0,2486,2486,"und",0,"תגובתו של שאול ברלין בעקבות הפולמוס שעורר ספרו מצפה יקתאל, וכן מכתב אביו הרב צבי הירש בעניין.","filtered_html"
