nid,vid,uid,"title","log",timestamp,status,comment,promote,sticky
1617,1617,1,"נתן ארענשטיין","",1428490114,1,0,1,0
1618,1618,1,"נתן בהגאו' מו' צבי","",1428490114,1,0,1,0
1619,1619,1,"נתן בהגאון מהר\"צ בע\"מ","",1428490114,1,0,1,0
1620,1620,1,"נתן בר\"ל מהלברשטט","",1428490114,1,0,1,0
1621,1621,1,"נתן האמבערג","",1428490114,1,0,1,0
1622,1622,1,"נתן ווערטהיים","",1428490114,1,0,1,0
1623,1623,1,"נתן כ\"ץ","",1428490114,1,0,1,0
1624,1624,1,"נתן נטע","",1428490114,1,0,1,0
1625,1625,1,"נתן פאצדם","",1428490114,1,0,1,0
1626,1626,1,"נתנאל אשכנזי ווייל מפראג","",1428490114,1,0,1,0
1627,1627,1,"נתנאל בר\"מ","",1428490114,1,0,1,0
1628,1628,1,"סאטור, ליפמן","",1428490114,1,0,1,0
1629,1629,1,"סאלאמאן ווארמסער","",1428490114,1,0,1,0
1630,1630,1,"סאלאמאן פרייזאך","",1428490114,1,0,1,0
1631,1631,1,"סאלאמאן פרעשעל","",1428490114,1,0,1,0
1632,1632,1,"סאלאמאן, עדלער פאן הערץ (Edler von)","",1428490114,1,0,1,0
1633,1633,1,"סאלם מיללער","",1428490114,1,0,1,0
1634,1634,1,"סאמועל אפפענהיים","",1428490114,1,0,1,0
1635,1635,1,"סאמועל גאטטליעב","",1428490114,1,0,1,0
1636,1636,1,"סאמועל דעטמטלד","",1428490114,1,0,1,0
1637,1637,1,"סאמועל טוגענדהאפט","",1428490114,1,0,1,0
1638,1638,1,"סאמועל טויבעס","",1428490114,1,0,1,0
1639,1639,1,"סאמועל קערן","",1428490114,1,0,1,0
1640,1640,1,"סיכאראפסקיע","",1428490114,1,0,1,0
1641,1641,1,"סימאן בעק","",1428490114,1,0,1,0
1642,1642,1,"סימאן לעמל","",1428490114,1,0,1,0
1643,1643,1,"סימאן פאפפער","",1428490114,1,0,1,0
1644,1644,1,"סמטור, דוד","",1428490114,1,0,1,0
1645,1645,1,"סמטור, דוד","",1428490114,1,0,1,0
1646,1646,1,"סמטור, דוד","",1428490114,1,0,1,0
1647,1647,1,"סמטור, דוד","",1428490114,1,0,1,0
1648,1648,1,"סמטור, ליפמן","",1428490114,1,0,1,0
1649,1649,1,"סמטור, שמואל","",1428490114,1,0,1,0
1650,1650,1,"סעבאסטיאן זעעפעלד","",1428490114,1,0,1,0
1651,1651,1,"סענדער ריטטנער","",1428490114,1,0,1,0
1652,1652,1,"סענדר אקסענפעלד","",1428490114,1,0,1,0
1653,1653,1,"סענדר דירקהיים","",1428490114,1,0,1,0
1654,1654,1,"סענדר מאיר סענדר פריעדבערג","",1428490114,1,0,1,0
1655,1655,1,"סענדר סג\"ל","",1428490114,1,0,1,0
1656,1656,1,"עזריאל בר\"י","",1428490114,1,0,1,0
1657,1657,1,"עזריאל ווירמש בפפ\"ד","",1428490114,1,0,1,0
1658,1658,1,"עזריאל ווירמש בפפ\"ד","",1428490114,1,0,1,0
1659,1659,1,"עליאס הערשפעלד (Dr. med., ארצט דעס איזר' קראנקענשפיטאלס)","",1428490114,1,0,1,0
1660,1660,1,"עלקאן היימאן","",1428490114,1,0,1,0
1661,1661,1,"עלקאן הערצבערג","",1428490114,1,0,1,0
1662,1662,1,"עלקיש, יצחק","",1428490114,1,0,1,0
1663,1663,1,"עלקיש, יצחק","",1428490114,1,0,1,0
1664,1664,1,"עמאנועל ווערטהיים","",1428490114,1,0,1,0
1665,1665,1,"עמאנועל לעוו באכראך","",1428490114,1,0,1,0
1666,1666,1,"עמאנועללע עפפינגער","",1428490114,1,0,1,0
1667,1667,1,"ענגעל","",1428490114,1,0,1,0
1668,1668,1,"ענדל בר\"י שטערן","",1428490114,1,0,1,0
1669,1669,1,"עפראים וו' בערלינער","",1428490114,1,0,1,0
1670,1670,1,"עקב פאפירנא","",1428490114,1,0,1,0
1671,1671,1,"עקיבא איגי'","",1428490114,1,0,1,0
1672,1672,1,"פאלק שייער אליעזאהן","",1428490114,1,0,1,0
1673,1673,1,"פאן, זלמן","",1428490114,1,0,1,0
1674,1674,1,"פאן, זלמן","",1428490114,1,0,1,0
1675,1675,1,"פאן, זלמן","",1428490114,1,0,1,0
1676,1676,1,"פאפפער","",1428490114,1,0,1,0
1677,1677,1,"פולפערמאכער (Dr.)","",1428490114,1,0,1,0
1678,1678,1,"פולק, אהרן","",1428490114,1,0,1,0
1679,1679,1,"פולק, אהרן","",1428490114,1,0,1,0
1680,1680,1,"פולק, מאיר בן גבריאל","",1428490114,1,0,1,0
1681,1681,1,"פועלי בית הדפוס חנוך נערים","",1428490114,1,0,1,0
1682,1682,1,"פועלי בית הדפוס חנוך נערים","",1428490114,1,0,1,0
1683,1683,1,"פורת יוסף","",1428490114,1,0,1,0
1684,1684,1,"פיאצה, משה אהרן רחמים","",1428490114,1,0,1,0
1685,1685,1,"פייבל ש\"ל","",1428490114,1,0,1,0
1686,1686,1,"פייבל ש\"ל","",1428490114,1,0,1,0
1687,1687,1,"פייבש בר\"מ כ\"ץ בפפד\"א","",1428490114,1,0,1,0
1688,1688,1,"פייבש וויצנהויזן","",1428490114,1,0,1,0
1689,1689,1,"פייבש וויצנהויזן","",1428490114,1,0,1,0
1690,1690,1,"פייבש וויצנהויזן","",1428490114,1,0,1,0
1691,1691,1,"פייט ליכטענבערג","",1428490114,1,0,1,0
1692,1692,1,"פייט פריעדלענדער","",1428490114,1,0,1,0
1693,1693,1,"פייטל בעהם","",1428490114,1,0,1,0
1694,1694,1,"פייס לוי","",1428490114,1,0,1,0
1695,1695,1,"פייסט הילסבאך","",1428490114,1,0,1,0
1696,1696,1,"פייפר כ\"ץ","",1428490114,1,0,1,0
1697,1697,1,"פילטא בהר\"ר יוזל","",1428490114,1,0,1,0
1698,1698,1,"פיליפסזאהן","",1428490114,1,0,1,0
1699,1699,1,"פילליפ עללבאגען","",1428490114,1,0,1,0
1700,1700,1,"פינקוס אראן אייזענשיטץ","",1428490114,1,0,1,0
1701,1701,1,"פישער","",1428490114,1,0,1,0
1702,1702,1,"פלק כהן (עמנואל שושן עמק)","",1428490114,1,0,1,0
1703,1703,1,"פנחס זעליג בן אהרן","",1428490114,1,0,1,0
1704,1704,1,"פנחס קעלין","",1428490114,1,0,1,0
1705,1705,1,"פנחס שטראלזונד","",1428490114,1,0,1,0
1706,1706,1,"פנחס שניצלער","",1428490114,1,0,1,0
1707,1707,1,"פעטער הייניטץ","",1428490114,1,0,1,0
1708,1708,1,"פפונגסט","",1428490114,1,0,1,0
1709,1709,1,"פראנק, וואלף","",1428490114,1,0,1,0
1710,1710,1,"פרידלנדר, בערמן","",1428490114,1,0,1,0
1711,1711,1,"פרידלנדר, בר\"ד בונם","",1428490114,1,0,1,0
1712,1712,1,"פרידלענדר","",1428490114,1,0,1,0
1713,1713,1,"פרידלענדר, אברהם","",1428490114,1,0,1,0
1714,1714,1,"פרידלענדר, בונם בר\"ד בונם בר\"ד פ\"ל","",1428490114,1,0,1,0
1715,1715,1,"פרידריך וילהלם","",1428490114,1,0,1,0
1716,1716,1,"פריידל, יוסף","",1428490114,1,0,1,0
1717,1717,1,"פריידלש","",1428490114,1,0,1,0
1718,1718,1,"פרנקל, חיים","",1428490114,1,0,1,0
1719,1719,1,"פרענקל (פו\"מ), ליב","",1428490114,1,0,1,0
1720,1720,1,"פרענקל, אברהם בר\"ל","",1428490114,1,0,1,0
1721,1721,1,"פרענקל, אהרן","",1428490114,1,0,1,0
1722,1722,1,"פרענקל, אליהו","",1428490114,1,0,1,0
1723,1723,1,"פרענקל, גבריאל","",1428490114,1,0,1,0
1724,1724,1,"פרענקל, הירש בר\"מ","",1428490114,1,0,1,0
1725,1725,1,"פרענקל, ליב","",1428490114,1,0,1,0
1726,1726,1,"פרענקל, ליב","",1428490114,1,0,1,0
1727,1727,1,"צאדיק שלעזינגער","",1428490114,1,0,1,0
1728,1728,1,"צאראך ווערטהיים (Dr. med.)","",1428490114,1,0,1,0
1729,1729,1,"צבי הירש","",1428490114,1,0,1,0
1730,1730,1,"צבי הירש","",1428490114,1,0,1,0
1731,1731,1,"צבי הירש","",1428490114,1,0,1,0
1732,1732,1,"צבי הירש","",1428490114,1,0,1,0
1733,1733,1,"צבי הירש","",1428490114,1,0,1,0
1734,1734,1,"צבי הירש","",1428490114,1,0,1,0
1735,1735,1,"צבי הירש","",1428490114,1,0,1,0
1736,1736,1,"צבי הירש","",1428490114,1,0,1,0
1737,1737,1,"צבי הירש","",1428490114,1,0,1,0
1738,1738,1,"צבי הירש","",1428490114,1,0,1,0
1739,1739,1,"צבי הירש","",1428490114,1,0,1,0
1740,1740,1,"צבי הירש","",1428490114,1,0,1,0
1741,1741,1,"צבי הירש","",1428490114,1,0,1,0
1742,1742,1,"צבי הירש","",1428490114,1,0,1,0
1743,1743,1,"צבי הירש","",1428490114,1,0,1,0
1744,1744,1,"צבי הירש","",1428490114,1,0,1,0
1745,1745,1,"צבי הירש","",1428490114,1,0,1,0
1746,1746,1,"צבי הירש אויערבך מבראנדיש","",1428490114,1,0,1,0
1747,1747,1,"צבי הירש בלא\"א הרב מהר\"ם","",1428490114,1,0,1,0
1748,1748,1,"צבי הירש בן מאיר","",1428490114,1,0,1,0
1749,1749,1,"צבי הירש בן מנחם נחום","",1428490114,1,0,1,0
1750,1750,1,"צבי הירש בן משולם זלמן סג\"ל הורוויץ","",1428490114,1,0,1,0
1751,1751,1,"צבי הירש בן שמעון כ\"ץ","",1428490114,1,0,1,0
1752,1752,1,"צבי הירש ליבשיץ","",1428490114,1,0,1,0
1753,1753,1,"צבי הירש ליבשיץ","",1428490114,1,0,1,0
1754,1754,1,"צבי הירש לנצבורג","",1428490114,1,0,1,0
1755,1755,1,"צבי הירש מייזיל","",1428490114,1,0,1,0
1756,1756,1,"צבי הירש מייזיל","",1428490114,1,0,1,0
1757,1757,1,"צבי הירש מייזיל","",1428490114,1,0,1,0
1758,1758,1,"צבי הירש מייזלש","",1428490114,1,0,1,0
1759,1759,1,"צבי הירש מירלש","",1428490114,1,0,1,0
1760,1760,1,"צבי הירש מירלש","",1428490114,1,0,1,0
1761,1761,1,"צבי הירש מלונדן","",1428490114,1,0,1,0
1762,1762,1,"צבי הירש מלונדן","",1428490114,1,0,1,0
1763,1763,1,"צבי הירש ראזאנים","",1428490114,1,0,1,0
1764,1764,1,"צבי הירש ראזאנים (הרב אב\"ד דק\"ק לבוב וקרייז)","",1428490114,1,0,1,0
1765,1765,1,"צבי יהושע הלוי איש הורוויץ","",1428490114,1,0,1,0
1766,1766,1,"צדוק ב\"ר יואך נויאן","",1428490114,1,0,1,0
1767,1767,1,"צדוק בר\"א","",1428490114,1,0,1,0
1768,1768,1,"צדוק מברעסלויא","",1428490114,1,0,1,0
1769,1769,1,"צדוק קינשבורג","",1428490114,1,0,1,0
1770,1770,1,"צילך, טעבל בר''י","",1428490114,1,0,1,0
1771,1771,1,"צעזאר","",1428490114,1,0,1,0
1772,1772,1,"צערף","",1428490114,1,0,1,0
1773,1773,1,"קאהן","",1428490114,1,0,1,0
1774,1774,1,"קאסל, ליב","",1428490114,1,0,1,0
1775,1775,1,"קאספר קאהן","",1428490114,1,0,1,0
1776,1776,1,"קאפל המבורג","",1428490114,1,0,1,0
1777,1777,1,"קארל בורשטיין","",1428490114,1,0,1,0
1778,1778,1,"קארל קעניגסבערג","",1428490114,1,0,1,0
1779,1779,1,"קארל קעניגסבערג","",1428490114,1,0,1,0
1780,1780,1,"קוא, משה","",1428490114,1,0,1,0
1781,1781,1,"קוניץ, משה","",1428490114,1,0,1,0
1782,1782,1,"קיש","",1428490114,1,0,1,0
1783,1783,1,"קלייף, בענדיט","",1428490114,1,0,1,0
1784,1784,1,"קלמן נייאבויער","",1428490114,1,0,1,0
1785,1785,1,"קלמן פארגעס","",1428490114,1,0,1,0
1786,1786,1,"קעסלין, מאיר","",1428490114,1,0,1,0
1787,1787,1,"ר' עוזר איש אפרתי","",1428490114,1,0,1,0
1788,1788,1,"ר' שמואל ווערטהיימר","",1428490114,1,0,1,0
1789,1789,1,"ראובן בר\"מ צילץ","",1428490114,1,0,1,0
1790,1790,1,"ראובן בר\"ש","",1428490114,1,0,1,0
1791,1791,1,"ראובן בר\"ש","",1428490114,1,0,1,0
1792,1792,1,"ראובן בר\"ש","",1428490114,1,0,1,0
1793,1793,1,"ראובן גומפערטץ","",1428490114,1,0,1,0
1794,1794,1,"ראובן גומפערטץ","",1428490114,1,0,1,0
1795,1795,1,"ראובן דרעזן","",1428490114,1,0,1,0
1796,1796,1,"ראובן הערצבערג","",1428490114,1,0,1,0
1797,1797,1,"ראזאליע עפפינגער","",1428490114,1,0,1,0
1798,1798,1,"ראכנאווע, יוזל","",1428490114,1,0,1,0
1799,1799,1,"רב אהרן בן משה מגזע צבי רא\"בד","",1428490114,1,0,1,0
1800,1800,1,"רב יצחק זעקיל עטהויזן","",1428490114,1,0,1,0
1801,1801,1,"רונקל, שלמה","",1428490114,1,0,1,0
1802,1802,1,"ריז, אברהם בר\"מ","",1428490114,1,0,1,0
1803,1803,1,"ריז, וואלף בר\"מ","",1428490114,1,0,1,0
1804,1804,1,"ריז, משה בן איצק","",1428490114,1,0,1,0
1805,1805,1,"ריז, נתן בר\"פ","",1428490114,1,0,1,0
1806,1806,1,"ריזל אשת אהרן יורש","",1428490114,1,0,1,0
1807,1807,1,"רינטל, יוסף","",1428490114,1,0,1,0
1808,1808,1,"רינטל, משה","",1428490114,1,0,1,0
1809,1809,1,"ריס, ישראל","",1428490114,1,0,1,0
1810,1810,1,"ריס, נתן","",1428490114,1,0,1,0
1811,1811,1,"רפאל בר\"ז","",1428490114,1,0,1,0
1812,1812,1,"רפאל גלויגא","",1428490114,1,0,1,0
1813,1813,1,"רפאל וואלף גינסבערג","",1428490114,1,0,1,0
1814,1814,1,"רפאל וועהלי (בחורי חמד)","",1428490114,1,0,1,0
1815,1815,1,"שאול","",1428490114,1,0,1,0
1816,1816,1,"שאול","",1428490114,1,0,1,0
1817,1817,1,"שאול","",1428490114,1,0,1,0
1818,1818,1,"שאול (אב\"ד באמסטרדם)","",1428490114,1,0,1,0
1819,1819,1,"שאול (אב\"ד באמסטרדם)","",1428490114,1,0,1,0
1820,1820,1,"שאול (אב\"ד באמסטרדם)","",1428490114,1,0,1,0
1821,1821,1,"שאול (אב\"ד באמסטרדם)","",1428490114,1,0,1,0
1822,1822,1,"שאול (אב\"ד באמסטרדם)","",1428490114,1,0,1,0
1823,1823,1,"שאול (סג\"ל אב\"ד ר\"מ)","",1428490114,1,0,1,0
1824,1824,1,"שאול בן ר' הירש לווין (אב\"ד ק\"ק פ\"פ דאדר)","",1428490114,1,0,1,0
1825,1825,1,"שאול הלוי","",1428490114,1,0,1,0
1826,1826,1,"שאול כהנא","",1428490114,1,0,1,0
1827,1827,1,"שאול כהנא","",1428490114,1,0,1,0
1828,1828,1,"שאול לנדא","",1428490114,1,0,1,0
1829,1829,1,"שאול מענדלזאהן","",1428490114,1,0,1,0
1830,1830,1,"שאול ראגאשנע","",1428490114,1,0,1,0
1831,1831,1,"שאול רבינ' דייני ק\"ק ברלין","",1428490114,1,0,1,0
1832,1832,1,"שבתי בן דוד מיאנוב","",1428490114,1,0,1,0
1833,1833,1,"שבתי בן דוד מיאנוב","",1428490114,1,0,1,0
1834,1834,1,"שואל בר\"א בפפד\"א","",1428490114,1,0,1,0
1835,1835,1,"שואל יפה","",1428490114,1,0,1,0
1836,1836,1,"שטודס, ליפמן","",1428490114,1,0,1,0
1837,1837,1,"שטראשון, שלמה","",1428490114,1,0,1,0
1838,1838,1,"שטרעליץ, קאפל בן פו''מ אברהם","",1428490114,1,0,1,0
1839,1839,1,"שטרעליץ, קאפל בן פו\"מ אברהם","",1428490114,1,0,1,0
1840,1840,1,"שיאר, אברהם נפתלי הירץ","",1428490114,1,0,1,0
1841,1841,1,"שינאווא (לה\"ה אב\"ד דק\"ק), יצחק","",1428490114,1,0,1,0
1842,1842,1,"שיף, איזק בר\"ב","",1428490114,1,0,1,0
1843,1843,1,"שכנא לאנדויא","",1428490114,1,0,1,0
1844,1844,1,"שלאחטב, ברוך","",1428490114,1,0,1,0
1845,1845,1,"שלאחטב, ברוך","",1428490114,1,0,1,0
1846,1846,1,"שלאס","",1428490114,1,0,1,0
1847,1847,1,"שלום","",1428490114,1,0,1,0
1848,1848,1,"שלוס, מיכאל","",1428490114,1,0,1,0
1849,1849,1,"שלמה","",1428490114,1,0,1,0
1850,1850,1,"שלמה","",1428490114,1,0,1,0
1851,1851,1,"שלמה","",1428490114,1,0,1,0
1852,1852,1,"שלמה אלימלך ואברהם","",1428490114,1,0,1,0
1853,1853,1,"שלמה ב\"ר זלמן","",1428490114,1,0,1,0
1854,1854,1,"שלמה ב\"ר מנחם","",1428490114,1,0,1,0
1855,1855,1,"שלמה בונצעל","",1428490114,1,0,1,0
1856,1856,1,"שלמה בלאך","",1428490114,1,0,1,0
1857,1857,1,"שלמה במהורר ישראל יצ\"ו מק\"ק שקלאוו","",1428490114,1,0,1,0
1858,1858,1,"שלמה בר\"ז","",1428490114,1,0,1,0
1859,1859,1,"שלמה דוד נ\"ש (בחורי חמד)","",1428490114,1,0,1,0
1860,1860,1,"שלמה העלין","",1428490114,1,0,1,0
1861,1861,1,"שלמה טורנויער","",1428490114,1,0,1,0
1862,1862,1,"שלמה מבראד","",1428490114,1,0,1,0
1863,1863,1,"שלמה ניערנשטיין","",1428490114,1,0,1,0
1864,1864,1,"שלמה פ\"ל","",1428490114,1,0,1,0
1865,1865,1,"שלמה צבי","",1428490114,1,0,1,0
1866,1866,1,"שלמה צוואנגער","",1428490114,1,0,1,0
1867,1867,1,"שלמה צעדניק","",1428490114,1,0,1,0
1868,1868,1,"שלמה קארגא","",1428490114,1,0,1,0
1869,1869,1,"שלמה קראנעק","",1428490114,1,0,1,0
1870,1870,1,"שלמה קראנק","",1428490114,1,0,1,0
1871,1871,1,"שלמה רונקל","",1428490114,1,0,1,0
1872,1872,1,"שלמה רונקל","",1428490114,1,0,1,0
1873,1873,1,"שלמה שלם","",1428490114,1,0,1,0
1874,1874,1,"שלמה שלם","",1428490114,1,0,1,0
1875,1875,1,"שלמה שלם","",1428490114,1,0,1,0
1876,1876,1,"שלמה שלם","",1428490114,1,0,1,0
1877,1877,1,"שלמה שלם","",1428490114,1,0,1,0
1878,1878,1,"שלעזינגר, הירץ","",1428490114,1,0,1,0
1879,1879,1,"שמה הארשין (בחורי חמד)","",1428490114,1,0,1,0
1880,1880,1,"שמואל ב\"כה נפתלי הירץ","",1428490114,1,0,1,0
1881,1881,1,"שמואל בו פ\"ום ר\"ר אשרי","",1428490114,1,0,1,0
1882,1882,1,"שמואל בן הרב הגאון בענדיט","",1428490114,1,0,1,0
1883,1883,1,"שמואל בן הרב ט' יצחק","",1428490114,1,0,1,0
1884,1884,1,"שמואל בן שלמה חלפן","",1428490114,1,0,1,0
1885,1885,1,"שמואל בפרוישטאט","",1428490114,1,0,1,0
1886,1886,1,"שמואל בר\"א","",1428490114,1,0,1,0
1887,1887,1,"שמואל בר\"א","",1428490114,1,0,1,0
1888,1888,1,"שמואל בר\"י","",1428490114,1,0,1,0
1889,1889,1,"שמואל בר\"ש סג\"ל","",1428490114,1,0,1,0
1890,1890,1,"שמואל ברוך בינאוינטי","",1428490114,1,0,1,0
1891,1891,1,"שמואל ברסלא","",1428490114,1,0,1,0
1892,1892,1,"שמואל ברסלא","",1428490114,1,0,1,0
1893,1893,1,"שמואל העלפט","",1428490114,1,0,1,0
1894,1894,1,"שמואל וואלף","",1428490114,1,0,1,0
1895,1895,1,"שמואל ווארבורג","",1428490114,1,0,1,0
1896,1896,1,"שמואל ווערטהיים","",1428490114,1,0,1,0
1897,1897,1,"שמואל זנוויל","",1428490114,1,0,1,0
1898,1898,1,"שמואל זנוויל","",1428490114,1,0,1,0
1899,1899,1,"שמואל זנוויל בראנדיבורג","",1428490114,1,0,1,0
1900,1900,1,"שמואל כ\"ץ","",1428490114,1,0,1,0
1901,1901,1,"שמואל כהרר נפתלי הירץ","",1428490114,1,0,1,0
1902,1902,1,"שמואל לאנדא","",1428490114,1,0,1,0
1903,1903,1,"שמואל לוי","",1428490114,1,0,1,0
1904,1904,1,"שמואל לוי בר\"שח","",1428490114,1,0,1,0
1905,1905,1,"שמואל לוי פרענקל","",1428490114,1,0,1,0
1906,1906,1,"שמואל ניקלסוברג","",1428490114,1,0,1,0
1907,1907,1,"שמואל סג\"ל לנדא","",1428490114,1,0,1,0
1908,1908,1,"שמואל סטנאב","",1428490114,1,0,1,0
1909,1909,1,"שמואל סמטור","",1428490114,1,0,1,0
1910,1910,1,"שמואל פ\"ד","",1428490114,1,0,1,0
1911,1911,1,"שמואל פ\"ל","",1428490114,1,0,1,0
1912,1912,1,"שמואל פאלאק","",1428490114,1,0,1,0
1913,1913,1,"שמואל פרנס דד\"א","",1428490114,1,0,1,0
1914,1914,1,"שמואל צבי בן קלונימוס קלמן","",1428490114,1,0,1,0
1915,1915,1,"שמואל קיניגסשפירר","",1428490114,1,0,1,0
1916,1916,1,"שמואל רארמיטצער","",1428490114,1,0,1,0
1917,1917,1,"שמואל שמעלקא ליב","",1428490114,1,0,1,0
1918,1918,1,"שמואל שמעלקא ליב","",1428490114,1,0,1,0
1919,1919,1,"שמחה לינטל","",1428490114,1,0,1,0
1920,1920,1,"שמחה קלימני","",1428490114,1,0,1,0
1921,1921,1,"שמחה שינאף","",1428490114,1,0,1,0
1922,1922,1,"שמעון ב\"ר שלמה הנאבר","",1428490114,1,0,1,0
1923,1923,1,"שמעון בן גדליה","",1428490114,1,0,1,0
1924,1924,1,"שמעון בר\"ט בש\"ל","",1428490114,1,0,1,0
1925,1925,1,"שמעון ברוינשווייג","",1428490114,1,0,1,0
1926,1926,1,"שמעון ג\"ה (בחורי חמד)","",1428490114,1,0,1,0
1927,1927,1,"שמעון דוב גוטענטאג","",1428490114,1,0,1,0
1928,1928,1,"שמעון יעקב פעסילש","",1428490114,1,0,1,0
1929,1929,1,"שמעון מערגנטהיים","",1428490114,1,0,1,0
1930,1930,1,"שמעון פ\"ל","",1428490114,1,0,1,0
1931,1931,1,"שמעון פ\"ל בק\"ב","",1428490114,1,0,1,0
1932,1932,1,"שמעון פיורדא","",1428490114,1,0,1,0
1933,1933,1,"שמעון פיורדא","",1428490114,1,0,1,0
1934,1934,1,"שמעון פיורדא קנעלקי (בחורי חמד)","",1428490114,1,0,1,0
1935,1935,1,"שמעון פייט","",1428490114,1,0,1,0
1936,1936,1,"שמעון פייט","",1428490114,1,0,1,0
1937,1937,1,"שמעון קרעמזיר","",1428490114,1,0,1,0
1938,1938,1,"שמעון רוק מפ\"ב","",1428490114,1,0,1,0
1939,1939,1,"שמעי' בעער העללער","",1428490114,1,0,1,0
1940,1940,1,"שמעי' לאנצבורג","",1428490114,1,0,1,0
1941,1941,1,"שמעי' קראקויר","",1428490114,1,0,1,0
1942,1942,1,"שמעלקא ליב","",1428490114,1,0,1,0
1943,1943,1,"שמשון","",1428490114,1,0,1,0
1944,1944,1,"שמשון בה\"ב","",1428490114,1,0,1,0
1945,1945,1,"שמשון מחאליוב","",1428490114,1,0,1,0
1946,1946,1,"שניאור בר\"ם שפירא","",1428490114,1,0,1,0
1947,1947,1,"פירדא, אלחנן מאיר בן אברהם,פרידלענדר, דוד","",1428490114,1,0,1,0
1948,1948,1,"הירש, איצק ליב,מנדלסון, משה","",1428490114,1,0,1,0
1949,1949,1,"אייכל, יצחק","",1428490114,1,0,1,0
1950,1950,1,"Bloch, Marcus Elieser,Herz, Marcus,Wessely, Hartwig,Lindau, Baruch ben Jehuda Löb","",1428490114,1,0,1,0
1951,1951,1,"דוד פרידלנדר","",1428490114,1,0,1,0
1952,1952,1,"Abhandlung von der Freiheit des Menschen","",1428490158,1,0,1,0
1953,1953,1,"Actenstücke zur Geschichte der Erhebung der Juden zu Bürgern der Republik Batavien","",1428490158,1,0,1,0
1954,1954,1,"Akten-Stücke die Reform der Jüdischen Kolonieen in den Preußischen Staaten betreffend","",1428490158,1,0,1,0
1955,1955,1,"An das Breslauer Publikum","",1428490158,1,0,1,0
1956,1956,1,"An die Herausgeber des hebräischen Sammlers über die frühe Beerdigung der Juden","",1428490158,1,0,1,0
1957,1957,1,"Pemberton, Henry","",1428490158,1,0,0,0
1958,1958,1,"Anfangsgründe der Newtonischen Philosophie","",1428490158,1,0,1,0
1959,1959,1,"Answer to Mr. Joshua Van Oven’s letters on the present state of the Jewish poor in London","",1428490158,1,0,1,0
1960,1960,1,"Apologie der Menschenrechte oder philosophisch kritische Beleuchtung der Schrift","",1428490158,1,0,1,0
1961,1961,1,"Apologie des juifs en réponse à la question","",1428490158,1,0,1,0
1962,1962,1,"Appel à la justice des nations et des rois","",1428490158,1,0,1,0
1963,1963,1,"Aufsätze verschiedenen Inhalts","",1428490158,1,0,1,0
1964,1964,1,"Balsam für die Wunde","",1428490158,1,0,1,0
1965,1965,1,"Beleuchtung der in den gegenwärtig bei dem Geheimen Ober-Tribunale schwebenden Fränkel-Marcuseschen Erbrechtsprozess einschlagenden jüdischen Rechte","",1428490158,1,0,1,0
1966,1966,1,"Bemerkungen über die bürgerliche Verbesserung der Juden","",1428490158,1,0,1,0
1967,1967,1,"Betrachtungen in Hinsicht der Jüdischen Nation","",1428490158,1,0,1,0
1968,1968,1,"Beweis, dass heutzutage in den K. K. Staaten die Juden zu Kriegsdienst ebensowohl verpflichtet sind als die Christen","",1428490158,1,0,1,0
1969,1969,1,"Beyträge zur Kritik des Geschmacks","",1428490158,1,0,1,0
1970,1970,1,"Bildnisse jetztlebender Berliner Gelehrten mit Ihren Selbstbiographieen","",1428490158,1,0,1,0
1971,1971,1,"Bne-Zion","",1428490158,1,0,1,0
1972,1972,1,"Cantique adresse a Napoleon le Grand, empereur des Francois et roi d'Italie","",1428490158,1,0,1,0
1973,1973,1,"Cantique des cantiques","",1428490158,1,0,1,0
1974,1974,1,"Der Judenfreund. Oder auserlesene Anekdoten, Schwänke und Einfälle von den Kindern Israels","",1428490158,1,0,1,0
1975,1975,1,"Der Messias oder Reform der Juden in religiöser und moralischer Hinsicht","",1428490158,1,0,1,0
1976,1976,1,"Der Prediger","",1428490158,1,0,1,0
1977,1977,1,"Der Pseudo-Haman oder Widerlegung der Schrift wider die Juden","",1428490158,1,0,1,0
1978,1978,1,"Der erste Mensch","",1428490158,1,0,1,0
1979,1979,1,"Die Juden Oder Die nothwendige Reformation der Juden in der Republik Polen","",1428490158,1,0,1,0
1980,1980,1,"Die Kuhpockenimpfung","",1428490158,1,0,1,0
1981,1981,1,"Die Moseide in achtzehn Gesängen","",1428490158,1,0,1,0
1982,1982,1,"Die Psalmen","",1428490158,1,0,1,0
1983,1983,1,"Discorso pronunziato nella grande sinagoga di Parigi, all'occasione dell'apertura del gran Sanhedrim","",1428490158,1,0,1,0
1984,1984,1,"Discours du Sr. Isaac Berr, Fabricant de tabac, Membre du Conseil municipal de Nancy, Département de la Meurthe, Député à l’Assemblée des Français professant la religion juive, convoquée par décret impérial du 30 mai dernier","",1428490158,1,0,1,0
1985,1985,1,"Discours prononcé dans la Synagogue de Cassel, le 15 Novembre 1810, anniversaire de la naissance de S. M. le Roi de Westphalie","",1428490158,1,0,1,0
1986,1986,1,"Discours prononcé par M.r Israel Jacobson ... lors de la dédicace du Temple de Jacob à Seesen","",1428490158,1,0,1,0
1987,1987,1,"Ein Psalm an Bonaparte","",1428490158,1,0,1,0
1988,1988,1,"Ein Wort zu seiner Zeit, die neuern Ansichten des Pentateuchs betreffend","",1428490158,1,0,1,0
1989,1989,1,"Einheitsgedichte","",1428490158,1,0,1,0
