nid,vid,"type","language","title",uid,status,created,changed,comment,promote,sticky,tnid,translate
2213,2213,"book","und","מורה נבוכים א",1,1,1428490158,1428490158,0,1,0,0,0
2214,2214,"book","und","מורה נבוכים ב",1,1,1428490158,1428490158,0,1,0,0,0
2215,2215,"book","und","מורה נבוכים ג",1,1,1428490158,1428490158,0,1,0,0,0
2216,2216,"book","und","מזמור לתודה לאלהינו",1,1,1428490158,1428490158,0,1,0,0,0
2217,2217,"book","und","מזמור שיר",1,1,1428490158,1428490158,0,1,0,0,0
2218,2218,"book","und","מזמור שיר לבאנאפארט",1,1,1428490158,1428490158,0,1,0,0,0
2219,2219,"book","und","מחברות עמנואל",1,1,1428490158,1428490158,0,1,0,0,0
2220,2220,"book","und","מחברת חיי הנפש ונצחיותה",1,1,1428490158,1428490158,0,1,0,0,0
2221,2221,"book","und","מחזה שדי",1,1,1428490158,1428490158,0,1,0,0,0
2222,2222,"book","und","מחזור לחג השבועות - 1805",1,1,1428490158,1428490158,0,1,0,0,0
2223,2223,"book","und","מחזור מנהג פולין ליום כפור - 1803",1,1,1428490158,1428490158,0,1,0,0,0
2224,2224,"book","und","מחזור מנהג פולין ליום ראשון ושני של פסח - 1800",1,1,1428490158,1428490158,0,1,0,0,0
2225,2225,"book","und","מחזור מנהג פולין ליום ראשון של ראש השנה - 1800",1,1,1428490158,1428490158,0,1,0,0,0
2226,2226,"book","und","מחזור מנהג פולין ליום שביעי ושמיני של פסח - 1800",1,1,1428490158,1428490158,0,1,0,0,0
2227,2227,"book","und","מחזור מנהג פולין ליום שני של ראש השנה - 1800",1,1,1428490158,1428490158,0,1,0,0,0
2228,2228,"book","und","מחזור מנהג פולין לערבית ליום כפור - 1800",1,1,1428490158,1428490158,0,1,0,0,0
2229,2229,"book","und","מחזור מנהג פולין לשמיני עצרת ולשמחת תורה - 1805",1,1,1428490158,1428490158,0,1,0,0,0
2230,2230,"book","und","מטעי קדם על אדמת צפון",1,1,1428490158,1428490158,0,1,0,0,0
2231,2231,"book","und","מכתב",1,1,1428490158,1428490158,0,1,0,0,0
2232,2232,"book","und","מכתב מרפא לנפש",1,1,1428490158,1428490158,0,1,0,0,0
2233,2233,"book","und","מכתבי הרבנים",1,1,1428490158,1428490158,0,1,0,0,0
2234,2234,"book","und","מלוכת שאול",1,1,1428490158,1428490158,0,1,0,0,0
2235,2235,"book","und","מליצה לפורים",1,1,1428490158,1428490158,0,1,0,0,0
2236,2236,"book","und","מנחת אהבים",1,1,1428490158,1428490158,0,1,0,0,0
2237,2237,"book","und","מנחת בקורים",1,1,1428490158,1428490158,0,1,0,0,0
2238,2238,"book","und","מנחת נדבה",1,1,1428490158,1428490158,0,1,0,0,0
2239,2239,"book","und","מסכת אבות",1,1,1428490158,1428490158,0,1,0,0,0
2240,2240,"book","und","מערכי לב",1,1,1428490158,1428490158,0,1,0,0,0
2241,2241,"book","und","מציאת הארץ החדשה א",1,1,1428490158,1428490158,0,1,0,0,0
2242,2242,"book","und","משא בערב",1,1,1428490158,1428490158,0,1,0,0,0
2243,2243,"book","und","משלי אגור א",1,1,1428490158,1428490158,0,1,0,0,0
2244,2244,"person","und","אסף בן ברכיהו",1,1,1428490158,1428490158,0,0,0,0,0
2245,2245,"book","und","משלי אסף א",1,1,1428490158,1428490158,0,1,0,0,0
2246,2246,"book","und","משלי אסף ב",1,1,1428490158,1428490158,0,1,0,0,0
2247,2247,"book","und","משלי אסף ג",1,1,1428490158,1428490158,0,1,0,0,0
2248,2248,"book","und","נבואת הילד",1,1,1428490158,1428490158,0,1,0,0,0
2249,2249,"book","und","נתיב לשון עברית",1,1,1428490158,1428496410,0,1,0,0,0
2250,2250,"book","und","סדר הגדה על פסח",1,1,1428490158,1428490158,0,1,0,0,0
2251,2251,"book","und","סדר לוח הבנינים ולוח משקלי השמות",1,1,1428490158,1428490158,0,1,0,0,0
2252,2252,"book","und","סדר סליחה",1,1,1428490158,1428490158,0,1,0,0,0
2253,2253,"book","und","סדר קינות לתשעה באב",1,1,1428490158,1428490158,0,1,0,0,0
2254,2254,"book","und","סייג לתורה",1,1,1428490158,1428490158,0,1,0,0,0
2255,2255,"book","und","סלת מנחה בלולה",1,1,1428490158,1428490158,0,1,0,0,0
2256,2256,"book","und","ספר אגרת המליצה ומשפט לשה\"ק",1,1,1428490158,1428490158,0,1,0,0,0
2257,2257,"person","und","רמב\"ן",1,1,1428490158,1428490158,0,0,0,0,0
2258,2258,"book","und","ספר אגרת הקדש",1,1,1428490158,1428490158,0,1,0,0,0
2259,2259,"book","und","ספר אור לעת בקר",1,1,1428490158,1428490158,0,1,0,0,0
2260,2260,"book","und","ספר אור עולם",1,1,1428490158,1428490158,0,1,0,0,0
2261,2261,"book","und","ספר אור עולם קטן א",1,1,1428490158,1428490158,0,1,0,0,0
2262,2262,"book","und","ספר איוב",1,1,1428490158,1428490158,0,1,0,0,0
2263,2263,"book","und","ספר אמרי בינה",1,1,1428490158,1428490158,0,1,0,0,0
2264,2264,"book","und","ספר בחינות עולם",1,1,1428490158,1428496659,0,1,0,0,0
2265,2265,"book","und","ספר בית נאמן",1,1,1428490158,1428490158,0,1,0,0,0
2266,2266,"book","und","ספר ברכת יוסף",1,1,1428490158,1428490158,0,1,0,0,0
2267,2267,"book","und","ספר דבר טוב",1,1,1428490158,1428490158,0,1,0,0,0
2268,2268,"book","und","ספר דברי יושר א",1,1,1428490158,1428490158,0,1,0,0,0
2269,2269,"book","und","ספר דברי יושר ב",1,1,1428490158,1428490158,0,1,0,0,0
2270,2270,"book","und","ספר דברי נגידים",1,1,1428490158,1428490158,0,1,0,0,0
2271,2271,"book","und","ספר דניאל",1,1,1428490158,1428490158,0,1,0,0,0
2272,2272,"book","und","ספר דקדוק אליהו הלוי האשכנזי",1,1,1428490158,1428490158,0,1,0,0,0
2273,2273,"book","und","ספר דרך ההשגחה",1,1,1428490158,1428490158,0,1,0,0,0
2274,2274,"book","und","ספר דרך ישרה",1,1,1428490158,1428490158,0,1,0,0,0
2275,2275,"book","und","ספר האורב",1,1,1428490158,1428490158,0,1,0,0,0
2276,2276,"book","und","ספר הברית א",1,1,1428490158,1428490158,0,1,0,0,0
2277,2277,"book","und","ספר הגדרים",1,1,1428490158,1428490158,0,1,0,0,0
2278,2278,"book","und","ספר הגלוי והחתום",1,1,1428490158,1428490158,0,1,0,0,0
2279,2279,"book","und","ספר הולך תמים",1,1,1428490158,1428490158,0,1,0,0,0
2280,2280,"book","und","ספר החזיון א",1,1,1428490158,1428490158,0,1,0,0,0
2281,2281,"book","und","ספר היכל עונג",1,1,1428490158,1428490158,0,1,0,0,0
2282,2282,"book","und","ספר הכוזרי - תקנ''ה",1,1,1428490158,1428490158,0,1,0,0,0
2283,2283,"book","und","ספר הכוזרי - תקנ''ו",1,1,1428490158,1428490158,0,1,0,0,0
2284,2284,"book","und","ספר הלכה למעשה",1,1,1428490158,1428490158,0,1,0,0,0
2285,2285,"book","und","ספר המדות - 1784",1,1,1428490158,1428490158,0,1,0,0,0
2286,2286,"book","und","ספר המדות א",1,1,1428490158,1428490158,0,1,0,0,0
2287,2287,"book","und","ספר המדות א - תקמ\"ו",1,1,1428490158,1428490158,0,1,0,0,0
2288,2288,"book","und","ספר המדות ב",1,1,1428490158,1428490158,0,1,0,0,0
2289,2289,"book","und","ספר העקרים",1,1,1428490158,1428490158,0,1,0,0,0
2290,2290,"book","und","ספר השרשים א",1,1,1428490158,1428490158,0,1,0,0,0
2291,2291,"book","und","ספר השרשים ב",1,1,1428490158,1428490158,0,1,0,0,0
2292,2292,"book","und","ספר ויעתר יצחק",1,1,1428490158,1428490158,0,1,0,0,0
2293,2293,"book","und","ספר זבד המליצה",1,1,1428490158,1428490158,0,1,0,0,0
2294,2294,"book","und","ספר זכר רב",1,1,1428490158,1428490158,0,1,0,0,0
2295,2295,"book","und","ספר זמירות ישראל א",1,1,1428490158,1428490158,0,1,0,0,0
2296,2296,"book","und","ספר זמירות ישראל ב",1,1,1428490158,1428490158,0,1,0,0,0
2297,2297,"book","und","ספר זמירות ישראל ג",1,1,1428490158,1428490158,0,1,0,0,0
2298,2298,"book","und","ספר זמירות ישראל ד",1,1,1428490158,1428490158,0,1,0,0,0
2299,2299,"book","und","ספר זמירות ישראל ה",1,1,1428490158,1428490158,0,1,0,0,0
2300,2300,"book","und","ספר זרע קודש",1,1,1428490158,1428490158,0,1,0,0,0
2301,2301,"book","und","ספר חכמת השרשים",1,1,1428490158,1428490158,0,1,0,0,0
2302,2302,"book","und","ספר חכמת שלמה",1,1,1428490158,1428490158,0,1,0,0,0
2303,2303,"book","und","ספר חק לישראל",1,1,1428490158,1428490158,0,1,0,0,0
2304,2304,"book","und","ספר חקי חיים",1,1,1428490158,1428490158,0,1,0,0,0
2305,2305,"book","und","ספר טורי ישפה",1,1,1428490158,1428490158,0,1,0,0,0
2306,2306,"book","und","ספר יד חיים",1,1,1428490158,1428490158,0,1,0,0,0
2307,2307,"book","und","ספר יסוד חנוך נערים",1,1,1428490158,1428490158,0,1,0,0,0
2308,2308,"person","und","אברהם אבן-עזרא",1,1,1428490158,1428490158,0,0,0,0,0
2309,2309,"book","und","ספר יסוד מורא",1,1,1428490158,1428490158,0,1,0,0,0
2310,2310,"person","und","יצחק הישראלי",1,1,1428490158,1428490158,0,0,0,0,0
2311,2311,"book","und","ספר יסוד עולם",1,1,1428490158,1428490158,0,1,0,0,0
2312,2312,"book","und","ספר כליל החשבון",1,1,1428490158,1428490158,0,1,0,0,0
2313,2313,"book","und","ספר כרם עין גדי",1,1,1428490158,1428490158,0,1,0,0,0
2314,2314,"book","und","ספר כתב יושר",1,1,1428490158,1428490158,0,1,0,0,0
2315,2315,"person","und","שלמה אבן גבירול",1,1,1428490158,1428490158,0,0,0,0,0
2316,2316,"book","und","ספר כתר מלכות",1,1,1428490158,1428490158,0,1,0,0,0
2317,2317,"book","und","ספר לשון למודים",1,1,1428490158,1428490158,0,1,0,0,0
2318,2318,"book","und","ספר מאזנים",1,1,1428490158,1428490158,0,1,0,0,0
2319,2319,"book","und","ספר מאיר נתיב הלשון א",1,1,1428490158,1428490158,0,1,0,0,0
2320,2320,"book","und","ספר מגלה סוד",1,1,1428490158,1428490158,0,1,0,0,0
2321,2321,"book","und","ספר מגלת סדרים",1,1,1428490158,1428490158,0,1,0,0,0
2322,2322,"book","und","ספר מודע לבינה",1,1,1428490158,1428490158,0,1,0,0,0
2323,2323,"book","und","ספר מכלול",1,1,1428490158,1428490158,0,1,0,0,0
2324,2324,"book","und","ספר מלחמה בשלום",1,1,1428490158,1428490158,0,1,0,0,0
2325,2325,"book","und","ספר מלים לאלוה",1,1,1428490158,1428490158,0,1,0,0,0
2326,2326,"book","und","ספר מלכים א",1,1,1428490158,1428490158,0,1,0,0,0
2327,2327,"book","und","ספר מלכים ב",1,1,1428490158,1428490158,0,1,0,0,0
2328,2328,"book","und","ספר מנחה חדשה א",1,1,1428490158,1428490158,0,1,0,0,0
2329,2329,"book","und","ספר מנחה חדשה ב",1,1,1428490158,1428490158,0,1,0,0,0
2330,2330,"book","und","ספר מנחה חדשה ד",1,1,1428490158,1428490158,0,1,0,0,0
2331,2331,"book","und","ספר מנחה חדשה ה",1,1,1428490158,1428490158,0,1,0,0,0
2332,2332,"book","und","ספר מנחה חדשה ו",1,1,1428490158,1428490158,0,1,0,0,0
2333,2333,"book","und","ספר מנחה חדשה י",1,1,1428490158,1428490158,0,1,0,0,0
2334,2334,"book","und","ספר מנחה חדשה י\"א",1,1,1428490158,1428490158,0,1,0,0,0
2335,2335,"book","und","ספר מנחה חדשה י\"ב",1,1,1428490158,1428490158,0,1,0,0,0
2336,2336,"book","und","ספר מנחה טהורה",1,1,1428490158,1428490158,0,1,0,0,0
2337,2337,"book","und","ספר מסלול",1,1,1428490158,1428490158,0,1,0,0,0
2338,2338,"book","und","ספר מעגל ישר",1,1,1428490158,1428490158,0,1,0,0,0
2339,2339,"book","und","ספר מעדני מלך",1,1,1428490158,1428490158,0,1,0,0,0
2340,2340,"book","und","ספר מערכת אברהם",1,1,1428490158,1428490158,0,1,0,0,0
2341,2341,"book","und","ספר מעשי יהוה א",1,1,1428490158,1428490158,0,1,0,0,0
2342,2342,"book","und","ספר מעשי יהוה ב",1,1,1428490158,1428490158,0,1,0,0,0
2343,2343,"book","und","ספר מצפה יקתאל",1,1,1428490158,1428490158,0,1,0,0,0
2344,2344,"book","und","ספר מקוה ישראל",1,1,1428490158,1428490158,0,1,0,0,0
2345,2345,"book","und","ספר נאוה קדש",1,1,1428490158,1428490158,0,1,0,0,0
2346,2346,"book","und","ספר נזד הדמע",1,1,1428490158,1428490158,0,1,0,0,0
2347,2347,"book","und","ספר נתיבות השלום א",1,1,1428490158,1428490158,0,1,0,0,0
2348,2348,"book","und","ספר נתיבות השלום ב",1,1,1428490158,1428490158,0,1,0,0,0
2349,2349,"book","und","ספר נתיבות השלום ג",1,1,1428490158,1428490158,0,1,0,0,0
2350,2350,"book","und","ספר נתיבות השלום ד",1,1,1428490158,1428490158,0,1,0,0,0
2351,2351,"book","und","ספר נתיבות השלום ה",1,1,1428490158,1428490158,0,1,0,0,0
2352,2352,"book","und","ספר עוללות הבוחן",1,1,1428490158,1428490158,0,1,0,0,0
2353,2353,"book","und","ספר עין דור",1,1,1428490158,1428490158,0,1,0,0,0
2354,2354,"book","und","ספר עמוד השחר",1,1,1428490158,1428490158,0,1,0,0,0
2355,2355,"book","und","ספר עמודי בית יהודה",1,1,1428490158,1428490158,0,1,0,0,0
2356,2356,"book","und","ספר עמודי השמים",1,1,1428490158,1428490158,0,1,0,0,0
2357,2357,"book","und","ספר עמק השוה",1,1,1428490158,1428490158,0,1,0,0,0
2358,2358,"book","und","ספר עצי עדן",1,1,1428490158,1428490158,0,1,0,0,0
2359,2359,"book","und","ספר פשר דבר",1,1,1428490158,1428490158,0,1,0,0,0
2360,2360,"book","und","ספר צוהר התיבה",1,1,1428490158,1428490158,0,1,0,0,0
2361,2361,"book","und","ספר צחות המליצה",1,1,1428490158,1428490158,0,1,0,0,0
2362,2362,"book","und","ספר צל המעלות",1,1,1428490158,1428490158,0,1,0,0,0
2363,2363,"book","und","ספר רוח חן",1,1,1428490158,1428490158,0,1,0,0,0
2364,2364,"book","und","ספר רפואות הנקרא עזר ישראל",1,1,1428490158,1428490158,0,1,0,0,0
2365,2365,"book","und","ספר רפואת העם",1,1,1428490158,1428490158,0,1,0,0,0
2366,2366,"book","und","ספר שאלות ותשובות בשמים ראש",1,1,1428490158,1428490158,0,1,0,0,0
2367,2367,"book","und","ספר שבילי דרקיע",1,1,1428490158,1428490158,0,1,0,0,0
2368,2368,"book","und","ספר שומר אמונים",1,1,1428490158,1428490158,0,1,0,0,0
2369,2369,"book","und","ספר שערי זמרה",1,1,1428490158,1428490158,0,1,0,0,0
2370,2370,"book","und","ספר שערי נעימה",1,1,1428490158,1428490158,0,1,0,0,0
2371,2371,"book","und","ספר שפה ברורה",1,1,1428490158,1428490158,0,1,0,0,0
2372,2372,"book","und","ספר שפתי רננות",1,1,1428490158,1428490158,0,1,0,0,0
2373,2373,"book","und","ספר תהלים",1,1,1428490158,1428490158,0,1,0,0,0
2374,2374,"book","und","ספר תוכחת מגילה",1,1,1428490158,1428490158,0,1,0,0,0
2375,2375,"book","und","ספר תורה כולה",1,1,1428490158,1428490158,0,1,0,0,0
2376,2376,"book","und","ספר תכונת השמים",1,1,1428490158,1428490158,0,1,0,0,0
2377,2377,"book","und","ספר תלדות ישראל",1,1,1428490158,1428490158,0,1,0,0,0
2378,2378,"book","und","ספר תפארת אדם",1,1,1428490158,1428490158,0,1,0,0,0
2379,2379,"book","und","עובד ותרצה או ספרות מני קדם",1,1,1428490158,1428490158,0,1,0,0,0
2380,2380,"book","und","עין משפט",1,1,1428490158,1428490158,0,1,0,0,0
2381,2381,"book","und","עלה תרופה",1,1,1428490158,1428490158,0,1,0,0,0
2382,2382,"book","und","עלות המנחה",1,1,1428490158,1428490158,0,1,0,0,0
2383,2383,"book","und","עלים לתרופה",1,1,1428490158,1428490158,0,1,0,0,0
2384,2384,"book","und","עמודי הלשון",1,1,1428490158,1428490158,0,1,0,0,0
2385,2385,"book","und","עמק הבכא",1,1,1428490158,1428490158,0,1,0,0,0
2386,2386,"book","und","ערוגת הבושם",1,1,1428490158,1428490158,0,1,0,0,0
2387,2387,"book","und","עשרה מאמרות א",1,1,1428490158,1428490158,0,1,0,0,0
2388,2388,"book","und","עשרה מאמרות ב",1,1,1428490158,1428490158,0,1,0,0,0
2389,2389,"book","und","עשרה מאמרות ג",1,1,1428490158,1428490158,0,1,0,0,0
2390,2390,"book","und","עשרה מאמרות ה",1,1,1428490158,1428490158,0,1,0,0,0
2391,2391,"book","und","פירוש על חד גדיא",1,1,1428490158,1428490158,0,1,0,0,0
2392,2392,"person","und","סעדיה בן יוסף גאון",1,1,1428490158,1428490158,0,0,0,0,0
2393,2393,"book","und","פירוש על שיר השירים",1,1,1428490158,1428490158,0,1,0,0,0
2394,2394,"book","und","פנקס וכתב הדת",1,1,1428490158,1428490158,0,1,0,0,0
2395,2395,"book","und","פעדאן",1,1,1428490158,1428490158,0,1,0,0,0
2396,2396,"book","und","פרפראות לחכמה",1,1,1428490158,1428490158,0,1,0,0,0
2397,2397,"book","und","פרקי אבות",1,1,1428490158,1428490158,0,1,0,0,0
2398,2398,"book","und","פרקי רבי אליה",1,1,1428490158,1428490158,0,1,0,0,0
2399,2399,"book","und","פרקי רבי עקיבא",1,1,1428490158,1428490158,0,1,0,0,0
2400,2400,"book","und","צחות בדקדוק",1,1,1428490158,1428490158,0,1,0,0,0
2401,2401,"book","und","צייט געשיכטע",1,1,1428490158,1428490158,0,1,0,0,0
2402,2402,"book","und","קול הצירים תחת השיר",1,1,1428490158,1428490158,0,1,0,0,0
2403,2403,"book","und","קול מבשר",1,1,1428490158,1428490158,0,1,0,0,0
2404,2404,"book","und","קול מבשר משמיע שלום",1,1,1428490158,1428490158,0,1,0,0,0
2405,2405,"book","und","קול נהי",1,1,1428490158,1428490158,0,1,0,0,0
2406,2406,"book","und","קול קורא לאחינו בני ישראל",1,1,1428490158,1428490158,0,1,0,0,0
2407,2407,"book","und","קול רנה",1,1,1428490158,1428490158,0,1,0,0,0
2408,2408,"book","und","קול רנה ותודה",1,1,1428490158,1428490158,0,1,0,0,0
2409,2409,"book","und","קול רנת היהודים אשר בעיר שקלאב",1,1,1428490158,1428490158,0,1,0,0,0
2410,2410,"book","und","קול שועת בת יהודה",1,1,1428490158,1428490158,0,1,0,0,0
2411,2411,"book","und","קול שחל",1,1,1428490158,1428490158,0,1,0,0,0
2412,2412,"book","und","קול שמחה",1,1,1428490158,1428490158,0,1,0,0,0
2413,2413,"book","und","קול שמחה, או, נצוח החכמה",1,1,1428490158,1428490158,0,1,0,0,0
2414,2414,"book","und","קונטרס מספר הזהר חיבורא תניינא",1,1,1428490158,1428490158,0,1,0,0,0
2415,2415,"book","und","קונטרס קורי עכביש",1,1,1428490158,1428490158,0,1,0,0,0
2416,2416,"book","und","קורות העתים א",1,1,1428490158,1428490158,0,1,0,0,0
2417,2417,"book","und","קורות שנות קדם א",1,1,1428490158,1428490158,0,1,0,0,0
2418,2418,"book","und","קורות שנות קדם ב",1,1,1428490158,1428490158,0,1,0,0,0
2419,2419,"book","und","קנה המדה",1,1,1428490158,1428490158,0,1,0,0,0
2420,2420,"book","und","ראשית למודים - 1775",1,1,1428490158,1428490158,0,1,0,0,0
2421,2421,"book","und","ראשית למודים א",1,1,1428490158,1428490158,0,1,0,0,0
2422,2422,"book","und","ראשית למודים ב",1,1,1428490158,1428490158,0,1,0,0,0
2423,2423,"book","und","ראשית לקח",1,1,1428490158,1428490158,0,1,0,0,0
2424,2424,"book","und","רודף מישרים",1,1,1428490158,1428490158,0,1,0,0,0
2425,2425,"book","und","רוח נכון",1,1,1428490158,1428490158,0,1,0,0,0
2426,2426,"book","und","רנת דודים",1,1,1428490158,1428490158,0,1,0,0,0
2427,2427,"book","und","רסיסי לילה",1,1,1428490158,1428490158,0,1,0,0,0
2428,2428,"book","und","שבע פרקים הראשונים של ספר מלות ההגיון",1,1,1428490158,1428490158,0,1,0,0,0
2429,2429,"book","und","שדה תבונה",1,1,1428490158,1428490158,0,1,0,0,0
2430,2430,"book","und","שורש דבר",1,1,1428490158,1428490158,0,1,0,0,0
2431,2431,"book","und","שיחה בין שנת תק\"ס ובין שנת תקס\"א",1,1,1428490158,1428490158,0,1,0,0,0
2432,2432,"book","und","שיחה בעולם הנשמות",1,1,1428490158,1428490158,0,1,0,0,0
2433,2433,"book","und","שיר - תקכז",1,1,1428490158,1428490158,0,1,0,0,0
2434,2434,"book","und","שיר - תקעא",1,1,1428490158,1428490158,0,1,0,0,0
2435,2435,"book","und","שיר אשר נמסר למלכנו",1,1,1428490158,1428490158,0,1,0,0,0
2436,2436,"book","und","שיר ורנן",1,1,1428490158,1428490158,0,1,0,0,0
2437,2437,"book","und","שיר ותודה",1,1,1428490158,1428490158,0,1,0,0,0
2438,2438,"book","und","שיר ותפלה",1,1,1428490158,1428490158,0,1,0,0,0
2439,2439,"book","und","שיר ידידות - תקנ",1,1,1428490158,1428490158,0,1,0,0,0
2440,2440,"book","und","שיר ידידות - תקנט",1,1,1428490158,1428490158,0,1,0,0,0
2441,2441,"book","und","שיר ידידות - תקע",1,1,1428490158,1428490158,0,1,0,0,0
2442,2442,"book","und","שיר כלולות - תקמח",1,1,1428490158,1428490158,0,1,0,0,0
2443,2443,"book","und","שיר כלולות - תקע",1,1,1428490158,1428490158,0,1,0,0,0
2444,2444,"book","und","שיר מזמור",1,1,1428490158,1428490158,0,1,0,0,0
2445,2445,"book","und","שיר רנן ושמחה",1,1,1428490158,1428490158,0,1,0,0,0
2446,2446,"book","und","שיר שלום",1,1,1428490158,1428490158,0,1,0,0,0
2447,2447,"book","und","שיר תהלות",1,1,1428490158,1428490158,0,1,0,0,0
2448,2448,"book","und","שיר תודה",1,1,1428490158,1428490158,0,1,0,0,0
2449,2449,"book","und","שיר תודה ושמחה",1,1,1428490158,1428490158,0,1,0,0,0
2450,2450,"book","und","שיר תודה ותפלה",1,1,1428490158,1428490158,0,1,0,0,0
2451,2451,"book","und","שירי תהלה ב",1,1,1428490158,1428490158,0,1,0,0,0
2452,2452,"book","und","שירי תהלות",1,1,1428490158,1428490158,0,1,0,0,0
2453,2453,"book","und","שירי תפארת א",1,1,1428490158,1428490158,0,1,0,0,0
2454,2454,"book","und","שירי תפארת ב",1,1,1428490158,1428490158,0,1,0,0,0
2455,2455,"book","und","שירי תפארת ג",1,1,1428490158,1428490158,0,1,0,0,0
2456,2456,"book","und","שירי תפארת ד",1,1,1428490158,1428490158,0,1,0,0,0
2457,2457,"book","und","שירי תפארת ה",1,1,1428490158,1428490158,0,1,0,0,0
2458,2458,"book","und","שירים ורננות",1,1,1428490158,1428490158,0,1,0,0,0
2459,2459,"book","und","שירים ותשבחות - תקסז",1,1,1428490158,1428490158,0,1,0,0,0
2460,2460,"book","und","שירים ותשבחות - תקעא",1,1,1428490158,1428490158,0,1,0,0,0
2461,2461,"book","und","שירת דודים",1,1,1428490158,1428490158,0,1,0,0,0
2462,2462,"book","und","שלמות וצורת הנפש או קשר הנפש עם הגוף",1,1,1428490158,1428490158,0,1,0,0,0
2463,2463,"book","und","שפת אמת",1,1,1428490158,1428490158,0,1,0,0,0
2464,2464,"book","und","שפת עבר",1,1,1428490158,1428490158,0,1,0,0,0
2465,2465,"book","und","שרייבן אן דיא ווירדיגן מיטגלידר זעמטליכ'ר ... חברות גמילות חסדים",1,1,1428490158,1428490158,0,1,0,0,0
2466,2466,"book","und","תבנית חברת שוחרי הטוב והתושיה",1,1,1428490158,1428490158,0,1,0,0,0
2467,2467,"book","und","תהלה - 1807",1,1,1428490158,1428490158,0,1,0,0,0
2468,2468,"book","und","תהלה אל שיא המלוכה",1,1,1428490158,1428490158,0,1,0,0,0
2469,2469,"book","und","תהלה ותודה",1,1,1428490158,1428490158,0,1,0,0,0
2470,2470,"book","und","תודת אמונת בית ישראל",1,1,1428490158,1428490158,0,1,0,0,0
2471,2471,"book","und","תוכחת מגולה",1,1,1428490158,1428490158,0,1,0,0,0
2472,2472,"book","und","תולדות נח אדער געשיכטע דער זינדפלוט",1,1,1428490158,1428490158,0,1,0,0,0
2473,2473,"book","und","תולדות רבנו החכם משה בן מנחם",1,1,1428490158,1428490158,0,1,0,0,0
2474,2474,"book","und","תורת לשון עברית א",1,1,1428490158,1428490158,0,1,0,0,0
2475,2475,"book","und","תורת לשון עברית ב",1,1,1428490158,1428490158,0,1,0,0,0
2476,2476,"book","und","תורת לשון עברית ג",1,1,1428490158,1428490158,0,1,0,0,0
2477,2477,"book","und","תיקון סופרים",1,1,1428490158,1428490158,0,1,0,0,0
2478,2478,"book","und","תלמוד לשון עברי",1,1,1428490158,1428490158,0,1,0,0,0
2479,2479,"book","und","תפלה - 1805",1,1,1428490158,1428490158,0,1,0,0,0
2480,2480,"book","und","תפלה - 1806",1,1,1428490158,1428490158,0,1,0,0,0
2481,2481,"book","und","תפלה - תקסח",1,1,1428490158,1428490158,0,1,0,0,0
2482,2482,"book","und","תפלה - תקסט",1,1,1428490158,1428490158,0,1,0,0,0
2483,2483,"book","und","תפלה בעד אדונינו המלך",1,1,1428490158,1428490158,0,1,0,0,0
2484,2484,"book","und","תפלה בעד שלום המלך",1,1,1428490158,1428490158,0,1,0,0,0
2485,2485,"book","und","תפלה מכל השנה - תקמה",1,1,1428490158,1428490158,0,1,0,0,0
2486,2486,"book","und","תשובת הרב הגאון",1,1,1428490158,1428490158,0,1,0,0,0
2487,2487,"book","und","תשועת ישראל בידי יהודית",1,1,1428490158,1428490158,0,1,0,0,0
2488,2488,"translation","und","Etwas zur Charackteristick der Juden - Hebrew",1,1,1428490248,1428490248,0,0,0,0,0
2489,2489,"translation","und","בית הספר א - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2490,2490,"translation","und","בית הספר א - איטלקית",1,1,1428490248,1428490248,0,0,0,0,0
2491,2491,"translation","und","בית הספר א - רוסית",1,1,1428490248,1428490248,0,0,0,0,0
2492,2492,"translation","und","דברי שלום ואמת א - איטלקית",1,1,1428490248,1428490248,0,0,0,0,0
2493,2493,"translation","und","דברי שלום ואמת א - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2494,2494,"translation","und","דברי שלום ואמת א - הולנדית",1,1,1428490248,1428490248,0,0,0,0,0
2495,2495,"translation","und","דברי שלום ואמת א - צרפתית",1,1,1428490248,1428490248,0,0,0,0,0
2496,2496,"translation","und","הנפש - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2497,2497,"translation","und","זה ספר זכר צדיק - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2498,2498,"translation","und","מודע לבני בינה oder Kinderfreund und Lehrer 2 - הולנדית",1,1,1428490248,1428490248,0,0,0,0,0
2499,2499,"translation","und","מלוכת שאול - יידיש",1,1,1428490248,1428490248,0,0,0,0,0
2500,2500,"translation","und","משא בערב - אנגלית",1,1,1428490248,1428490248,0,0,0,0,0
2501,2501,"translation","und","ספר מלחמה בשלום - יידיש",1,1,1428490248,1428490248,0,0,0,0,0
2502,2502,"translation","und","שירי תפארת א - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2503,2503,"translation","und","שירי תפארת א - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2504,2504,"translation","und","שירי תפארת א - גרמנית",1,1,1428490248,1428490248,0,0,0,0,0
2505,2505,"translation","und","שירי תפארת א - צרפתית",1,1,1428490248,1428490248,0,0,0,0,0
