"entity_type","bundle",deleted,entity_id,revision_id,"language",delta,"field_preface_title_value","field_preface_title_format"
"node","preface",0,5623,5623,"und",0,"[אין כותרת]","filtered_html"
"node","preface",0,5624,5624,"und",0,"\"פאררעדע\": המחבר מסביר מדוע כתב את סיפרו בגרמנית באותיות עבריות: רוב היהודים יכולים לקרוא גרמנית, ותרגום לעברית רק יקשה יותר, ומתאר את יתרונותיו של סיפרו לעומת ספרים אחרים.","filtered_html"
"node","preface",0,5626,5626,"und",0,"אל עין הקורא","filtered_html"
"node","preface",0,5627,5627,"und",0,"פתיחה","filtered_html"
"node","preface",0,5628,5628,"und",0,"אן דען לעזער","filtered_html"
"node","preface",0,5629,5629,"und",0,"וזאת האגרת","filtered_html"
"node","preface",0,5630,5630,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5631,5631,"und",0,"התנצלות והקדמת המגיה","filtered_html"
"node","preface",0,5632,5632,"und",0,"דברי האדון הרופא החכם החוקר הטבעי המפואר","filtered_html"
"node","preface",0,5633,5633,"und",0,"מכתב מהאדון הרופא החוקר הפילוסוף הטבעי המפואר האפראטה ופראפעסאר","filtered_html"
"node","preface",0,5634,5634,"und",0,"מליצת החכם השלם המליץ המפואר","filtered_html"
"node","preface",0,5635,5635,"und",0,"הקדמת המחבר","filtered_html"
"node","preface",0,5636,5636,"und",0,"הקדמה, עמ' [2-6]: וולף מדבר על הקשר בין החכמה ונפש, ועל חשיבות החכמה להתקרבות אל האל. הוא טוען כי חכמת הטבע קרובה לאדם מחכמות אחרת, נעימה ומושכת, ומצטט מן הרמב\"ם(?) ומספר האלים לחכם מקנדיאה כדי לתמוך בטענתו על חשיבות חכמת הטבע. אי לכך, יש חשיבות רבה לחנך את הנערים לחכמה זו. וולף מספר כי סיפרו של לינדא ראשית למודים - חלק א', זכה להצלחה, ולינדא הבטיח להוציא חלק נוסף, אך הוא לא הוציא את כתב היד שלו לאור. הוא מסר אותו ל\"שלום כהן מבערלין\" (הכהן, שלום, עמ' [5]) שפרסם חלקים מן הפרק הראשון בהמאסף תקס\"ט. פיליפסון, משה לקח על עצמו להביאו לדפוס ולהפיצו, וביקש מוולף, יוסף לערוך אותו, ולוודא שהוא עומד בסטנדרטים של מדע זמנו, וולף עשה זאת - הוא הוסיף הערות בהנדסה כדי להקל על הנערים המתחילים בלימוד זה, וגם הוסיף פיתוחים עדכניים של המדע. הוא אומר שאם הספר ימצא חן בעיני קוראיו, הוא יוציא ספר נוסף \"מלמודי הטבע בפרטיות הנמצאים\" )ראו הגדרות שהוא מציג בחלונית \"מבנה הספר\" בשדה \"מבוא\").","filtered_html"
"node","preface",0,5637,5637,"und",0,"אל בחורי חמד! שטאטט דער פאררעדע!","filtered_html"
"node","preface",0,5638,5638,"und",0,"איינלייטונג","filtered_html"
"node","preface",0,5639,5639,"und",0,"הקדמת המפרש","filtered_html"
"node","preface",0,5640,5640,"und",0,"\"דברי המוציא את השיחה לאור\" (עמ' [1-3]): המחבר פונה אל \"אנשים חכמים ונבונים יודעי בינה\" (עמ' [1]) שאוהבים את השפה העברית. מטרתו לבאר את השפה העברית בשלושה תחומים: 1. שמושי בניני הפעלים, להם הקדיש את המאמר הראשון; 2. שמות הפעולה הנמצאים בספרי הקודש; 3. ביאור מילים ארמיות הנמצאות בספרי הקודש.","filtered_html"
"node","preface",0,5641,5641,"und",0,"קורא נעים!","filtered_html"
"node","preface",0,5642,5642,"und",0,"הקדמה לשיר ידידות","filtered_html"
"node","preface",0,5643,5643,"und",0,"פתיחת המשורר","filtered_html"
"node","preface",0,5644,5644,"und",0,"פתיחת המשורר","filtered_html"
"node","preface",0,5645,5645,"und",0,"פתיחת המשורר","filtered_html"
"node","preface",0,5646,5646,"und",0,"פתיחת המשורר","filtered_html"
"node","preface",0,5647,5647,"und",0,"דברי המחבר","filtered_html"
"node","preface",0,5648,5648,"und",0,"הקדמת המבאר","filtered_html"
"node","preface",0,5649,5649,"und",0,"הקדמה","filtered_html"
"node","preface",0,5650,5650,"und",0,"פתיחה","filtered_html"
"node","preface",0,5651,5651,"und",0,"Vorrede","filtered_html"
"node","preface",0,5652,5652,"und",0,"פאררעדע","filtered_html"
"node","preface",0,5653,5653,"und",0,"\"מכתב לאיש בריתי, רעי כאח לי, יואל ברי\"ל בשלחי לו מחברת זו\" [עמ' 10-1, מספור שלי]: אייכל פונה לידידו ברי\"ל ומודה לו על ידידותו ועל כך שהראה לו את הדרך הנכונה. הוא מספר שהיה הולל ומועמד לגדול ללא השכלה, אך שינה את דרכו וזכה להגיע להשכלה.","filtered_html"
"node","preface",0,5654,5654,"und",0,"\"פאררעדע צור ערשטען אויפלאגע\" (\"הקדמה למהדורה הראשונה,\" בגרמנית באותיות עבריות. ט.ק. הקדמה זו מופיעה לאחר עמוד השער המשותף לשלושת כרכי \"תורת לשון עברית\", ולכן שייכת לשלושת הכרכים גם יחד): המחבר טוען כי ישנם ספרי דקדוק עבריים, אך רק מעטים הם ספרי לימוד המיועדים להוראת דקדוק, ובפרט כאלה המתאימים לבתי ספר יהודיים-גרמניים. הוא מפרט את הנושאים השונים של שלושת כרכי הספר, ומסיים בהבעת תיקווה שהספר ישיג את מטרתו ויביא להפצת השפה העברית הטובה בקרב הנוער. כהן חותם בשיר מפרי עטו הנקרא \"אלה לשון\" - שיר מליצי המאחל לשפה העברייה לפרוח ב\"גנת בית הספר את נטעת/ בעלי חנוך נערים רצונך יפיקו...\" עמ' [5].","filtered_html"
"node","preface",0,5655,5655,"und",0,"\"פאררעדע צור צוויטן אויפלאגע\" (הקדמה למהדורה השניה), עמ' [6]. הקדמה זו מופיעה לאחר עמוד השער המשותף לשלושת כרכי \"תורת לשון עברית\", ולכן שייכת לשלושת הכרכים גם  יחד): המחבר מספר כי המהדורה הראשונה זכתה לתשבוחות, ואזלה במהירות. הוא מספר כי שיפר במהדורה זו בעיקר את החלק הראשון של סיפרו, ואילו בשני החלקים האחרונים לא ערך שינויים רבים. הוא מתאר אף מחלוקת שיש לו עם סוחר ספרים, שהביאה לכך ששני החלקים לא היו זמינים לקהל זמן רב).","filtered_html"
"node","preface",0,5656,5656,"und",0,"\"פאררעדע צור ערשטען אויפלאגע\" (\"הקדמה למהדורה הראשונה,\" בגרמנית באותיות עבריות. ט.ק. הקדמה זו מופיעה לאחר עמוד השער המשותף לשלושת כרכי \"תורת לשון עברית\", ולכן שייכת לשלושת הכרכים גם יחד): המחבר טוען כי ישנם ספרי דקדוק עבריים, אך רק מעטים הם ספרי לימוד המיועדים להוראת דקדוק, ובפרט כאלה המתאימים לבתי ספר יהודיים-גרמניים. הוא מפרט את הנושאים השונים של שלושת כרכי הספר, ומסיים בהבעת תיקווה שהספר ישיג אתמטרתו ויביא להפצת השפה העברית הטובה בקרב הנוער. כהן חותם בשיר מפרי עטו הנקרא \"אלה לשון\" - שיר מליצי המאחל לשפה העברייה לפרוח ב\"גנת בית הספר את נטעת/ בעלי חנוך נערים רצונך יפיקו...\" עמ' [5].","filtered_html"
"node","preface",0,5657,5657,"und",0,"הקדמה","filtered_html"
"node","preface",0,5658,5658,"und",0,"הסכמות וחרמות הגואים ה\"ה בס' ויעתר יצחק","filtered_html"
