uuid,name,slug,best_qid,best_label,best_score,best_reasons,second_qid,second_label,second_score,action,all_candidates
5de8b60b-d7ce-4362-844c-263aab83c276,Fürth,furth,Q3075,Fürth,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q62934805,Fürth,15,auto,"[{""qid"": ""Q3075"", ""label"": ""Fürth"", ""desc"": ""town in Bavaria, Germany"", ""score"": 26}, {""qid"": ""Q62934805"", ""label"": ""Fürth"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q10455"", ""label"": ""מחוז פירט"", ""desc"": ""מחוז בגרמניה"", ""score"": 15}, {""qid"": ""Q1483706"", ""label"": ""Fürth"", ""desc"": ""hessische Gemeinde im Kreis Bergstraße im Odenwald"", ""score"": 12}, {""qid"": ""Q1008199"", ""label"": ""Fürth"", ""desc"": ""federal electoral district of Germany"", ""score"": 12}, {""qid"": ""Q6760"", ""label"": ""UTC+03:00"", ""desc"": ""identifier for a time offset from UTC of +3"", ""score"": 10}, {""qid"": ""Q37327004"", ""label"": ""Furth"", ""desc"": ""family name"", ""score"": 9}]"
ee9d3cdf-517f-4f5c-960f-934e5bef41fb,Glogau,glogau,Q66013,Głogów,21,alias_exact|coords_eu_il|country_PL|has_sitelinks|search_rank_0,Q106078675,Glogau,15,auto,"[{""qid"": ""Q66013"", ""label"": ""Głogów"", ""desc"": ""city and urban gmina in the Lower Silesian Voivodeship, Poland"", ""score"": 21}, {""qid"": ""Q106078675"", ""label"": ""Glogau"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q80415219"", ""label"": ""Glogauer Straße"", ""desc"": ""street in Berlin-Kreuzberg, Germany"", ""score"": 11}, {""qid"": ""Q106069734"", ""label"": ""Glogauer"", ""desc"": ""family name"", ""score"": 8}, {""qid"": ""Q21514054"", ""label"": ""Arthur Glogau"", ""desc"": ""botanist (1874-1960)"", ""score"": 8}, {""qid"": ""Q28606303"", ""label"": ""Glogau"", ""desc"": ""דף פירושונים"", ""score"": 7}]"
13a06659-2c4c-498a-b544-fb3a7fddd370,Gorizia,gorizia,Q6596,Gorizia,22,name_exact|coords_eu_il|country_IT|has_sitelinks|search_rank_0,Q16184,Province of Gorizia,19,manual,"[{""qid"": ""Q6596"", ""label"": ""Gorizia"", ""desc"": ""Italian comune"", ""score"": 22}, {""qid"": ""Q16184"", ""label"": ""Province of Gorizia"", ""desc"": ""former province of Italy (1927-2017)"", ""score"": 19}, {""qid"": ""Q18495205"", ""label"": ""Gorizia"", ""desc"": ""village in Varese province, Lombardy, Italy"", ""score"": 16}, {""qid"": ""Q2991244"", ""label"": ""Grafschaft Görz"", ""desc"": ""ehemaliger Staat 1127–1747"", ""score"": 15}, {""qid"": ""Q1058827"", ""label"": ""7675 Gorizia"", ""desc"": ""אסטרואיד"", ""score"": 10}, {""qid"": ""Q692946"", ""label"": ""Gorizia and Gradisca"", ""desc"": ""Crown land of the empire of Austria"", ""score"": 9}, {""qid"": ""Q2547836"", ""label"": ""RN Gorizia"", ""desc"": ""1930 Zara-class cruiser"", ""score"": 8}]"
48356dd2-7874-4ea1-9ebf-822ead8082b1,Görz,gorz,Q6596,Gorizia,21,alias_exact|coords_eu_il|country_IT|has_sitelinks|search_rank_0,Q104731,Gorzów Wielkopolski,21,manual,"[{""qid"": ""Q6596"", ""label"": ""Gorizia"", ""desc"": ""Italian comune"", ""score"": 21}, {""qid"": ""Q104731"", ""label"": ""Gorzów Wielkopolski"", ""desc"": ""city with powiat rights in Poland"", ""score"": 21}, {""qid"": ""Q9298252"", ""label"": ""Erzbistum Gorizia"", ""desc"": ""römisch-katholisches Erzbistum in Italien (Friaul), 1751 von Papst Benedikt XIV. errichtet"", ""score"": 14}, {""qid"": ""Q21768"", ""label"": ""Gorze"", ""desc"": ""französische Gemeinde"", ""score"": 11}, {""qid"": ""Q190406"", ""label"": ""Kreis Gorj"", ""desc"": ""county in Romania"", ""score"": 11}, {""qid"": ""Q136935768"", ""label"": ""Görz"", ""desc"": ""family name"", ""score"": 9}, {""qid"": ""Q37026548"", ""label"": ""Gorz"", ""desc"": ""family name"", ""score"": 7}]"
4961727c-b76a-4826-aabe-4067f0be11ee,Göttingen,gottingen,Q3033,Göttingen,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q320098,Göttingen railway station,19,auto,"[{""qid"": ""Q3033"", ""label"": ""Göttingen"", ""desc"": ""large city in Lower Saxony, Germany"", ""score"": 26}, {""qid"": ""Q320098"", ""label"": ""Göttingen railway station"", ""desc"": ""railway station in Göttingen, Germany"", ""score"": 19}, {""qid"": ""Q142752"", ""label"": ""Göttingen"", ""desc"": ""original song written and composed by Barbara"", ""score"": 13}, {""qid"": ""Q1008217"", ""label"": ""Göttingen I"", ""desc"": ""federal electoral district of Germany"", ""score"": 13}, {""qid"": ""Q2709421"", ""label"": ""Göttingen"", ""desc"": ""quarter of Langenau, Baden-Württemberg, Germany"", ""score"": 12}, {""qid"": ""Q6022"", ""label"": ""Göttingen district"", ""desc"": ""district in Lower Saxony, Germany"", ""score"": 11}, {""qid"": ""Q64648808"", ""label"": ""Göttingen"", ""desc"": ""vocal track by Barbara; 1965 studio recording"", ""score"": 9}, {""qid"": ""Q564783"", ""label"": ""Niedersächsische Staats- und Universitätsbibliothek Göttingen"", ""desc"": ""zentrale Universitätsbibliothek der Georg-August-Universität Göttingen"", ""score"": 9}, {""qid"": ""Q414188"", ""label"": ""Niedersächsische Akademie der Wissenschaften zu Göttingen"", ""desc"": ""wissenschaftliche Akademie in Deutschland"", ""score"": 9}]"
1be6e1e5-eaee-40ba-ac80-4b61c813bd82,Greifswald,greifswald,Q4098,Greifswald,24,name_exact|p31_settlement|coords_eu_il|has_sitelinks|search_rank_0,Q800835,Greifswald railway station,19,auto,"[{""qid"": ""Q4098"", ""label"": ""Greifswald"", ""desc"": ""town in Mecklenburg-Vorpommern, Germany"", ""score"": 24}, {""qid"": ""Q800835"", ""label"": ""Greifswald railway station"", ""desc"": ""railway station"", ""score"": 19}, {""qid"": ""Q165528"", ""label"": ""Universität Greifswald"", ""desc"": ""Universität in Deutschland"", ""score"": 15}, {""qid"": ""Q374073"", ""label"": ""10114 Greifswald"", ""desc"": ""asteroid"", ""score"": 12}, {""qid"": ""Q32041909"", ""label"": ""Greifswald"", ""desc"": """", ""score"": 12}, {""qid"": ""Q1545510"", ""label"": ""Greifswalder Straße"", ""desc"": ""Straße in Berlin-Prenzlauer Berg"", ""score"": 9}, {""qid"": ""Q566236"", ""label"": ""Greifswalder SV 04"", ""desc"": ""sports club"", ""score"": 8}, {""qid"": ""Q52329027"", ""label"": ""IMO 8311912"", ""desc"": ""ro-ro/passenger ship built in 1988"", ""score"": 6}]"
24b72aca-dd8f-499a-8674-05335724ba9c,Griechenland,griechenland,Q41,Greece,21,alias_exact|coords_eu_il|country_GR|has_sitelinks|search_rank_0,Q99317489,Greece,12,auto,"[{""qid"": ""Q41"", ""label"": ""Greece"", ""desc"": ""country in Southeast Europe"", ""score"": 21}, {""qid"": ""Q99317489"", ""label"": ""Greece"", ""desc"": ""the country of Greece as depicted in Star Trek"", ""score"": 12}, {""qid"": ""Q320347"", ""label"": ""יוון באירוויזיון"", ""desc"": """", ""score"": 12}, {""qid"": ""Q19209394"", ""label"": ""Griechenland"", ""desc"": ""1793 poem written by Friedrich Hölderlin"", ""score"": 11}, {""qid"": ""Q556569"", ""label"": ""Acropolis Rally"", ""desc"": ""rallying"", ""score"": 8}, {""qid"": ""Q116159942"", ""label"": ""Greece"", ""desc"": ""2023 film directed by Claudia Jüptner-Jonstorff and Eva Spreitzhofer"", ""score"": 6}, {""qid"": ""Q956475"", ""label"": ""משבר החוב של יוון"", ""desc"": ""משבר כלכלי גדול ביוון"", ""score"": 6}, {""qid"": ""Q917971"", ""label"": ""Greece in the Junior Eurovision Song Contest"", ""desc"": """", ""score"": 6}, {""qid"": ""Q122638614"", ""label"": ""Griechenland. Vom Frühmittelalter bis zur Gegenwart"", ""desc"": """", ""score"": 4}, {""qid"": ""Q2422427"", ""label"": ""Griechenland-Runensteine"", ""desc"": ""Kategorie von wikingerzeitlichen Steinritzungen nach inhaltlichem Bezug"", ""score"": 4}]"
4c444cdf-ae9b-4f1a-810e-af4a13eb100d,Grodno,grodno,Q181376,Horadnia,25,alias_exact|p31_settlement|coords_eu_il|country_BY|has_sitelinks|search_rank_0,Q1965697,Grodno District,19,auto,"[{""qid"": ""Q181376"", ""label"": ""Horadnia"", ""desc"": ""city in Belarus, capital of Horadnia Region"", ""score"": 25}, {""qid"": ""Q1965697"", ""label"": ""Grodno District"", ""desc"": ""district in Grodno Oblast, Belarus"", ""score"": 19}, {""qid"": ""Q4150052"", ""label"": ""Grodno"", ""desc"": ""village in Gmina Baruchowo, Poland"", ""score"": 16}, {""qid"": ""Q191061"", ""label"": ""Woblast Hrodna"", ""desc"": ""Verwaltungsbezirk (Woblast) in Belarus"", ""score"": 15}, {""qid"": ""Q4150055"", ""label"": ""Grodno"", ""desc"": ""Dorf in Kujawien-Pommern, Polen"", ""score"": 14}, {""qid"": ""Q2986673"", ""label"": ""Yanka Kupala State University of Grodno"", ""desc"": ""university in Hrodna, Belarus"", ""score"": 9}, {""qid"": ""Q2067552"", ""label"": ""Grodno State Medical University"", ""desc"": ""university in Belarus"", ""score"": 9}, {""qid"": ""Q123946862"", ""label"": ""Grodno"", ""desc"": ""street in Mladost dist. Sofia (Bulgaria)"", ""score"": 7}, {""qid"": ""Q84727802"", ""label"": ""Grodno"", ""desc"": ""general cargo ship built in 1912"", ""score"": 5}]"
2033b5dd-acd3-4359-b193-5697915008a6,Hagenau,hagenau,Q82501154,Hagenau,22,name_exact|p31_settlement|coords_eu_il|country_AT|search_rank_1,Q22730,Haguenau,21,manual,"[{""qid"": ""Q82501154"", ""label"": ""Hagenau"", ""desc"": ""human settlement in Melk District"", ""score"": 22}, {""qid"": ""Q22730"", ""label"": ""Haguenau"", ""desc"": ""commune in Bas-Rhin, France"", ""score"": 21}, {""qid"": ""Q83802956"", ""label"": ""Hagenau"", ""desc"": ""human settlement in St. Pölten District"", ""score"": 20}, {""qid"": ""Q54217413"", ""label"": ""Hagenau"", ""desc"": ""Ortschaft im Bezirk St. Pölten"", ""score"": 16}, {""qid"": ""Q17484558"", ""label"": ""Hagenau"", ""desc"": ""Ortsteil von Treuchtlingen"", ""score"": 12}, {""qid"": ""Q46978555"", ""label"": ""Hagenau"", ""desc"": ""Ortsteil von Kalbe (Milde)"", ""score"": 12}, {""qid"": ""Q135333744"", ""label"": ""Hagenau"", ""desc"": ""hamlet in the municipality of Kranzberg, Germany"", ""score"": 10}, {""qid"": ""Q133282531"", ""label"": ""Hagenau"", ""desc"": """", ""score"": 10}, {""qid"": ""Q21507298"", ""label"": ""Hagenauer"", ""desc"": ""family name"", ""score"": 6}]"
6f7587be-35f9-448c-af22-5df5fc50e747,Halberstadt,halberstadt,Q7072,Halberstadt,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q25089213,Halberstadt central station,19,auto,"[{""qid"": ""Q7072"", ""label"": ""Halberstadt"", ""desc"": ""town in Harz District, Saxony-Anhalt, Germany"", ""score"": 26}, {""qid"": ""Q25089213"", ""label"": ""Halberstadt central station"", ""desc"": ""railway station in Halberstadt, Germany"", ""score"": 19}, {""qid"": ""Q114247"", ""label"": ""Halberstadt"", ""desc"": ""מחוז בסקסוניה-אנהלט, גרמניה"", ""score"": 14}, {""qid"": ""Q33869821"", ""label"": ""Halberstadt"", ""desc"": ""Familienname"", ""score"": 13}, {""qid"": ""Q324533"", ""label"": ""Halberstädter Flugzeugwerke"", ""desc"": ""Deutscher Flugzeughersteller, 1912 bis 1932"", ""score"": 12}]"
09a762f9-cccc-4679-8b31-b9363963508f,Halle,halle,Q2814,Halle (Saale),23,alias_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_1,Q210003,Halle,22,manual,"[{""qid"": ""Q2814"", ""label"": ""Halle (Saale)"", ""desc"": ""Großstadt in Sachsen-Anhalt, Deutschland"", ""score"": 23}, {""qid"": ""Q210003"", ""label"": ""Halle"", ""desc"": ""city and municipality in Flemish Brabant, Belgium"", ""score"": 22}, {""qid"": ""Q225774"", ""label"": ""Halle (Westf.)"", ""desc"": ""Stadt in Nordrhein-Westfalen"", ""score"": 17}, {""qid"": ""Q16276204"", ""label"": ""Halle"", ""desc"": ""family name"", ""score"": 13}, {""qid"": ""Q649782"", ""label"": ""Halle"", ""desc"": ""municipality in Holzminden, Lower Saxony, Germany"", ""score"": 12}, {""qid"": ""Q21993666"", ""label"": ""Halle"", ""desc"": ""given name"", ""score"": 11}, {""qid"": ""Q255684"", ""label"": ""Hallein"", ""desc"": ""town in Salzburg state, Austria"", ""score"": 9}]"
ceb4df95-109d-4c32-8122-8223b184bb5e,Hamburg,hamburg,Q1055,Hamburg,22,name_exact|p31_settlement|coords_eu_il|has_sitelinks|search_rank_1,Q51974,Hamburger SV,18,auto,"[{""qid"": ""Q1055"", ""label"": ""Hamburg"", ""desc"": ""Stadt und Land der Bundesrepublik Deutschland"", ""score"": 22}, {""qid"": ""Q51974"", ""label"": ""Hamburger SV"", ""desc"": ""German sports club based in Hamburg, with its largest branch being its football department"", ""score"": 18}, {""qid"": ""Q16870461"", ""label"": ""Hamburg"", ""desc"": ""family name"", ""score"": 13}, {""qid"": ""Q1626"", ""label"": ""Hamburg-Mitte"", ""desc"": ""Bezirk in Hamburg"", ""score"": 13}, {""qid"": ""Q156725"", ""label"": ""Universität Hamburg"", ""desc"": ""Hochschule in der Freien und Hansestadt Hamburg"", ""score"": 9}, {""qid"": ""Q1632"", ""label"": ""Eimsbüttel"", ""desc"": ""Bezirk in Hamburg"", ""score"": 9}, {""qid"": ""Q79657"", ""label"": ""המבורג"", ""desc"": ""עיר בארצות הברית"", ""score"": 8}, {""qid"": ""Q1572860"", ""label"": ""Hamburg"", ""desc"": ""1960 Hamburg-class destroyer"", ""score"": 7}, {""qid"": ""Q742785"", ""label"": ""המבורג"", ""desc"": ""town in Erie County, New York, United States"", ""score"": 6}, {""qid"": ""Q16983167"", ""label"": ""סטייק המבורג"", ""desc"": ""dish consisting of a patty of ground beef"", ""score"": 6}]"
b7e4d18b-7cbc-4d60-8e58-1cbe659fdaa1,Hamm,hamm,Q2880,Hamm,24,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_1,Q1569,Hamm,18,auto,"[{""qid"": ""Q2880"", ""label"": ""Hamm"", ""desc"": ""kreisfreie Großstadt in Nordrhein-Westfalen, Deutschland"", ""score"": 24}, {""qid"": ""Q1569"", ""label"": ""Hamm"", ""desc"": ""Stadtteil von Hamburg im Bezirk Hamburg-Mitte"", ""score"": 18}, {""qid"": ""Q16870468"", ""label"": ""Hamm"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q107351"", ""label"": ""Hammerfest"", ""desc"": ""municipality in Finnmark, Norway"", ""score"": 13}, {""qid"": ""Q656322"", ""label"": ""Hamm"", ""desc"": ""municipality of Germany"", ""score"": 12}, {""qid"": ""Q205731"", ""label"": ""Hamm"", ""desc"": ""Stadtteil von Luxemburg (Stadt)"", ""score"": 12}, {""qid"": ""Q679389"", ""label"": ""Hamm"", ""desc"": ""municipality in the district of Bitburg-Prüm, in Rhineland-Palatinate, Germany"", ""score"": 12}, {""qid"": ""Q2711174"", ""label"": ""Hammond"", ""desc"": ""family name"", ""score"": 6}, {""qid"": ""Q28077"", ""label"": ""hammam"", ""desc"": ""public steambath common in the Islamic world"", ""score"": 4}]"
f626d286-135a-4b4b-88b9-e04e6e2d088e,Hanau,hanau,Q3802,Hanau,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q37286105,Hanau,15,auto,"[{""qid"": ""Q3802"", ""label"": ""Hanau"", ""desc"": ""city in Main-Kinzig-Kreis in Hesse, Germany"", ""score"": 26}, {""qid"": ""Q37286105"", ""label"": ""Hanau"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q4197921"", ""label"": ""Hanau"", ""desc"": ""district in Seruyan Regency, Central Kalimantan Province, Indonesia"", ""score"": 13}, {""qid"": ""Q82566734"", ""label"": ""Hanau"", ""desc"": ""family from Germany"", ""score"": 13}, {""qid"": ""Q1008253"", ""label"": ""Hanau"", ""desc"": ""federal electoral district of Germany"", ""score"": 12}, {""qid"": ""Q103163303"", ""label"": ""Hanau"", ""desc"": ""Terra-Sigillata-Fundstätte"", ""score"": 10}, {""qid"": ""Q57287770"", ""label"": ""Hanau"", ""desc"": ""article in Otto's encyclopedia"", ""score"": 9}, {""qid"": ""Q3599769"", ""label"": ""75058 Hanau"", ""desc"": ""אסטרואיד"", ""score"": 6}]"
2aacbe57-37e9-4990-9456-21d189303eac,Hannover,hannover,Q1715,Hanover,25,alias_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q49699202,Hannover,15,auto,"[{""qid"": ""Q1715"", ""label"": ""Hanover"", ""desc"": ""capital city of the German federated state of Lower Saxony"", ""score"": 25}, {""qid"": ""Q49699202"", ""label"": ""Hannover"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q32052205"", ""label"": ""Hannover"", ""desc"": ""Wikimedia-Dublette von Hannover"", ""score"": 14}, {""qid"": ""Q164079"", ""label"": ""Königreich Hannover"", ""desc"": ""deutsches Königreich (1814-1866)"", ""score"": 12}, {""qid"": ""Q5963"", ""label"": ""Hannover Region"", ""desc"": ""district in Lower Saxony, Germany"", ""score"": 11}, {""qid"": ""Q33748"", ""label"": ""Hannover 96"", ""desc"": ""German sports club"", ""score"": 10}, {""qid"": ""Q1826001"", ""label"": ""Linden-Limmer"", ""desc"": ""Stadtbezirk in Hannover"", ""score"": 9}, {""qid"": ""Q57287899"", ""label"": ""Hannover"", ""desc"": ""article in Otto's encyclopedia"", ""score"": 7}]"
e29a1342-8a93-4598-8e59-9bc41b952c20,Hasenpoth,hasenpoth,Q411723,Aizpute,25,alias_exact|p31_settlement|coords_eu_il|country_LV|has_sitelinks|search_rank_0,Q2335934,Aizpute County,12,auto,"[{""qid"": ""Q411723"", ""label"": ""Aizpute"", ""desc"": ""city in South Kurzeme Municipality, Latvia"", ""score"": 25}, {""qid"": ""Q2335934"", ""label"": ""Aizpute County"", ""desc"": ""former county of Latvia and Russian Empire"", ""score"": 12}, {""qid"": ""Q111305121"", ""label"": ""Aizpute railway station"", ""desc"": ""railway station in Latvia"", ""score"": 11}, {""qid"": ""Q18129177"", ""label"": ""Hasenpoth Parish"", ""desc"": """", ""score"": 10}]"
1b05a403-73ec-4eff-8d12-56cb306a1064,Hechingen,hechingen,Q494529,Hechingen,24,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_1,Q32054927,Hechingen,22,manual,"[{""qid"": ""Q494529"", ""label"": ""Hechingen"", ""desc"": ""Stadt in Baden-Württemberg, Deutschland"", ""score"": 24}, {""qid"": ""Q32054927"", ""label"": ""Hechingen"", ""desc"": ""Siedlung"", ""score"": 22}, {""qid"": ""Q113451533"", ""label"": ""Hechingen"", ""desc"": ""family name"", ""score"": 17}, {""qid"": ""Q62615924"", ""label"": ""Hechingen"", ""desc"": ""German article in Die Gartenlaube, 1886, no. 12"", ""score"": 11}, {""qid"": ""Q121096132"", ""label"": ""Bahnhof Hechingen"", ""desc"": ""Bahnhof der DB an der Bahnstrecke Tübingen–Sigmaringen"", ""score"": 11}, {""qid"": ""Q105978604"", ""label"": ""Hechingen–Gammertingen railway line"", ""desc"": ""railway line in Germany"", ""score"": 8}, {""qid"": ""Q1592904"", ""label"": ""Hechingen"", ""desc"": ""דף פירושונים"", ""score"": 7}]"
a1df09a6-770c-40f2-b652-381be73572c6,Hildesheim,hildesheim,Q3185,Hildesheim,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q5978,מחוז הילדסהיים,17,auto,"[{""qid"": ""Q3185"", ""label"": ""Hildesheim"", ""desc"": ""city in Lower Saxony, Germany"", ""score"": 26}, {""qid"": ""Q5978"", ""label"": ""מחוז הילדסהיים"", ""desc"": ""מחוז בסקסוניה התחתונה, גרמניה"", ""score"": 17}, {""qid"": ""Q28082959"", ""label"": ""Hildesheim"", ""desc"": ""family name"", ""score"": 15}, {""qid"": ""Q324775"", ""label"": ""Hildesheim Central Station"", ""desc"": ""railway station in Hildesheim, Germany"", ""score"": 15}, {""qid"": ""Q32058340"", ""label"": ""Hildesheim"", ""desc"": ""Wikidata-Doublette"", ""score"": 12}, {""qid"": ""Q1008283"", ""label"": ""Hildesheim"", ""desc"": ""federal electoral district of Germany"", ""score"": 12}, {""qid"": ""Q1618455"", ""label"": ""Hildesheimer Straße"", ""desc"": ""street in Hannover, Germany"", ""score"": 11}]"
310df71a-b23b-416c-875a-2ede37ffeb4d,Hirschberg,hirschberg,Q630383,Hirschberg,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q147934,ילניה גורה,21,auto,"[{""qid"": ""Q630383"", ""label"": ""Hirschberg"", ""desc"": ""town in Thuringia, Germany"", ""score"": 26}, {""qid"": ""Q147934"", ""label"": ""ילניה גורה"", ""desc"": ""city with powiat rights of Poland"", ""score"": 21}, {""qid"": ""Q993602"", ""label"": ""Hirschberg"", ""desc"": ""subpeak of Wertacher Hörnle in the Allgäu Alps in Bavaria, Germany"", ""score"": 16}, {""qid"": ""Q37241038"", ""label"": ""Hirschberg"", ""desc"": ""Familienname"", ""score"": 15}, {""qid"": ""Q562961"", ""label"": ""Hirschberg"", ""desc"": ""municipality of Germany"", ""score"": 14}, {""qid"": ""Q8553205"", ""label"": ""Hirschberg"", ""desc"": ""massif of the Bregenz Forest Mountains in Vorarlberg, Austria"", ""score"": 12}, {""qid"": ""Q1620365"", ""label"": ""Hirschberg"", ""desc"": ""church village in Upper Bavaria"", ""score"": 12}]"
6132a667-0a00-405f-9d6f-7eec24395a2e,Hohenems,hohenems,Q698591,Hohenems,22,name_exact|coords_eu_il|country_AT|has_sitelinks|search_rank_0,Q21881821,Hohenems,16,auto,"[{""qid"": ""Q698591"", ""label"": ""Hohenems"", ""desc"": ""municipality in Dornbirn District, Vorarlberg, Austria"", ""score"": 22}, {""qid"": ""Q21881821"", ""label"": ""Hohenems"", ""desc"": ""second-level administrative country subdivision of Austria"", ""score"": 16}, {""qid"": ""Q95131355"", ""label"": ""Hohenems"", ""desc"": ""Familienname"", ""score"": 13}, {""qid"": ""Q125788784"", ""label"": ""Hohenems"", ""desc"": ""Katastralgemeinde in Hohenems, Vorarlberg"", ""score"": 12}, {""qid"": ""Q106117869"", ""label"": ""Hohenemser"", ""desc"": ""family name"", ""score"": 10}, {""qid"": ""Q1623699"", ""label"": ""Hohenems-Münchener Handschrift A"", ""desc"": ""collection of manuscripts that contain, among others, the Nibelungenlied"", ""score"": 6}]"
d1474318-6cff-438b-99db-f1dbfb93f8e3,Hungary,hungary,Q28,Hungary,22,name_exact|coords_eu_il|country_HU|has_sitelinks|search_rank_0,Q171150,Kingdom of Hungary,17,auto,"[{""qid"": ""Q28"", ""label"": ""Hungary"", ""desc"": ""country in Central Europe"", ""score"": 22}, {""qid"": ""Q171150"", ""label"": ""Kingdom of Hungary"", ""desc"": ""Central European monarchy (1000–1946)"", ""score"": 17}, {""qid"": ""Q16410"", ""label"": ""Hungarian People's Republic"", ""desc"": ""1949–1989 socialist republic in Central Europe"", ""score"": 15}, {""qid"": ""Q5943060"", ""label"": ""Hungary"", ""desc"": ""constituency of the European Parliament"", ""score"": 13}, {""qid"": ""Q170561"", ""label"": ""Hungary men's national football team"", ""desc"": ""men's national association football team representing Hungary"", ""score"": 8}, {""qid"": ""Q60940659"", ""label"": ""Hungary"", ""desc"": ""Familienname"", ""score"": 7}, {""qid"": ""Q16056854"", ""label"": ""ממלכת הונגריה"", ""desc"": ""former Central European monarchy (1301–1526)"", ""score"": 6}]"
4c9ece89-e1fa-4732-97e8-9c8083e08285,Jaroslaw,jaroslaw,Q16257268,Jarosław,17,name_exact|has_sitelinks|search_rank_0,Q721928,ירוסלב,17,manual,"[{""qid"": ""Q16257268"", ""label"": ""Jarosław"", ""desc"": ""male given name"", ""score"": 17}, {""qid"": ""Q721928"", ""label"": ""ירוסלב"", ""desc"": ""עיר בפולין"", ""score"": 17}, {""qid"": ""Q105778290"", ""label"": ""Jaroslaw"", ""desc"": ""männlicher Vorname"", ""score"": 15}, {""qid"": ""Q2423"", ""label"": ""Jaroslawl"", ""desc"": ""Stadt in Russland"", ""score"": 15}, {""qid"": ""Q741"", ""label"": ""Jaroslaw"", ""desc"": ""männlicher Vorname (Ярослав)"", ""score"": 9}, {""qid"": ""Q55917"", ""label"": ""Jarosław Kaczyński"", ""desc"": ""13th Prime Minister of the Republic of Poland"", ""score"": 8}, {""qid"": ""Q96742953"", ""label"": ""Jaroslav"", ""desc"": ""poem from the Manuscript of Dvůr Králové"", ""score"": 6}, {""qid"": ""Q104834537"", ""label"": ""Jaroslav"", ""desc"": ""squire of Albrecht Kostka z Postupic"", ""score"": 6}, {""qid"": ""Q56256524"", ""label"": ""Jarosław Dziadek"", ""desc"": ""Polish molecular biologist and microbiologist"", ""score"": 4}]"
ff57fde0-0c11-42b3-ad4a-50f83351d181,Jena,jena,Q3150,Jena,26,name_exact|p31_settlement|coords_eu_il|country_DE|has_sitelinks|search_rank_0,Q16864313,Jena,15,auto,"[{""qid"": ""Q3150"", ""label"": ""Jena"", ""desc"": ""city in Thuringia, Germany"", ""score"": 26}, {""qid"": ""Q16864313"", ""label"": ""Jena"", ""desc"": ""family name (ଜେନା)"", ""score"": 15}, {""qid"": ""Q1017042"", ""label"": ""Jena"", ""desc"": ""parish seat of La Salle Parish, Louisiana, United States"", ""score"": 13}, {""qid"": ""Q154561"", ""label"": ""Friedrich Schiller University Jena"", ""desc"": ""university located in Jena, Thuringia, Germany"", ""score"": 13}, {""qid"": ""Q32063050"", ""label"": ""Jena"", ""desc"": ""Wikimedia-Doublette"", ""score"": 12}, {""qid"": ""Q16290330"", ""label"": ""Jena"", ""desc"": ""weiblicher Vorname"", ""score"": 9}, {""qid"": ""Q127264576"", ""label"": ""Jena"", ""desc"": ""family name"", ""score"": 7}, {""qid"": ""Q155184"", ""label"": ""526 Jena"", ""desc"": ""אסטרואיד"", ""score"": 6}, {""qid"": ""Q233368"", ""label"": ""Jena Malone"", ""desc"": ""American actress"", ""score"": 4}]"
a766a6d0-8bec-4901-b9d4-d020dbf27a05,Jersualem,jersualem,Q18191594,The Jerusalem Biennale,16,alias_partial|country_IL|has_sitelinks|search_rank_0,,,0,auto,"[{""qid"": ""Q18191594"", ""label"": ""The Jerusalem Biennale"", ""desc"": ""Art biennial in Israel"", ""score"": 16}]"
